periodo,año,trimestre,sector_codigo,sector_nombre,instrumento,A_t0_nominal,F_t_nominal,F_acum_nominal,A_notional_nominal,UF_t,A_t0_real,F_t_real,F_acum_real,A_notional_real
2010T3,2010,3,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,-1062.0202961038804,3123.7943851689333,3572.8068155389306,21339.99,0.02675304644831844,-0.04976667262280256,0.1686310935800459,0.19538414002836435
2010T4,2010,4,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,178.95190835237372,3302.746293521307,3751.7587238913043,21455.55,0.02675304644831844,0.008340588255830018,0.17697168183587592,0.20372472828419436
2011T1,2011,1,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,-448.65227488142693,2854.0940186398802,3303.1064490098775,21578.26,0.02675304644831844,-0.020791865279286975,0.15617981655658897,0.1829328630049074
2011T2,2011,2,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,76.98850957109244,2931.0825282109727,3380.09495858097,21889.89,0.02675304644831844,0.003517080696663731,0.15969689725325267,0.1864499437015711
2011T3,2011,3,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,223.89338009144257,3154.975908302415,3603.9883386724123,22012.69,0.02675304644831844,0.010171104944077374,0.16986800219733006,0.1966210486456485
2011T4,2011,4,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,9.115480836631527,3164.0913891390464,3613.1038195090437,22294.03,0.02675304644831844,0.00040887541806625035,0.1702768776153963,0.19702992406371475
2012T1,2012,1,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,-42.36436761573565,3121.727021523311,3570.7394518933083,22533.51,0.02675304644831844,-0.0018800607457841968,0.1683968168696121,0.19514986331793055
2012T2,2012,2,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,192.43430242494648,3314.1613239482576,3763.173754318255,22627.36,0.02675304644831844,0.008504496433739794,0.1769013133033519,0.20365435975167034
2012T3,2012,3,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,147.03136747462216,3461.1926914228798,3910.205121792877,22591.05,0.02675304644831844,0.006508390157811264,0.18340970346116317,0.2101627499094816
2012T4,2012,4,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,119.15774593857843,3580.3504373614583,4029.3628677314555,22840.75,0.02675304644831844,0.005216892875171719,0.18862659633633488,0.21537964278465332
2013T1,2013,1,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,-18.941404484141444,3561.409032877317,4010.421463247314,22869.38,0.02675304644831844,-0.0008282430255713728,0.18779835331076353,0.21455139975908197
2013T2,2013,2,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,556.6860330317451,4118.095065909061,4567.107496279059,22852.67,0.02675304644831844,0.024359780849753886,0.2121581341605174,0.23891118060883584
2013T3,2013,3,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,-0.1828464960565907,4117.912219413005,4566.924649783003,23091.029999999,0.02675304644831844,-7.918507578769706e-06,0.21215021565293862,0.23890326210125706
2013T4,2013,4,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,265.33654758785457,4383.2487670008595,4832.261197370857,23309.56,0.02675304644831844,0.011383164143289472,0.22353337979622812,0.25028642624454656
2014T1,2014,1,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,-570.8187035127868,3812.430063488073,4261.4424938580705,23606.97,0.02675304644831844,-0.024180091875949637,0.19935328792027845,0.2261063343685969
2014T2,2014,2,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,115.52591423135043,3927.955977719423,4376.96840808942,24023.61,0.02675304644831844,0.004808849054382352,0.20416213697466082,0.23091518342297926
2014T3,2014,3,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,-17.126389676316272,3910.829588043107,4359.842018413105,24168.02,0.02675304644831844,-0.0007086385097461965,0.20345349846491462,0.23020654491323306
2014T4,2014,4,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,474.4375718264691,4385.267159869576,4834.279590239574,24627.1,0.02675304644831844,0.019264857487339925,0.22271835595225456,0.249471402400573
2015T1,2015,1,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,122.24809729570336,4507.51525716528,4956.527687535277,24622.78,0.02675304644831844,0.0049648373293228205,0.22768319328157738,0.2544362397298958
2015T2,2015,2,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,186.46703240105825,4693.982289566337,5142.994719936335,24982.96,0.02675304644831844,0.007463768600720581,0.23514696188229794,0.2619000083306164
2015T3,2015,3,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,140.762806543564,4834.745096109902,5283.7575264799,25346.89,0.02675304644831844,0.005553454745081705,0.24070041662737965,0.26745346307569806
2015T4,2015,4,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,490.1645483529245,5324.909644462826,5773.9220748328235,25629.09,0.02675304644831844,0.019125320030985278,0.25982573665836495,0.2865787831066834
2016T1,2016,1,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,249.48904180893254,5574.398686271758,6023.411116641756,25812.05,0.02675304644831844,0.009665603538228562,0.2694913401965935,0.29624438664491193
2016T2,2016,2,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,-26.197609393482743,5548.201076878276,5997.213507248273,26052.07,0.02675304644831844,-0.0010055864809776246,0.2684857537156159,0.29523880016393433
2016T3,2016,3,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,-258.1737617269423,5290.027315151334,5739.0397455213315,26224.3,0.02675304644831844,-0.009844829479793257,0.25864092423582263,0.2853939706841411
2016T4,2016,4,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,526.0803465205631,5816.1076616718965,6265.120092041894,26347.98,0.02675304644831844,0.01996662918829311,0.2786075534241157,0.30536059987243414
2017T1,2017,1,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,843.2234630428513,6659.3311247147485,7108.343555084746,26471.94,0.02675304644831844,0.031853481952696,0.31046103537681174,0.3372140818251302
2017T2,2017,2,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,15.910124321504968,6675.241249036253,7124.253679406251,26665.09,0.02675304644831844,0.0005966649398710062,0.31105770031668273,0.33781074676500117
2017T3,2017,3,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,506.5905826590761,7181.831831695329,7630.844262065327,26656.79,0.02675304644831844,0.01900418552492915,0.3300618858416119,0.35681493228993033
2017T4,2017,4,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,-993.5182840856427,6188.313547609687,6637.3259779796845,26798.14,0.02675304644831844,-0.037074150821125744,0.29298773502048614,0.3197407814688046
2018T1,2018,1,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,1382.2719815891815,7570.585529198868,8019.597959568866,26966.89,0.02675304644831844,0.05125811621544722,0.3442458512359334,0.3709988976842518
2018T2,2018,2,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,197.88519521873127,7768.470724417599,8217.483154787597,27158.77,0.02675304644831844,0.0072862355408117255,0.3515320867767451,0.3782851332250635
2018T3,2018,3,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,-966.6169568010055,6801.853767616593,7250.866197986591,27357.45,0.02675304644831844,-0.035332860219099566,0.31619922655764554,0.342952273005964
2018T4,2018,4,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,-112.40639460186264,6689.447373014731,7138.459803384729,27565.79,0.02675304644831844,-0.00407774979791483,0.3121214767597307,0.3388745232080491
2019T1,2019,1,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,560.2724878028824,7249.719860817613,7698.732291187611,27565.76,0.02675304644831844,0.020324942530257916,0.3324464192899886,0.359199465738307
2019T2,2019,2,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,470.5759519628253,7720.295812780439,8169.308243150436,27903.3,0.02675304644831844,0.016864526846746632,0.34931094613673525,0.3760639925850537
2019T3,2019,3,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,222.54499940246174,7942.840812182901,8391.853242552897,28048.53,0.02675304644831844,0.007934283878779449,0.35724523001551467,0.3839982764638331
2019T4,2019,4,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,1646.987372138044,9589.828184320944,10038.840614690942,28309.94,0.02675304644831844,0.05817699974419035,0.41542222975970505,0.4421752762080235
2020T1,2020,1,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,1482.1484913145368,11071.976675635482,11520.98910600548,28597.46,0.02675304644831844,0.05182797672641336,0.46725020648611837,0.4940032529344368
2020T2,2020,2,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,932.5720415331277,12004.548717168609,12453.561147538607,28696.42,0.02675304644831844,0.03249785309572162,0.49974805958184,0.5265011060301584
2020T3,2020,3,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,-197.29797465924773,11807.25074250936,12256.263172879359,28707.85,0.02675304644831844,-0.006872614098904924,0.4928754454829351,0.5196284919312535
2020T4,2020,4,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,-1130.2221594589564,10677.028583050405,11126.041013420403,29070.33,0.02675304644831844,-0.038878889901110734,0.45399655558182433,0.4807496020301428
2021T1,2021,1,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,-797.1238352640412,9879.904747786364,10328.917178156362,29394.77,0.02675304644831844,-0.027117879652198033,0.4268786759296263,0.45363172237794475
2021T2,2021,2,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,-570.3646973843876,9309.540050401976,9758.552480771974,29709.83,0.02675304644831844,-0.01919784453106556,0.40768083139856076,0.4344338778468792
2021T3,2021,3,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,718.1870558364684,10027.727106238444,10476.739536608442,30088.37,0.02675304644831844,0.023869257651260883,0.4315500890498216,0.45830313549814006
2021T4,2021,4,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,484.16671733002727,10511.893823568473,10960.90625393847,30991.74,0.02675304644831844,0.015622443829550301,0.4471725328793719,0.47392557932769036
2022T1,2022,1,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,-608.0768199846641,9903.817003583808,10352.829433953806,31727.74,0.02675304644831844,-0.019165462777514693,0.42800707010185723,0.4547601165501757
2022T2,2022,2,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,329.7757734765874,10233.592777060396,10682.605207430393,33086.83,0.02675304644831844,0.009966980018230438,0.4379740501200877,0.46472709656840616
2022T3,2022,3,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,333.66390606716357,10567.256683127558,11016.269113497556,34258.23,0.02675304644831844,0.009739671491118004,0.4477137216112057,0.47446676805952415
2022T4,2022,4,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,222.48684925067835,10789.743532378237,11238.755962748235,35110.98,0.02675304644831844,0.006336674432063085,0.4540503960432688,0.48080344249158724
2023T1,2023,1,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,2005.471734599081,12795.215266977319,13244.227697347316,35575.48,0.02675304644831844,0.056372302906357995,0.5104226989496268,0.5371757453979452
2023T2,2023,2,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,1651.231393840897,14446.446660818216,14895.459091188213,36089.48,0.02675304644831844,0.045753815068571145,0.5561765140181979,0.5829295604665163
2023T3,2023,3,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,3165.6564327663014,17612.103093584516,18061.11552395451,36197.53,0.02675304644831844,0.08745503996450314,0.6436315539827011,0.6703846004310196
2023T4,2023,4,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,1424.992405747068,19037.095499331583,19486.10792970158,36789.36,0.02675304644831844,0.03873381884727182,0.6823653728299729,0.7091184192782913
2024T1,2024,1,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,2046.4174460940076,21083.51294542559,21532.525375795587,37093.52,0.02675304644831844,0.05516913590551686,0.7375345087354898,0.7642875551838082
2024T2,2024,2,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,1279.5267632730925,22363.039708698685,22812.05213906868,37571.86,0.02675304644831844,0.034055454355283246,0.771589963090773,0.7983430095390914
2024T3,2024,3,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,-59.92915814644983,22303.110550552236,22752.12298092223,37910.42,0.02675304644831844,-0.001580809659889018,0.7700091534308839,0.7967621998792024
2024T4,2024,4,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,1590.225724416377,23893.336274968613,24342.34870533861,38416.69,0.02675304644831844,0.04139413688207852,0.8114032903129624,0.8381563367612809
2025T1,2025,1,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,-653.2473932445887,23240.088881724023,23689.10131209402,38894.11,0.02675304644831844,-0.01679553519143615,0.7946077551215264,0.8213608015698448
2025T2,2025,2,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,1517.4210833542975,24757.50996507832,25206.522395448315,39267.07,0.02675304644831844,0.03864360349153368,0.83325135861306,0.8600044050613784
2025T3,2025,3,S11,Empresas no financieras,Cuotas FMM,449.01243036999733,-2453.821194184977,22303.688770893343,22752.70120126334,39485.65,0.02675304644831844,-0.06214463214319574,0.7711067264698642,0.7978597729181827
2003T1,2003,1,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,122.97749577154858,0.0,254.45246213600035,16783.6,0.015160779697800256,0.007327241817699932,0.0,0.015160779697800256
2003T2,2003,2,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,20.3401427560819,20.3401427560819,274.79260489208224,16959.67,0.015160779697800256,0.0011993242059593083,0.0011993242059593083,0.016360103903759565
2003T3,2003,3,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,69.41758060210937,89.75772335819127,344.2101854941916,16946.03,0.015160779697800256,0.004096391933810419,0.005295716139769728,0.020456495837569984
2003T4,2003,4,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,10.952080780771507,100.70980413896278,355.16226627496314,16920.0,0.015160779697800256,0.0006472860981543443,0.005943002237924072,0.021103781935724326
2004T1,2004,1,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,78.02826321073421,178.738067349697,433.1905294856973,16820.82,0.015160779697800256,0.0046387906897959914,0.010581792927720064,0.02574257262552032
2004T2,2004,2,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,160.11504983067164,338.8531171803686,593.305579316369,17014.95,0.015160779697800256,0.009410256852395783,0.019992049780115845,0.0351528294779161
2004T3,2004,3,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,155.79035726746082,494.6434744478295,749.0959365838298,17190.78,0.015160779697800256,0.009062436798531586,0.029054486578647433,0.04421526627644769
2004T4,2004,4,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,-2.6330349838416134,492.01043946398784,746.4629015999882,17317.05,0.015160779697800256,-0.0001520487025123571,0.028902437876135077,0.04406321757393533
2005T1,2005,1,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,-43.91020781080062,448.1002316531872,702.5526937891875,17198.78,0.015160779697800256,-0.0025531001507549155,0.02634933772538016,0.041510117423180413
2005T2,2005,2,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,221.58100626398,669.6812379171672,924.1337000531676,17489.25,0.015160779697800256,0.012669554512856755,0.039018892238236916,0.05417967193603717
2005T3,2005,3,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,277.58194642297155,947.2631843401388,1201.7156464761392,17717.56,0.015160779697800256,0.01566705271058608,0.05468594494882299,0.06984672464662325
2005T4,2005,4,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,-350.64414826089177,596.619036079247,851.0714982152474,17974.81,0.015160779697800256,-0.019507530163650783,0.03517841478517221,0.050339194482972464
2006T1,2006,1,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,-2.302797023450108,594.3162390557969,848.7687011917973,17915.66,0.015160779697800256,-0.00012853542785753403,0.03504987935731468,0.05021065905511493
2006T2,2006,2,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,-115.13519497119263,479.18104408460425,733.6335062206047,18151.4,0.015160779697800256,-0.006343047642120863,0.028706831715193816,0.04386761141299407
2006T3,2006,3,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,275.492680926421,754.6737250110252,1009.1261871470256,18401.15,0.015160779697800256,0.014971492592931472,0.043678324308125294,0.05883910400592555
2006T4,2006,4,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,-36.87345361005135,717.8002714009739,972.2527335369742,18336.38,0.015160779697800256,-0.002010945105307119,0.04166737920281817,0.056828158900618424
2007T1,2007,1,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,330.5701261484848,1048.3703975494586,1302.822859685459,18372.97,0.015160779697800256,0.017992198656422168,0.05965957785924034,0.0748203575570406
2007T2,2007,2,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,251.76695636825266,1300.1373539177114,1554.5898160537117,18624.17,0.015160779697800256,0.013518291358393565,0.0731778692176339,0.08833864891543416
2007T3,2007,3,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,257.6408025989113,1557.7781565166226,1812.230618652623,19178.94,0.015160779697800256,0.01343352670162748,0.08661139591926138,0.10177217561706164
2007T4,2007,4,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,266.21986441846144,1823.998020935084,2078.4504830710844,19622.66,0.015160779697800256,0.013566961075535195,0.10017835699479657,0.11533913669259684
2008T1,2008,1,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,167.66997201179365,1991.6679929468778,2246.120455082878,19822.53,0.015160779697800256,0.008458555593649936,0.10863691258844652,0.12379769228624678
2008T2,2008,2,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,-339.0350491997006,1652.6329437471773,1907.0854058831776,20252.71,0.015160779697800256,-0.016740231267800734,0.09189668132064578,0.10705746101844604
2008T3,2008,3,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,716.398496913599,2369.0314406607763,2623.4839027967764,20988.34,0.015160779697800256,0.03413316617291311,0.1260298474935589,0.14119062719135914
2008T4,2008,4,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,-350.71657178028335,2018.314868880493,2272.7673310164932,21452.57,0.015160779697800256,-0.016348464159785206,0.10968138333377368,0.12484216303157394
2009T1,2009,1,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,-51.65572298341429,1966.6591458970786,2221.111608033079,20959.77,0.015160779697800256,-0.0024645176442019304,0.10721686568957176,0.12237764538737202
2009T2,2009,2,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,39.13586793655035,2005.795013833629,2260.2474759696292,20933.02,0.015160779697800256,0.001869575815460471,0.10908644150503222,0.12424722120283248
2009T3,2009,3,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,285.2313367212472,2291.026350554876,2545.478812690876,20834.45,0.015160779697800256,0.013690370358768635,0.12277681186380086,0.13793759156160113
2009T4,2009,4,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,1072.8154035535701,3363.8417541084464,3618.294216244447,20942.88,0.015160779697800256,0.051225781915074244,0.17400259377887511,0.18916337347667536
2010T1,2010,1,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,350.15275626631365,3713.99451037476,3968.44697251076,20998.52,0.015160779697800256,0.016675115973235906,0.190677709752111,0.20583848944991126
2010T2,2010,2,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,314.49005746699504,4028.484567841755,4282.937029977756,21202.16,0.015160779697800256,0.0148329253937804,0.2055106351458914,0.22067141484369165
2010T3,2010,3,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,358.28287359914424,4386.767441440899,4641.2199035769,21339.99,0.015160779697800256,0.016789270922767264,0.22229990606865868,0.23746068576645893
2010T4,2010,4,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,-22.60388841351869,4364.163553027381,4618.616015163381,21455.55,0.015160779697800256,-0.001053521742090913,0.22124638432656776,0.236407164024368
2011T1,2011,1,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,122.38435604354511,4486.547909070926,4741.0003712069265,21578.26,0.015160779697800256,0.005671650820944094,0.22691803514751185,0.2420788148453121
2011T2,2011,2,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,73.74608823856234,4560.293997309488,4814.746459445489,21889.89,0.015160779697800256,0.0033689565474546625,0.23028699169496653,0.24544777139276677
2011T3,2011,3,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,-261.43136644535275,4298.862630864135,4553.315093000136,22012.69,0.015160779697800256,-0.011876393409681087,0.21841059828528542,0.23357137798308567
2011T4,2011,4,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,-244.50922410611508,4054.3534067580204,4308.805868894021,22294.03,0.015160779697800256,-0.010967475333356737,0.20744312295192868,0.22260390264972893
2012T1,2012,1,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,140.07166656157827,4194.425073319599,4448.877535455599,22533.51,0.015160779697800256,0.006216149484105152,0.21365927243603383,0.22882005213383408
2012T2,2012,2,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,-25.767913194640037,4168.657160124959,4423.109622260959,22627.36,0.015160779697800256,-0.001138794503408265,0.21252047793262557,0.22768125763042582
2012T3,2012,3,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,-298.7322659564712,3869.9248941684873,4124.377356304488,22591.05,0.015160779697800256,-0.013223478588045763,0.1992969993445798,0.21445777904238006
2012T4,2012,4,S11,Empresas no financieras,Cuotas FNM,254.45246213600035,-11.324084318085037,3858.600809850402,4113.053271986402,22840.75,0.015160779697800256,-0.0004957842591896079,0.1988012150853902,0.21396199478319045
