periodo,año,trimestre,acreedor_codigo,acreedor_nombre,acreedor_clasif,deudor_codigo,deudor_nombre,deudor_clasif,exp_ij,pasivo_red_j,D_fondeo
2016T1,2016,1,S125_S126,Otros intermediarios,NBFI,S122,Bancos y cooperativas,Bancario,6500.869470788622,151882.47057381642,0.042801973435302614
2016T1,2016,1,S13,Gobierno general,Gobierno,S122,Bancos y cooperativas,Bancario,6089.189492185999,151882.47057381642,0.040091456697937976
2016T1,2016,1,S121,Banco Central,Banco Central,S122,Bancos y cooperativas,Bancario,9.999999543651939e-06,151882.47057381642,6.584037977438508e-11
2016T1,2016,1,S14_S15,Hogares,Hogares,S123,FMM,NBFI,6914.260135074001,15282.905117383003,0.4524179193659731
2016T1,2016,1,S11,Empresas no financieras,Empresas NF,S123,FMM,NBFI,5159.127020621043,15282.905117383003,0.3375750213061897
2016T1,2016,1,S125_S126,Otros intermediarios,NBFI,S123,FMM,NBFI,1760.28025335096,15282.905117383003,0.11517968866722801
2016T1,2016,1,S2,Resto del mundo,Resto del mundo,S123,FMM,NBFI,687.7307302859999,15282.905117383003,0.04500000000024634
2016T1,2016,1,S122,Bancos y cooperativas,Bancario,S123,FMM,NBFI,328.7546499999998,15282.905117383003,0.021511266835391746
2016T1,2016,1,S13,Gobierno general,Gobierno,S123,FMM,NBFI,320.6375880509998,15282.905117383003,0.020980146483164503
2016T1,2016,1,S128,Compañías de seguros,NBFI,S123,FMM,NBFI,85.19625000000002,15282.905117383003,0.005574610935920589
2016T1,2016,1,S124,FNM,NBFI,S123,FMM,NBFI,26.918490000000002,15282.905117383003,0.0017613464058860453
2016T1,2016,1,S14_S15,Hogares,Hogares,S124,FNM,NBFI,7295.305927375002,23015.768157717004,0.3169699085159121
2016T1,2016,1,S11,Empresas no financieras,Empresas NF,S124,FNM,NBFI,6051.145688039824,23015.768157717004,0.26291304494266565
2016T1,2016,1,S129,Fondos de pensiones,NBFI,S124,FNM,NBFI,4273.256160058,23015.768157717004,0.1856664583504336
2016T1,2016,1,S128,Compañías de seguros,NBFI,S124,FNM,NBFI,2434.132773000201,23015.768157717004,0.10575935403590062
2016T1,2016,1,S125_S126,Otros intermediarios,NBFI,S124,FNM,NBFI,1252.1505291999779,23015.768157717004,0.05440402947316541
2016T1,2016,1,S2,Resto del mundo,Resto del mundo,S124,FNM,NBFI,812.256269244,23015.768157717004,0.035291295240635144
2016T1,2016,1,S122,Bancos y cooperativas,Bancario,S124,FNM,NBFI,573.7151000000001,23015.768157717004,0.02492704549631284
2016T1,2016,1,S124,FNM,NBFI,S124,FNM,NBFI,323.8057108,23015.768157717004,0.014068863944974632
2016T1,2016,1,S2,Resto del mundo,Resto del mundo,S125_S126,Otros intermediarios,NBFI,7366.120206192002,17133.99492411613,0.4299125941623908
2016T1,2016,1,S122,Bancos y cooperativas,Bancario,S125_S126,Otros intermediarios,NBFI,5474.699725101518,17133.99492411613,0.31952266528314816
2016T1,2016,1,S128,Compañías de seguros,NBFI,S125_S126,Otros intermediarios,NBFI,1781.3852670836293,17133.99492411613,0.10396788810625397
2016T1,2016,1,S129,Fondos de pensiones,NBFI,S125_S126,Otros intermediarios,NBFI,702.830124630934,17133.99492411613,0.04101962955771041
2016T1,2016,1,S11,Empresas no financieras,Empresas NF,S125_S126,Otros intermediarios,NBFI,632.4154160894798,17133.99492411613,0.036909980357199355
2016T1,2016,1,S124,FNM,NBFI,S125_S126,Otros intermediarios,NBFI,569.9146990930866,17133.99492411613,0.03326221944252654
2016T1,2016,1,S121,Banco Central,Banco Central,S125_S126,Otros intermediarios,NBFI,474.52182999999997,17133.99492411613,0.027694757241471434
2016T1,2016,1,S125_S126,Otros intermediarios,NBFI,S125_S126,Otros intermediarios,NBFI,87.56573353509695,17133.99492411613,0.005110643135060581
2016T1,2016,1,S123,FMM,NBFI,S125_S126,Otros intermediarios,NBFI,37.50374674000001,17133.99492411613,0.00218885011382917
2016T1,2016,1,S14_S15,Hogares,Hogares,S125_S126,Otros intermediarios,NBFI,7.028772896383764,17133.99492411613,0.0004102238227286243
2016T1,2016,1,S13,Gobierno general,Gobierno,S125_S126,Otros intermediarios,NBFI,0.009402753999999978,17133.99492411613,5.487776809578474e-07
2016T1,2016,1,S122,Bancos y cooperativas,Bancario,S128,Compañías de seguros,NBFI,411.19031038509996,479.42229233909995,0.8576787457648322
2016T1,2016,1,S2,Resto del mundo,Resto del mundo,S128,Compañías de seguros,NBFI,68.23198195400002,479.42229233909995,0.14232125423516787
2016T1,2016,1,S129,Fondos de pensiones,NBFI,S13,Gobierno general,Gobierno,19966.221719999994,33623.555377528064,0.5938164925100158
2016T1,2016,1,S2,Resto del mundo,Resto del mundo,S13,Gobierno general,Gobierno,7722.410028829001,33623.555377528064,0.2296726191540764
2016T1,2016,1,S122,Bancos y cooperativas,Bancario,S13,Gobierno general,Gobierno,2078.3876166389623,33623.555377528064,0.0618134398133289
2016T1,2016,1,S11,Empresas no financieras,Empresas NF,S13,Gobierno general,Gobierno,1177.1164750606715,33623.555377528064,0.035008685483849354
2016T1,2016,1,S128,Compañías de seguros,NBFI,S13,Gobierno general,Gobierno,1119.3522934583098,33623.555377528064,0.03329071779858286
2016T1,2016,1,S124,FNM,NBFI,S13,Gobierno general,Gobierno,1004.308219444,33623.555377528064,0.029869185699357016
2016T1,2016,1,S121,Banco Central,Banco Central,S13,Gobierno general,Gobierno,293.84393,33623.555377528064,0.008739228398088663
2016T1,2016,1,S123,FMM,NBFI,S13,Gobierno general,Gobierno,137.88751245299994,33623.555377528064,0.004100920051576567
2016T1,2016,1,S125_S126,Otros intermediarios,NBFI,S13,Gobierno general,Gobierno,87.13590463212529,33623.555377528064,0.0025915137067973964
2016T1,2016,1,S13,Gobierno general,Gobierno,S13,Gobierno general,Gobierno,36.891677012,33623.555377528064,0.0010971973843270648
2016T1,2016,1,S122,Bancos y cooperativas,Bancario,S14_S15,Hogares,Hogares,57461.540110906826,66976.72924526778,0.8579329083163127
2016T1,2016,1,S125_S126,Otros intermediarios,NBFI,S14_S15,Hogares,Hogares,3566.472621,66976.72924526778,0.053249429483778324
2016T1,2016,1,S128,Compañías de seguros,NBFI,S14_S15,Hogares,Hogares,3246.4283539996304,66976.72924526778,0.04847098970914597
2016T1,2016,1,S13,Gobierno general,Gobierno,S14_S15,Hogares,Hogares,2618.106319361329,66976.72924526778,0.0390897905714963
2016T1,2016,1,S124,FNM,NBFI,S14_S15,Hogares,Hogares,84.18184000000001,66976.72924526778,0.0012568819192667257
2016T1,2016,1,S129,Fondos de pensiones,NBFI,S2,Resto del mundo,Resto del mundo,37377.395279445,128185.1715548489,0.2915890724806002
2016T1,2016,1,S11,Empresas no financieras,Empresas NF,S2,Resto del mundo,Resto del mundo,26282.235748816394,128185.1715548489,0.20503335471662212
2016T1,2016,1,S121,Banco Central,Banco Central,S2,Resto del mundo,Resto del mundo,26180.448193135002,128185.1715548489,0.20423928817642298
2016T1,2016,1,S13,Gobierno general,Gobierno,S2,Resto del mundo,Resto del mundo,19920.17038206,128185.1715548489,0.15540151907146607
2016T1,2016,1,S122,Bancos y cooperativas,Bancario,S2,Resto del mundo,Resto del mundo,6162.469739996,128185.1715548489,0.048074747377150034
2016T1,2016,1,S124,FNM,NBFI,S2,Resto del mundo,Resto del mundo,5385.574457285999,128185.1715548489,0.042014020747958174
2016T1,2016,1,S128,Compañías de seguros,NBFI,S2,Resto del mundo,Resto del mundo,3853.8779215239,128185.1715548489,0.030064927750827027
2016T1,2016,1,S14_S15,Hogares,Hogares,S2,Resto del mundo,Resto del mundo,2036.2528132605996,128185.1715548489,0.01588524467035808
2016T1,2016,1,S125_S126,Otros intermediarios,NBFI,S2,Resto del mundo,Resto del mundo,926.475745635,128185.1715548489,0.007227635883286017
2016T1,2016,1,S123,FMM,NBFI,S2,Resto del mundo,Resto del mundo,60.27127369100005,128185.1715548489,0.00047018912530932404
2016T2,2016,2,S2,Resto del mundo,Resto del mundo,S11,Empresas no financieras,Empresas NF,71708.55755702734,164637.65878789788,0.4355537978671649
2016T2,2016,2,S122,Bancos y cooperativas,Bancario,S11,Empresas no financieras,Empresas NF,68661.2536367786,164637.65878789788,0.4170446430195819
2016T2,2016,2,S128,Compañías de seguros,NBFI,S11,Empresas no financieras,Empresas NF,13387.001721404675,164637.65878789788,0.08131190530746736
2016T2,2016,2,S129,Fondos de pensiones,NBFI,S11,Empresas no financieras,Empresas NF,6943.486513807916,164637.65878789788,0.042174351633323365
2016T2,2016,2,S11,Empresas no financieras,Empresas NF,S11,Empresas no financieras,Empresas NF,1461.2715318922683,164637.65878789788,0.008875682165614487
2016T2,2016,2,S124,FNM,NBFI,S11,Empresas no financieras,Empresas NF,953.8814843066614,164637.65878789788,0.005793823183160929
2016T2,2016,2,S13,Gobierno general,Gobierno,S11,Empresas no financieras,Empresas NF,777.8630157229998,164637.65878789788,0.004724696776240714
2016T2,2016,2,S125_S126,Otros intermediarios,NBFI,S11,Empresas no financieras,Empresas NF,675.4799102404425,164637.65878789788,0.004102827477100247
2016T2,2016,2,S123,FMM,NBFI,S11,Empresas no financieras,Empresas NF,68.863416717,164637.65878789788,0.0004182725703462323
2016T2,2016,2,S122,Bancos y cooperativas,Bancario,S121,Banco Central,Banco Central,10672.881409849353,23240.69156131486,0.45923252247858354
2016T2,2016,2,S129,Fondos de pensiones,NBFI,S121,Banco Central,Banco Central,6840.327560000001,23240.69156131486,0.2943254740055164
2016T2,2016,2,S13,Gobierno general,Gobierno,S121,Banco Central,Banco Central,1699.8887646780013,23240.69156131486,0.07314277891401218
2016T2,2016,2,S2,Resto del mundo,Resto del mundo,S121,Banco Central,Banco Central,1356.3390624929998,23240.69156131486,0.058360529372141624
2016T2,2016,2,S124,FNM,NBFI,S121,Banco Central,Banco Central,1332.8872039613798,23240.69156131486,0.05735144328407286
2016T2,2016,2,S123,FMM,NBFI,S121,Banco Central,Banco Central,622.2773299999999,23240.69156131486,0.02677533619678545
2016T2,2016,2,S11,Empresas no financieras,Empresas NF,S121,Banco Central,Banco Central,400.4705516126336,23240.69156131486,0.017231438684003456
2016T2,2016,2,S128,Compañías de seguros,NBFI,S121,Banco Central,Banco Central,250.26599435877299,23240.69156131486,0.010768440074104834
2016T2,2016,2,S125_S126,Otros intermediarios,NBFI,S121,Banco Central,Banco Central,65.35368436171927,23240.69156131486,0.0028120369907797117
2016T2,2016,2,S11,Empresas no financieras,Empresas NF,S122,Bancos y cooperativas,Bancario,32330.93562496506,154527.2023927825,0.20922488160230318
2016T2,2016,2,S14_S15,Hogares,Hogares,S122,Bancos y cooperativas,Bancario,30947.934021817942,154527.2023927825,0.2002749906981001
2016T2,2016,2,S129,Fondos de pensiones,NBFI,S122,Bancos y cooperativas,Bancario,23384.988564107,154527.2023927825,0.15133250458172562
2016T2,2016,2,S2,Resto del mundo,Resto del mundo,S122,Bancos y cooperativas,Bancario,17032.818009781004,154527.2023927825,0.11022536968272038
2016T2,2016,2,S123,FMM,NBFI,S122,Bancos y cooperativas,Bancario,14222.332033871999,154527.2023927825,0.09203772419124752
2016T2,2016,2,S124,FNM,NBFI,S122,Bancos y cooperativas,Bancario,8841.938687159625,154527.2023927825,0.05721930216975575
2016T2,2016,2,S122,Bancos y cooperativas,Bancario,S122,Bancos y cooperativas,Bancario,7871.821757702629,154527.2023927825,0.05094133353746847
2016T2,2016,2,S128,Compañías de seguros,NBFI,S122,Bancos y cooperativas,Bancario,7221.090746361981,154527.2023927825,0.04673022376996878
2016T2,2016,2,S13,Gobierno general,Gobierno,S122,Bancos y cooperativas,Bancario,6763.725457651999,154527.2023927825,0.0437704517581295
2016T2,2016,2,S125_S126,Otros intermediarios,NBFI,S122,Bancos y cooperativas,Bancario,5884.492849363271,154527.2023927825,0.038080627606302396
2016T2,2016,2,S121,Banco Central,Banco Central,S122,Bancos y cooperativas,Bancario,25.124639999999548,154527.2023927825,0.00016259040227840847
2016T2,2016,2,S14_S15,Hogares,Hogares,S123,FMM,NBFI,6815.581565638,15064.791366332003,0.45241791936594655
2016T2,2016,2,S11,Empresas no financieras,Empresas NF,S123,FMM,NBFI,5089.417625867242,15064.791366332003,0.33783525454202296
2016T2,2016,2,S125_S126,Otros intermediarios,NBFI,S123,FMM,NBFI,1567.90289910376,15064.791366332003,0.10407730588342794
2016T2,2016,2,S2,Resto del mundo,Resto del mundo,S123,FMM,NBFI,677.915611488,15064.791366332003,0.045000000000203114
2016T2,2016,2,S13,Gobierno general,Gobierno,S123,FMM,NBFI,645.9688042349999,15064.791366332003,0.04287937273918459
2016T2,2016,2,S122,Bancos y cooperativas,Bancario,S123,FMM,NBFI,166.7347699999998,15064.791366332003,0.011067844615002898
2016T2,2016,2,S128,Compañías de seguros,NBFI,S123,FMM,NBFI,72.60792,15064.791366332003,0.004819709628522966
2016T2,2016,2,S124,FNM,NBFI,S123,FMM,NBFI,28.66217,15064.791366332003,0.0019025932256889067
2016T2,2016,2,S14_S15,Hogares,Hogares,S124,FNM,NBFI,7727.219933811,24581.719306936997,0.31434822915866456
2016T2,2016,2,S11,Empresas no financieras,Empresas NF,S124,FNM,NBFI,6633.775118938817,24581.719306936997,0.26986619756359986
2016T2,2016,2,S129,Fondos de pensiones,NBFI,S124,FNM,NBFI,4599.396870058,24581.719306936997,0.1871063944969888
2016T2,2016,2,S128,Compañías de seguros,NBFI,S124,FNM,NBFI,2631.1358630002005,24581.719306936997,0.10703628294452497
2016T2,2016,2,S125_S126,Otros intermediarios,NBFI,S124,FNM,NBFI,1213.1056797999781,24581.719306936997,0.04934991180448627
2016T2,2016,2,S2,Resto del mundo,Resto del mundo,S124,FNM,NBFI,830.360785759,24581.719306936997,0.03377960570580069
2016T2,2016,2,S122,Bancos y cooperativas,Bancario,S124,FNM,NBFI,599.3401100000001,24581.719306936997,0.02438153745539131
2016T2,2016,2,S124,FNM,NBFI,S124,FNM,NBFI,347.38494556999996,24581.719306936997,0.014131840870543479
2016T2,2016,2,S2,Resto del mundo,Resto del mundo,S125_S126,Otros intermediarios,NBFI,7332.649063465677,17054.870526507882,0.42994457519151236
2016T2,2016,2,S122,Bancos y cooperativas,Bancario,S125_S126,Otros intermediarios,NBFI,5537.743781482188,17054.870526507882,0.32470160197786524
2016T2,2016,2,S128,Compañías de seguros,NBFI,S125_S126,Otros intermediarios,NBFI,1853.7744298985067,17054.870526507882,0.10869472313010174
2016T2,2016,2,S129,Fondos de pensiones,NBFI,S125_S126,Otros intermediarios,NBFI,666.674390993084,17054.870526507882,0.03908997080669077
2016T2,2016,2,S124,FNM,NBFI,S125_S126,Otros intermediarios,NBFI,615.7859057103368,17054.870526507882,0.036106161272420036
2016T2,2016,2,S11,Empresas no financieras,Empresas NF,S125_S126,Otros intermediarios,NBFI,540.8734632791095,17054.870526507882,0.03171372438380261
2016T2,2016,2,S121,Banco Central,Banco Central,S125_S126,Otros intermediarios,NBFI,342.36319,17054.870526507882,0.02007421806385894
2016T2,2016,2,S125_S126,Otros intermediarios,NBFI,S125_S126,Otros intermediarios,NBFI,94.25027529261027,17054.870526507882,0.005526296734186275
2016T2,2016,2,S123,FMM,NBFI,S125_S126,Otros intermediarios,NBFI,58.755079444,17054.870526507882,0.003445061594145714
2016T2,2016,2,S14_S15,Hogares,Hogares,S125_S126,Otros intermediarios,NBFI,11.992331524369952,17054.870526507882,0.000703161686612081
2016T2,2016,2,S13,Gobierno general,Gobierno,S125_S126,Otros intermediarios,NBFI,0.008615417999999996,17054.870526507882,5.051588041439133e-07
2016T2,2016,2,S122,Bancos y cooperativas,Bancario,S128,Compañías de seguros,NBFI,370.74318364909993,437.88901233909996,0.8466601654804654
2016T2,2016,2,S2,Resto del mundo,Resto del mundo,S128,Compañías de seguros,NBFI,67.14582869000002,437.88901233909996,0.15333983451953456
2016T2,2016,2,S129,Fondos de pensiones,NBFI,S13,Gobierno general,Gobierno,21898.207739999998,36325.24582056647,0.6028371521054309
2016T2,2016,2,S2,Resto del mundo,Resto del mundo,S13,Gobierno general,Gobierno,7872.017097732,36325.24582056647,0.2167092588063108
2016T2,2016,2,S122,Bancos y cooperativas,Bancario,S13,Gobierno general,Gobierno,2514.1530281369733,36325.24582056647,0.06921227844006828
2016T2,2016,2,S11,Empresas no financieras,Empresas NF,S13,Gobierno general,Gobierno,1263.7969249513446,36325.24582056647,0.034791145838187654
2016T2,2016,2,S124,FNM,NBFI,S13,Gobierno general,Gobierno,1198.3947361269998,36325.24582056647,0.03299068482692821
2016T2,2016,2,S128,Compañías de seguros,NBFI,S13,Gobierno general,Gobierno,1074.6137423053096,36325.24582056647,0.02958310998399051
2016T2,2016,2,S121,Banco Central,Banco Central,S13,Gobierno general,Gobierno,296.57631,36325.24582056647,0.008164468079995364
2016T2,2016,2,S123,FMM,NBFI,S13,Gobierno general,Gobierno,118.46664700199993,36325.24582056647,0.003261275851708813
2016T2,2016,2,S125_S126,Otros intermediarios,NBFI,S13,Gobierno general,Gobierno,51.68679647484986,36325.24582056647,0.0014228891039076202
2016T2,2016,2,S13,Gobierno general,Gobierno,S13,Gobierno general,Gobierno,37.33279783700001,36325.24582056647,0.001027736963471919
2016T2,2016,2,S122,Bancos y cooperativas,Bancario,S14_S15,Hogares,Hogares,59007.11759090682,68522.36067226778,0.8611366714747183
2016T2,2016,2,S125_S126,Otros intermediarios,NBFI,S14_S15,Hogares,Hogares,3532.060877,68522.36067226778,0.05154610615202415
2016T2,2016,2,S128,Compañías de seguros,NBFI,S14_S15,Hogares,Hogares,3332.797303999631,68522.36067226778,0.04863809815222075
2016T2,2016,2,S13,Gobierno general,Gobierno,S14_S15,Hogares,Hogares,2560.565890361329,68522.36067226778,0.03736832568580253
2016T2,2016,2,S124,FNM,NBFI,S14_S15,Hogares,Hogares,89.81900999999999,68522.36067226778,0.0013107985352342267
2016T2,2016,2,S129,Fondos de pensiones,NBFI,S2,Resto del mundo,Resto del mundo,37861.862681092,129318.32151950689,0.29278034416322646
2016T2,2016,2,S11,Empresas no financieras,Empresas NF,S2,Resto del mundo,Resto del mundo,26105.2472792497,129318.32151950689,0.2018681264379996
2016T2,2016,2,S121,Banco Central,Banco Central,S2,Resto del mundo,Resto del mundo,25749.163840641,129318.32151950689,0.1991145843689047
2016T2,2016,2,S13,Gobierno general,Gobierno,S2,Resto del mundo,Resto del mundo,19867.263305898,129318.32151950689,0.15363069263856122
2016T2,2016,2,S122,Bancos y cooperativas,Bancario,S2,Resto del mundo,Resto del mundo,7450.685116454,129318.32151950689,0.05761507749951819
2016T2,2016,2,S124,FNM,NBFI,S2,Resto del mundo,Resto del mundo,5560.064865561,129318.32151950689,0.04299518274154446
2016T2,2016,2,S128,Compañías de seguros,NBFI,S2,Resto del mundo,Resto del mundo,3774.3026419588996,129318.32151950689,0.02918614004272835
2016T2,2016,2,S14_S15,Hogares,Hogares,S2,Resto del mundo,Resto del mundo,2050.0967196502997,129318.32151950689,0.015853103377475055
2016T2,2016,2,S125_S126,Otros intermediarios,NBFI,S2,Resto del mundo,Resto del mundo,856.5414652419998,129318.32151950689,0.006623512083806282
2016T2,2016,2,S123,FMM,NBFI,S2,Resto del mundo,Resto del mundo,43.09360376000006,129318.32151950689,0.00033323664623577447
2016T3,2016,3,S2,Resto del mundo,Resto del mundo,S11,Empresas no financieras,Empresas NF,72069.97041924839,166949.23968158936,0.431687922369113
2016T3,2016,3,S122,Bancos y cooperativas,Bancario,S11,Empresas no financieras,Empresas NF,69197.35063657144,166949.23968158936,0.414481376306635
2016T3,2016,3,S128,Compañías de seguros,NBFI,S11,Empresas no financieras,Empresas NF,14171.933014192047,166949.23968158936,0.08488767628544572
2016T3,2016,3,S129,Fondos de pensiones,NBFI,S11,Empresas no financieras,Empresas NF,7275.556389440931,166949.23968158936,0.043579452073678755
2016T3,2016,3,S11,Empresas no financieras,Empresas NF,S11,Empresas no financieras,Empresas NF,1366.7904668214853,166949.23968158936,0.008186862482442384
2016T3,2016,3,S124,FNM,NBFI,S11,Empresas no financieras,Empresas NF,1320.3965000539388,166949.23968158936,0.007908969831622108
2016T3,2016,3,S13,Gobierno general,Gobierno,S11,Empresas no financieras,Empresas NF,787.6276075449999,166949.23968158936,0.00471776696346259
2016T3,2016,3,S125_S126,Otros intermediarios,NBFI,S11,Empresas no financieras,Empresas NF,683.6194492751342,166949.23968158936,0.004094774259403361
2016T3,2016,3,S123,FMM,NBFI,S11,Empresas no financieras,Empresas NF,75.995198441,166949.23968158936,0.00045519942819709957
2016T3,2016,3,S122,Bancos y cooperativas,Bancario,S121,Banco Central,Banco Central,10266.276880357273,23056.49548641426,0.44526614577686113
2016T3,2016,3,S129,Fondos de pensiones,NBFI,S121,Banco Central,Banco Central,6780.14899,23056.49548641426,0.29406676283458233
2016T3,2016,3,S13,Gobierno general,Gobierno,S121,Banco Central,Banco Central,2007.490107506001,23056.49548641426,0.08706831047627722
2016T3,2016,3,S124,FNM,NBFI,S121,Banco Central,Banco Central,1370.9535112314566,23056.49548641426,0.059460619765014724
2016T3,2016,3,S2,Resto del mundo,Resto del mundo,S121,Banco Central,Banco Central,1242.8089612759998,23056.49548641426,0.05390276948239201
2016T3,2016,3,S123,FMM,NBFI,S121,Banco Central,Banco Central,708.5946642189999,23056.49548641426,0.030732973475371836
2016T3,2016,3,S11,Empresas no financieras,Empresas NF,S121,Banco Central,Banco Central,366.27396377562025,23056.49548641426,0.015885933922240802
2016T3,2016,3,S128,Compañías de seguros,NBFI,S121,Banco Central,Banco Central,243.33829553077294,23056.49548641426,0.010554001828862365
2016T3,2016,3,S125_S126,Otros intermediarios,NBFI,S121,Banco Central,Banco Central,70.61011251813785,23056.49548641426,0.003062482438397628
2016T3,2016,3,S11,Empresas no financieras,Empresas NF,S122,Bancos y cooperativas,Bancario,31949.469679717502,155331.49026766085,0.20568572170822214
2016T3,2016,3,S14_S15,Hogares,Hogares,S122,Bancos y cooperativas,Bancario,30524.544211817945,155331.49026766085,0.19651227294104565
2016T3,2016,3,S129,Fondos de pensiones,NBFI,S122,Bancos y cooperativas,Bancario,25465.959571288997,155331.49026766085,0.163945890993559
2016T3,2016,3,S2,Resto del mundo,Resto del mundo,S122,Bancos y cooperativas,Bancario,16066.358314385001,155331.49026766085,0.10343271854728305
2016T3,2016,3,S123,FMM,NBFI,S122,Bancos y cooperativas,Bancario,13943.708515580998,155331.49026766085,0.08976742894537207
2016T3,2016,3,S124,FNM,NBFI,S122,Bancos y cooperativas,Bancario,9921.624530676914,155331.49026766085,0.06387387717442469
2016T3,2016,3,S128,Compañías de seguros,NBFI,S122,Bancos y cooperativas,Bancario,7513.122503808981,155331.49026766085,0.04836831534199972
2016T3,2016,3,S122,Bancos y cooperativas,Bancario,S122,Bancos y cooperativas,Bancario,7491.967062288547,155331.49026766085,0.04823211989647879
2016T3,2016,3,S13,Gobierno general,Gobierno,S122,Bancos y cooperativas,Bancario,6600.477340545001,155331.49026766085,0.04249284758146162
2016T3,2016,3,S125_S126,Otros intermediarios,NBFI,S122,Bancos y cooperativas,Bancario,5784.258517550949,155331.49026766085,0.037238157617516914
2016T3,2016,3,S121,Banco Central,Banco Central,S122,Bancos y cooperativas,Bancario,70.00001999999955,155331.49026766085,0.0004506492526362709
2016T3,2016,3,S14_S15,Hogares,Hogares,S123,FMM,NBFI,6737.505418187,14892.216090003,0.4524179193659312
2016T3,2016,3,S11,Empresas no financieras,Empresas NF,S123,FMM,NBFI,4802.5036685223395,14892.216090003,0.32248415141828446
2016T3,2016,3,S125_S126,Otros intermediarios,NBFI,S123,FMM,NBFI,1705.7383634836601,14892.216090003,0.11453892108298816
2016T3,2016,3,S13,Gobierno general,Gobierno,S123,FMM,NBFI,710.640705756,14892.216090003,0.04771893595024089
2016T3,2016,3,S2,Resto del mundo,Resto del mundo,S123,FMM,NBFI,670.149724054,14892.216090003,0.045000000000259534
2016T3,2016,3,S122,Bancos y cooperativas,Bancario,S123,FMM,NBFI,174.31448999999975,14892.216090003,0.011705073908846607
2016T3,2016,3,S128,Compañías de seguros,NBFI,S123,FMM,NBFI,56.21590999999999,14892.216090003,0.0037748518863983706
2016T3,2016,3,S124,FNM,NBFI,S123,FMM,NBFI,35.14781,14892.216090003,0.002360146387050775
2016T3,2016,3,S14_S15,Hogares,Hogares,S124,FNM,NBFI,8639.123703021001,28227.956172125996,0.30604850207156686
2016T3,2016,3,S11,Empresas no financieras,Empresas NF,S124,FNM,NBFI,8126.083096334816,28227.956172125996,0.28787359052084
2016T3,2016,3,S129,Fondos de pensiones,NBFI,S124,FNM,NBFI,5580.318390058,28227.956172125996,0.19768765248290793
2016T3,2016,3,S128,Compañías de seguros,NBFI,S124,FNM,NBFI,2687.3539630002,28227.956172125996,0.09520186111291533
2016T3,2016,3,S125_S126,Otros intermediarios,NBFI,S124,FNM,NBFI,1281.3971760999782,28227.956172125996,0.04539461405871488
2016T3,2016,3,S2,Resto del mundo,Resto del mundo,S124,FNM,NBFI,930.084707292,28227.956172125996,0.03294906303597078
2016T3,2016,3,S122,Bancos y cooperativas,Bancario,S124,FNM,NBFI,571.86598,28227.956172125996,0.02025885177491863
2016T3,2016,3,S124,FNM,NBFI,S124,FNM,NBFI,411.72915631999996,28227.956172125996,0.014585864942165612
2016T3,2016,3,S2,Resto del mundo,Resto del mundo,S125_S126,Otros intermediarios,NBFI,7271.088831053627,17114.15156685875,0.4248582702243891
2016T3,2016,3,S122,Bancos y cooperativas,Bancario,S125_S126,Otros intermediarios,NBFI,5410.547974923171,17114.15156685875,0.31614468025400694
2016T3,2016,3,S128,Compañías de seguros,NBFI,S125_S126,Otros intermediarios,NBFI,1961.1271286101362,17114.15156685875,0.11459096414734482
2016T3,2016,3,S124,FNM,NBFI,S125_S126,Otros intermediarios,NBFI,723.9955926686905,17114.15156685875,0.04230391380141187
2016T3,2016,3,S129,Fondos de pensiones,NBFI,S125_S126,Otros intermediarios,NBFI,679.4722917600704,17114.15156685875,0.03970236497588677
2016T3,2016,3,S11,Empresas no financieras,Empresas NF,S125_S126,Otros intermediarios,NBFI,530.26311561345,17114.15156685875,0.030983897363647005
2016T3,2016,3,S121,Banco Central,Banco Central,S125_S126,Otros intermediarios,NBFI,348.98840999999993,17114.15156685875,0.02039180315989545
2016T3,2016,3,S125_S126,Otros intermediarios,NBFI,S125_S126,Otros intermediarios,NBFI,98.54833552894453,17114.15156685875,0.005758295124590438
2016T3,2016,3,S123,FMM,NBFI,S125_S126,Otros intermediarios,NBFI,78.32440094,17114.15156685875,0.004576586845921934
2016T3,2016,3,S14_S15,Hogares,Hogares,S125_S126,Otros intermediarios,NBFI,11.785796280660572,17114.15156685875,0.0006886579351957802
2016T3,2016,3,S13,Gobierno general,Gobierno,S125_S126,Otros intermediarios,NBFI,0.009689479999999966,17114.15156685875,5.661677099298028e-07
2016T3,2016,3,S122,Bancos y cooperativas,Bancario,S128,Compañías de seguros,NBFI,472.6055433271,538.6288823391001,0.8774233221113562
2016T3,2016,3,S2,Resto del mundo,Resto del mundo,S128,Compañías de seguros,NBFI,66.02333901200002,538.6288823391001,0.12257667788864367
2016T3,2016,3,S129,Fondos de pensiones,NBFI,S13,Gobierno general,Gobierno,24607.769539999994,39273.05344278246,0.6265815204781937
2016T3,2016,3,S2,Resto del mundo,Resto del mundo,S13,Gobierno general,Gobierno,8252.563414664,39273.05344278246,0.21013297136896403
2016T3,2016,3,S122,Bancos y cooperativas,Bancario,S13,Gobierno general,Gobierno,2173.1919525166954,39273.05344278246,0.05533544662328977
2016T3,2016,3,S124,FNM,NBFI,S13,Gobierno general,Gobierno,1544.638576715,39273.05344278246,0.03933074821812388
2016T3,2016,3,S11,Empresas no financieras,Empresas NF,S13,Gobierno general,Gobierno,1160.5502735553905,39273.05344278246,0.029550803205210786
