periodo,año,trimestre,acreedor_codigo,acreedor_nombre,acreedor_clasif,deudor_codigo,deudor_nombre,deudor_clasif,exp_ij,pasivo_red_j,D_fondeo
2008T3,2008,3,S11,Empresas no financieras,Empresas NF,S2,Resto del mundo,Resto del mundo,7555.613746535,55033.409510622005,0.13729139832916748
2008T3,2008,3,S122,Bancos y cooperativas,Bancario,S2,Resto del mundo,Resto del mundo,2967.370351714,55033.409510622005,0.053919435086813364
2008T3,2008,3,S14_S15,Hogares,Hogares,S2,Resto del mundo,Resto del mundo,2107.70000555,55033.409510622005,0.03829855399279219
2008T3,2008,3,S124,FNM,NBFI,S2,Resto del mundo,Resto del mundo,918.0756943199999,55033.409510622005,0.016682151850737178
2008T3,2008,3,S128,Compañías de seguros,NBFI,S2,Resto del mundo,Resto del mundo,752.443040678,55033.409510622005,0.013672477270970661
2008T3,2008,3,S123,FMM,NBFI,S2,Resto del mundo,Resto del mundo,162.17534353000002,55033.409510622005,0.002946852556876356
2008T3,2008,3,S125_S126,Otros intermediarios,NBFI,S2,Resto del mundo,Resto del mundo,51.712289329,55033.409510622005,0.0009396526544301967
2008T4,2008,4,S122,Bancos y cooperativas,Bancario,S11,Empresas no financieras,Empresas NF,39020.17315920588,74020.55436143273,0.5271532143447002
2008T4,2008,4,S2,Resto del mundo,Resto del mundo,S11,Empresas no financieras,Empresas NF,22313.776081345477,74020.55436143273,0.3014537823155203
2008T4,2008,4,S128,Compañías de seguros,NBFI,S11,Empresas no financieras,Empresas NF,5967.709915108125,74020.55436143273,0.08062233479053094
2008T4,2008,4,S129,Fondos de pensiones,NBFI,S11,Empresas no financieras,Empresas NF,4479.920753315195,74020.55436143273,0.060522658766378926
2008T4,2008,4,S125_S126,Otros intermediarios,NBFI,S11,Empresas no financieras,Empresas NF,981.8850334937466,74020.55436143273,0.013265032151736257
2008T4,2008,4,S124,FNM,NBFI,S11,Empresas no financieras,Empresas NF,577.9922438799208,74020.55436143273,0.0078085370863025414
2008T4,2008,4,S13,Gobierno general,Gobierno,S11,Empresas no financieras,Empresas NF,516.780024561,74020.55436143273,0.006981574631792548
2008T4,2008,4,S123,FMM,NBFI,S11,Empresas no financieras,Empresas NF,157.327681845,74020.55436143273,0.0021254593835759376
2008T4,2008,4,S14_S15,Hogares,Hogares,S11,Empresas no financieras,Empresas NF,4.170948678386914,74020.55436143273,5.634851987220623e-05
2008T4,2008,4,S11,Empresas no financieras,Empresas NF,S11,Empresas no financieras,Empresas NF,0.8185199999999999,74020.55436143273,1.1058009590191303e-05
2008T4,2008,4,S122,Bancos y cooperativas,Bancario,S121,Banco Central,Banco Central,7977.99522090121,13355.558383482929,0.597353924997082
2008T4,2008,4,S129,Fondos de pensiones,NBFI,S121,Banco Central,Banco Central,3598.1342,13355.558383482929,0.2694109895434908
2008T4,2008,4,S124,FNM,NBFI,S121,Banco Central,Banco Central,464.1805022266575,13355.558383482929,0.034755604288377664
2008T4,2008,4,S125_S126,Otros intermediarios,NBFI,S121,Banco Central,Banco Central,309.2826129700614,13355.558383482929,0.023157595069372542
2008T4,2008,4,S123,FMM,NBFI,S121,Banco Central,Banco Central,282.508361294,13355.558383482929,0.021152867830923745
2008T4,2008,4,S128,Compañías de seguros,NBFI,S121,Banco Central,Banco Central,259.32902,13355.558383482929,0.01941731019803089
2008T4,2008,4,S13,Gobierno general,Gobierno,S121,Banco Central,Banco Central,247.589036091,13355.558383482929,0.018538276647212148
2008T4,2008,4,S2,Resto del mundo,Resto del mundo,S121,Banco Central,Banco Central,216.53943,13355.558383482929,0.016213431425510325
2008T4,2008,4,S11,Empresas no financieras,Empresas NF,S121,Banco Central,Banco Central,5.329070518200751e-15,13355.558383482929,3.9901517893788054e-19
2008T4,2008,4,S11,Empresas no financieras,Empresas NF,S122,Bancos y cooperativas,Bancario,18373.476603352963,80979.87475604331,0.2268894173855437
2008T4,2008,4,S129,Fondos de pensiones,NBFI,S122,Bancos y cooperativas,Bancario,16102.308651552998,80979.87475604331,0.1988433385463013
2008T4,2008,4,S14_S15,Hogares,Hogares,S122,Bancos y cooperativas,Bancario,13816.407639999998,80979.87475604331,0.17061532487698639
2008T4,2008,4,S2,Resto del mundo,Resto del mundo,S122,Bancos y cooperativas,Bancario,7670.848418407,80979.87475604331,0.09472536777212717
2008T4,2008,4,S123,FMM,NBFI,S122,Bancos y cooperativas,Bancario,6417.133905541999,80979.87475604331,0.07924356421733174
2008T4,2008,4,S122,Bancos y cooperativas,Bancario,S122,Bancos y cooperativas,Bancario,5952.0108643665535,80979.87475604331,0.07349987737443828
2008T4,2008,4,S128,Compañías de seguros,NBFI,S122,Bancos y cooperativas,Bancario,3796.29585,80979.87475604331,0.046879497670706045
2008T4,2008,4,S125_S126,Otros intermediarios,NBFI,S122,Bancos y cooperativas,Bancario,3672.5277606753225,80979.87475604331,0.04535111682673048
2008T4,2008,4,S13,Gobierno general,Gobierno,S122,Bancos y cooperativas,Bancario,2429.46699736,80979.87475604331,0.03000087373163905
2008T4,2008,4,S124,FNM,NBFI,S122,Bancos y cooperativas,Bancario,1798.0843547864786,80979.87475604331,0.022204089104895686
2008T4,2008,4,S121,Banco Central,Banco Central,S122,Bancos y cooperativas,Bancario,951.31371,80979.87475604331,0.011747532493300208
2008T4,2008,4,S14_S15,Hogares,Hogares,S123,FMM,NBFI,3097.7275007159997,7079.334015901,0.43757329344231344
2008T4,2008,4,S11,Empresas no financieras,Empresas NF,S123,FMM,NBFI,2781.753606638001,7079.334015901,0.39294001390383076
2008T4,2008,4,S125_S126,Otros intermediarios,NBFI,S123,FMM,NBFI,723.9953429999999,7079.334015901,0.10226884921290942
2008T4,2008,4,S2,Resto del mundo,Resto del mundo,S123,FMM,NBFI,318.570030716,7079.334015901,0.04500000000006427
2008T4,2008,4,S128,Compañías de seguros,NBFI,S123,FMM,NBFI,73.71056,7079.334015901,0.010412075462810144
2008T4,2008,4,S122,Bancos y cooperativas,Bancario,S123,FMM,NBFI,39.62817,7079.334015901,0.00559772570569358
2008T4,2008,4,S13,Gobierno general,Gobierno,S123,FMM,NBFI,38.020484831000005,7079.334015901,0.005370630167414281
2008T4,2008,4,S124,FNM,NBFI,S123,FMM,NBFI,5.92832,7079.334015901,0.0008374121049641548
2008T4,2008,4,S14_S15,Hogares,Hogares,S124,FNM,NBFI,2566.982614922,6687.067736160003,0.3838726802543307
2008T4,2008,4,S129,Fondos de pensiones,NBFI,S124,FNM,NBFI,1892.4770700000001,6687.067736160003,0.28300551821338965
2008T4,2008,4,S11,Empresas no financieras,Empresas NF,S124,FNM,NBFI,994.2428989610028,6687.067736160003,0.14868144576802794
2008T4,2008,4,S125_S126,Otros intermediarios,NBFI,S124,FNM,NBFI,505.9889922,6687.067736160003,0.07566679629456846
2008T4,2008,4,S128,Compañías de seguros,NBFI,S124,FNM,NBFI,455.90745000000004,6687.067736160003,0.06817748346329768
2008T4,2008,4,S2,Resto del mundo,Resto del mundo,S124,FNM,NBFI,188.4773190270001,6687.067736160003,0.02818534617315418
2008T4,2008,4,S122,Bancos y cooperativas,Bancario,S124,FNM,NBFI,74.44766,6687.067736160003,0.011133079989219759
2008T4,2008,4,S124,FNM,NBFI,S124,FNM,NBFI,8.54373105,6687.067736160003,0.0012776498440116252
2008T4,2008,4,S122,Bancos y cooperativas,Bancario,S125_S126,Otros intermediarios,NBFI,4236.165555036804,10107.903074895392,0.4190943980812405
2008T4,2008,4,S121,Banco Central,Banco Central,S125_S126,Otros intermediarios,NBFI,1673.65783,10107.903074895392,0.16557913323850515
2008T4,2008,4,S2,Resto del mundo,Resto del mundo,S125_S126,Otros intermediarios,NBFI,1614.3222567215244,10107.903074895392,0.1597089173451766
2008T4,2008,4,S129,Fondos de pensiones,NBFI,S125_S126,Otros intermediarios,NBFI,881.5625187848057,10107.903074895392,0.08721517334038435
2008T4,2008,4,S128,Compañías de seguros,NBFI,S125_S126,Otros intermediarios,NBFI,654.580094891875,10107.903074895392,0.06475923740480162
2008T4,2008,4,S11,Empresas no financieras,Empresas NF,S125_S126,Otros intermediarios,NBFI,619.7685206129839,10107.903074895392,0.06131524174903092
2008T4,2008,4,S124,FNM,NBFI,S125_S126,Otros intermediarios,NBFI,185.51370080094296,10107.903074895392,0.01835333198452369
2008T4,2008,4,S125_S126,Otros intermediarios,NBFI,S125_S126,Otros intermediarios,NBFI,123.38617244447221,10107.903074895392,0.01220690102885154
2008T4,2008,4,S123,FMM,NBFI,S125_S126,Otros intermediarios,NBFI,61.824964054999995,10107.903074895392,0.006116497516537556
2008T4,2008,4,S14_S15,Hogares,Hogares,S125_S126,Otros intermediarios,NBFI,57.12146154698329,10107.903074895392,0.00565116831094806
2008T4,2008,4,S122,Bancos y cooperativas,Bancario,S128,Compañías de seguros,NBFI,131.74552,131.74552,1.0
2008T4,2008,4,S129,Fondos de pensiones,NBFI,S13,Gobierno general,Gobierno,3374.53825,7987.152511035927,0.42249578248786
2008T4,2008,4,S2,Resto del mundo,Resto del mundo,S13,Gobierno general,Gobierno,1865.8994222799997,7987.152511035927,0.2336125946890169
2008T4,2008,4,S128,Compañías de seguros,NBFI,S13,Gobierno general,Gobierno,1395.41067,7987.152511035927,0.17470690187422205
2008T4,2008,4,S122,Bancos y cooperativas,Bancario,S13,Gobierno general,Gobierno,862.804110059247,7987.152511035927,0.10802399339027295
2008T4,2008,4,S121,Banco Central,Banco Central,S13,Gobierno general,Gobierno,245.52134,7987.152511035927,0.030739533226736407
2008T4,2008,4,S124,FNM,NBFI,S13,Gobierno general,Gobierno,169.185021008,7987.152511035927,0.021182144797440065
2008T4,2008,4,S11,Empresas no financieras,Empresas NF,S13,Gobierno general,Gobierno,32.627388792598154,7987.152511035927,0.004084983822146449
2008T4,2008,4,S125_S126,Otros intermediarios,NBFI,S13,Gobierno general,Gobierno,27.35909969708156,7987.152511035927,0.003425388417121023
2008T4,2008,4,S13,Gobierno general,Gobierno,S13,Gobierno general,Gobierno,10.429629993,7987.152511035927,0.0013058007817666282
2008T4,2008,4,S123,FMM,NBFI,S13,Gobierno general,Gobierno,3.3775792060000005,7987.152511035927,0.00042287651341741203
2008T4,2008,4,S122,Bancos y cooperativas,Bancario,S14_S15,Hogares,Hogares,25751.030520000004,30630.612285080002,0.8406959116694898
2008T4,2008,4,S128,Compañías de seguros,NBFI,S14_S15,Hogares,Hogares,2321.22086,30630.612285080002,0.07578107934625432
2008T4,2008,4,S125_S126,Otros intermediarios,NBFI,S14_S15,Hogares,Hogares,1987.59146,30630.612285080002,0.0648890541756537
2008T4,2008,4,S13,Gobierno general,Gobierno,S14_S15,Hogares,Hogares,559.08269508,30630.612285080002,0.018252416565382405
2008T4,2008,4,S124,FNM,NBFI,S14_S15,Hogares,Hogares,11.68675,30630.612285080002,0.0003815382432199225
2008T4,2008,4,S13,Gobierno general,Gobierno,S2,Resto del mundo,Resto del mundo,15673.722750639,57047.164601102006,0.2747502502575952
2008T4,2008,4,S121,Banco Central,Banco Central,S2,Resto del mundo,Resto del mundo,14531.820929871,57047.164601102006,0.25473344786693014
2008T4,2008,4,S129,Fondos de pensiones,NBFI,S2,Resto del mundo,Resto del mundo,10723.310496347,57047.164601102006,0.18797271645889746
2008T4,2008,4,S11,Empresas no financieras,Empresas NF,S2,Resto del mundo,Resto del mundo,8505.2005478906,57047.164601102006,0.14909067974477913
2008T4,2008,4,S122,Bancos y cooperativas,Bancario,S2,Resto del mundo,Resto del mundo,3244.307136238,57047.164601102006,0.05687061151809337
2008T4,2008,4,S14_S15,Hogares,Hogares,S2,Resto del mundo,Resto del mundo,2500.6739383274,57047.164601102006,0.04383520120260444
2008T4,2008,4,S128,Compañías de seguros,NBFI,S2,Resto del mundo,Resto del mundo,813.336022558,57047.164601102006,0.014257255873191783
2008T4,2008,4,S124,FNM,NBFI,S2,Resto del mundo,Resto del mundo,794.87451625,57047.164601102006,0.013933637575295813
2008T4,2008,4,S123,FMM,NBFI,S2,Resto del mundo,Resto del mundo,206.25557107,57047.164601102006,0.003615527125883057
2008T4,2008,4,S125_S126,Otros intermediarios,NBFI,S2,Resto del mundo,Resto del mundo,53.662691910999996,57047.164601102006,0.0009406723767295416
2009T1,2009,1,S122,Bancos y cooperativas,Bancario,S11,Empresas no financieras,Empresas NF,37128.592784983615,73946.63731912633,0.5020998132038155
2009T1,2009,1,S2,Resto del mundo,Resto del mundo,S11,Empresas no financieras,Empresas NF,23196.33902904413,73946.63731912633,0.3136902484008477
2009T1,2009,1,S128,Compañías de seguros,NBFI,S11,Empresas no financieras,Empresas NF,6119.700595831242,73946.63731912633,0.08275833516838471
2009T1,2009,1,S129,Fondos de pensiones,NBFI,S11,Empresas no financieras,Empresas NF,5101.056615906895,73946.63731912633,0.06898294230598509
2009T1,2009,1,S125_S126,Otros intermediarios,NBFI,S11,Empresas no financieras,Empresas NF,976.3874518408146,73946.63731912633,0.013203946619331554
2009T1,2009,1,S124,FNM,NBFI,S11,Empresas no financieras,Empresas NF,533.8939056400293,73946.63731912633,0.007219988967665165
2009T1,2009,1,S13,Gobierno general,Gobierno,S11,Empresas no financieras,Empresas NF,484.6657280449999,73946.63731912633,0.006554263258156851
2009T1,2009,1,S123,FMM,NBFI,S11,Empresas no financieras,Empresas NF,254.60284112300002,73946.63731912633,0.0034430617855444644
2009T1,2009,1,S11,Empresas no financieras,Empresas NF,S11,Empresas no financieras,Empresas NF,142.32002052502017,73946.63731912633,0.001924631405628624
2009T1,2009,1,S14_S15,Hogares,Hogares,S11,Empresas no financieras,Empresas NF,9.078346186579344,73946.63731912633,0.00012276888464042741
2009T1,2009,1,S122,Bancos y cooperativas,Bancario,S121,Banco Central,Banco Central,7156.9927908955415,13803.363446547331,0.5184962939366591
2009T1,2009,1,S129,Fondos de pensiones,NBFI,S121,Banco Central,Banco Central,3993.46236,13803.363446547331,0.28931081728481867
2009T1,2009,1,S124,FNM,NBFI,S121,Banco Central,Banco Central,969.5971105577962,13803.363446547331,0.07024353986711289
2009T1,2009,1,S123,FMM,NBFI,S121,Banco Central,Banco Central,490.584282638,13803.363446547331,0.03554092337985283
2009T1,2009,1,S125_S126,Otros intermediarios,NBFI,S121,Banco Central,Banco Central,356.3253903161143,13803.363446547331,0.02581438876806818
2009T1,2009,1,S13,Gobierno general,Gobierno,S121,Banco Central,Banco Central,285.352479408,13803.363446547331,0.020672677388595163
2009T1,2009,1,S128,Compañías de seguros,NBFI,S121,Banco Central,Banco Central,267.41998,13803.363446547331,0.01937353754652388
2009T1,2009,1,S2,Resto del mundo,Resto del mundo,S121,Banco Central,Banco Central,193.41669,13803.363446547331,0.014012286987080657
2009T1,2009,1,S11,Empresas no financieras,Empresas NF,S121,Banco Central,Banco Central,90.21236273187921,13803.363446547331,0.0065355348412885735
2009T1,2009,1,S11,Empresas no financieras,Empresas NF,S122,Bancos y cooperativas,Bancario,15628.983771214665,77275.22734357855,0.20225089344254657
2009T1,2009,1,S129,Fondos de pensiones,NBFI,S122,Bancos y cooperativas,Bancario,15538.578870406,77275.22734357855,0.20108098551841053
2009T1,2009,1,S14_S15,Hogares,Hogares,S122,Bancos y cooperativas,Bancario,13477.37217524,77275.22734357855,0.17440740892702075
2009T1,2009,1,S123,FMM,NBFI,S122,Bancos y cooperativas,Bancario,8560.298302404999,77275.22734357855,0.11077674691715218
2009T1,2009,1,S2,Resto del mundo,Resto del mundo,S122,Bancos y cooperativas,Bancario,6152.780130457,77275.22734357855,0.07962163738581723
2009T1,2009,1,S122,Bancos y cooperativas,Bancario,S122,Bancos y cooperativas,Bancario,5107.399129342414,77275.22734357855,0.06609361505510772
2009T1,2009,1,S128,Compañías de seguros,NBFI,S122,Bancos y cooperativas,Bancario,3926.5575599999997,77275.22734357855,0.0508126303212525
2009T1,2009,1,S125_S126,Otros intermediarios,NBFI,S122,Bancos y cooperativas,Bancario,3400.585599205537,77275.22734357855,0.04400615457378037
2009T1,2009,1,S13,Gobierno general,Gobierno,S122,Bancos y cooperativas,Bancario,2566.9761521209994,77275.22734357855,0.0332186166299815
2009T1,2009,1,S124,FNM,NBFI,S122,Bancos y cooperativas,Bancario,2306.792523186936,77275.22734357855,0.029851643307764745
2009T1,2009,1,S121,Banco Central,Banco Central,S122,Bancos y cooperativas,Bancario,608.90313,77275.22734357855,0.007879667921165928
2009T1,2009,1,S11,Empresas no financieras,Empresas NF,S123,FMM,NBFI,4031.7269095129973,9448.906410671998,0.4266871460341054
2009T1,2009,1,S14_S15,Hogares,Hogares,S123,FMM,NBFI,3627.924105978,9448.906410671998,0.3839517451332218
2009T1,2009,1,S125_S126,Otros intermediarios,NBFI,S123,FMM,NBFI,944.9233085,9448.906410671998,0.10000345727128414
2009T1,2009,1,S2,Resto del mundo,Resto del mundo,S123,FMM,NBFI,425.200788481,9448.906410671998,0.04500000000008044
2009T1,2009,1,S122,Bancos y cooperativas,Bancario,S123,FMM,NBFI,296.464,9448.906410671998,0.031375482740009036
2009T1,2009,1,S128,Compañías de seguros,NBFI,S123,FMM,NBFI,76.62336,9448.906410671998,0.008109230493960477
2009T1,2009,1,S13,Gobierno general,Gobierno,S123,FMM,NBFI,40.854298199999995,9448.906410671998,0.0043237065142117835
2009T1,2009,1,S124,FNM,NBFI,S123,FMM,NBFI,5.189640000000001,9448.906410671998,0.0005492318131269244
2009T1,2009,1,S14_S15,Hogares,Hogares,S124,FNM,NBFI,3056.284282627,7656.703722240998,0.39916449604144705
2009T1,2009,1,S129,Fondos de pensiones,NBFI,S124,FNM,NBFI,2049.7776700090003,7656.703722240998,0.2677101980653709
2009T1,2009,1,S11,Empresas no financieras,Empresas NF,S124,FNM,NBFI,1085.0045154439983,7656.703722240998,0.1417064777225616
2009T1,2009,1,S125_S126,Otros intermediarios,NBFI,S124,FNM,NBFI,617.1138622,7656.703722240998,0.08059785053552788
2009T1,2009,1,S128,Compañías de seguros,NBFI,S124,FNM,NBFI,537.9459400000001,7656.703722240998,0.07025816324032343
2009T1,2009,1,S2,Resto del mundo,Resto del mundo,S124,FNM,NBFI,234.685262201,7656.703722240998,0.030650952513585215
2009T1,2009,1,S122,Bancos y cooperativas,Bancario,S124,FNM,NBFI,67.52781,7656.703722240998,0.008819436202532813
2009T1,2009,1,S124,FNM,NBFI,S124,FNM,NBFI,8.36437976,7656.703722240998,0.001092425678651162
2009T1,2009,1,S122,Bancos y cooperativas,Bancario,S125_S126,Otros intermediarios,NBFI,4171.5631097361575,10149.585186181153,0.4110082366140261
2009T1,2009,1,S121,Banco Central,Banco Central,S125_S126,Otros intermediarios,NBFI,1655.41843,10149.585186181153,0.1631020775365167
2009T1,2009,1,S2,Resto del mundo,Resto del mundo,S125_S126,Otros intermediarios,NBFI,1517.2952731818725,10149.585186181153,0.14949332857934902
2009T1,2009,1,S129,Fondos de pensiones,NBFI,S125_S126,Otros intermediarios,NBFI,1081.3183440921048,10149.585186181153,0.10653818104451594
2009T1,2009,1,S128,Compañías de seguros,NBFI,S125_S126,Otros intermediarios,NBFI,701.9485241687579,10149.585186181153,0.06916031653436179
2009T1,2009,1,S11,Empresas no financieras,Empresas NF,S125_S126,Otros intermediarios,NBFI,593.4584851428799,10149.585186181153,0.058471205892324005
2009T1,2009,1,S124,FNM,NBFI,S125_S126,Otros intermediarios,NBFI,164.4056116492389,10149.585186181153,0.016198259203053948
2009T1,2009,1,S125_S126,Otros intermediarios,NBFI,S125_S126,Otros intermediarios,NBFI,135.3319690855813,10149.585186181153,0.013333743852885561
2009T1,2009,1,S123,FMM,NBFI,S125_S126,Otros intermediarios,NBFI,75.610339502,10149.585186181153,0.007449598985084126
2009T1,2009,1,S14_S15,Hogares,Hogares,S125_S126,Otros intermediarios,NBFI,53.23509962256074,10149.585186181153,0.005245051757882806
2009T1,2009,1,S122,Bancos y cooperativas,Bancario,S128,Compañías de seguros,NBFI,104.86469,104.86469,1.0
2009T1,2009,1,S129,Fondos de pensiones,NBFI,S13,Gobierno general,Gobierno,3586.1706,7985.072885241641,0.4491093132823016
2009T1,2009,1,S2,Resto del mundo,Resto del mundo,S13,Gobierno general,Gobierno,1690.486597562,7985.072885241641,0.21170584437449919
2009T1,2009,1,S128,Compañías de seguros,NBFI,S13,Gobierno general,Gobierno,1416.56644,7985.072885241641,0.1774018171603868
2009T1,2009,1,S122,Bancos y cooperativas,Bancario,S13,Gobierno general,Gobierno,700.4905026540364,7985.072885241641,0.0877249979707403
2009T1,2009,1,S121,Banco Central,Banco Central,S13,Gobierno general,Gobierno,239.88132000000002,7985.072885241641,0.030041218589671122
2009T1,2009,1,S124,FNM,NBFI,S13,Gobierno general,Gobierno,176.152635247,7985.072885241641,0.02206024137520059
2009T1,2009,1,S11,Empresas no financieras,Empresas NF,S13,Gobierno general,Gobierno,98.1734575039125,7985.072885241641,0.012294622593284146
2009T1,2009,1,S125_S126,Otros intermediarios,NBFI,S13,Gobierno general,Gobierno,61.29735093069305,7985.072885241641,0.00767649235162092
2009T1,2009,1,S13,Gobierno general,Gobierno,S13,Gobierno general,Gobierno,10.465770822,7985.072885241641,0.0013106669121760043
2009T1,2009,1,S123,FMM,NBFI,S13,Gobierno general,Gobierno,5.3882105220000005,7985.072885241641,0.0006747853901194472
2009T1,2009,1,S122,Bancos y cooperativas,Bancario,S14_S15,Hogares,Hogares,25791.612720000005,30664.217695080006,0.841098017776537
2009T1,2009,1,S128,Compañías de seguros,NBFI,S14_S15,Hogares,Hogares,2309.57375,30664.217695080006,0.07531820224360608
2009T1,2009,1,S125_S126,Otros intermediarios,NBFI,S14_S15,Hogares,Hogares,1990.01933,30664.217695080006,0.06489711721291665
2009T1,2009,1,S13,Gobierno general,Gobierno,S14_S15,Hogares,Hogares,561.67602508,30664.217695080006,0.018316985310540615
2009T1,2009,1,S124,FNM,NBFI,S14_S15,Hogares,Hogares,11.335870000000002,30664.217695080006,0.00036967745639957455
2009T1,2009,1,S121,Banco Central,Banco Central,S2,Resto del mundo,Resto del mundo,13574.372656725001,52398.375056601006,0.2590609468721481
2009T1,2009,1,S13,Gobierno general,Gobierno,S2,Resto del mundo,Resto del mundo,13395.413962878003,52398.375056601006,0.2556455987119487
2009T1,2009,1,S129,Fondos de pensiones,NBFI,S2,Resto del mundo,Resto del mundo,9959.715069595,52398.375056601006,0.19007679262642138
2009T1,2009,1,S11,Empresas no financieras,Empresas NF,S2,Resto del mundo,Resto del mundo,7996.324025092801,52398.375056601006,0.15260633591127834
2009T1,2009,1,S122,Bancos y cooperativas,Bancario,S2,Resto del mundo,Resto del mundo,3301.274203697,52398.375056601006,0.06300336985891157
2009T1,2009,1,S14_S15,Hogares,Hogares,S2,Resto del mundo,Resto del mundo,2385.5096687222,52398.375056601006,0.04552640546859248
2009T1,2009,1,S124,FNM,NBFI,S2,Resto del mundo,Resto del mundo,907.3547852499998,52398.375056601006,0.017316468006304972
2009T1,2009,1,S128,Compañías de seguros,NBFI,S2,Resto del mundo,Resto del mundo,684.754766643,52398.375056601006,0.01306824430916654
2009T1,2009,1,S123,FMM,NBFI,S2,Resto del mundo,Resto del mundo,128.19371536000003,52398.375056601006,0.0024465208171345863
2009T1,2009,1,S125_S126,Otros intermediarios,NBFI,S2,Resto del mundo,Resto del mundo,65.46220263799998,52398.375056601006,0.0012493174180933542
2009T2,2009,2,S122,Bancos y cooperativas,Bancario,S11,Empresas no financieras,Empresas NF,35573.76442617496,70798.4142433332,0.5024655538739669
2009T2,2009,2,S2,Resto del mundo,Resto del mundo,S11,Empresas no financieras,Empresas NF,21075.68676925438,70798.4142433332,0.2976858591326287
2009T2,2009,2,S128,Compañías de seguros,NBFI,S11,Empresas no financieras,Empresas NF,6193.8821538622915,70798.4142433332,0.0874861707011403
2009T2,2009,2,S129,Fondos de pensiones,NBFI,S11,Empresas no financieras,Empresas NF,5263.426328830642,70798.4142433332,0.07434384491636092
2009T2,2009,2,S125_S126,Otros intermediarios,NBFI,S11,Empresas no financieras,Empresas NF,970.7032776707495,70798.4142433332,0.013710805362595486
2009T2,2009,2,S124,FNM,NBFI,S11,Empresas no financieras,Empresas NF,619.8843009776456,70798.4142433332,0.00875562408569084
2009T2,2009,2,S13,Gobierno general,Gobierno,S11,Empresas no financieras,Empresas NF,485.45346016200006,70798.4142433332,0.0068568408678406694
2009T2,2009,2,S123,FMM,NBFI,S11,Empresas no financieras,Empresas NF,332.72248360099996,70798.4142433332,0.004699575367005216
2009T2,2009,2,S11,Empresas no financieras,Empresas NF,S11,Empresas no financieras,Empresas NF,276.6287437557718,70798.4142433332,0.003907273160172804
2009T2,2009,2,S14_S15,Hogares,Hogares,S11,Empresas no financieras,Empresas NF,6.262299043764917,70798.4142433332,8.845253259827938e-05
2009T2,2009,2,S122,Bancos y cooperativas,Bancario,S121,Banco Central,Banco Central,7664.781408038993,13662.915445534563,0.5609916447623238
2009T2,2009,2,S129,Fondos de pensiones,NBFI,S121,Banco Central,Banco Central,3559.65022,13662.915445534563,0.2605337224101315
2009T2,2009,2,S124,FNM,NBFI,S121,Banco Central,Banco Central,705.2582964924438,13662.915445534563,0.05161843380381474
2009T2,2009,2,S123,FMM,NBFI,S121,Banco Central,Banco Central,462.891669,13662.915445534563,0.03387942133179829
2009T2,2009,2,S125_S126,Otros intermediarios,NBFI,S121,Banco Central,Banco Central,382.7472655430004,13662.915445534563,0.028013586636671556
2009T2,2009,2,S128,Compañías de seguros,NBFI,S121,Banco Central,Banco Central,269.63748,13662.915445534563,0.0197349885589847
2009T2,2009,2,S13,Gobierno general,Gobierno,S121,Banco Central,Banco Central,253.13754378200002,13662.915445534563,0.018527344679186514
2009T2,2009,2,S11,Empresas no financieras,Empresas NF,S121,Banco Central,Banco Central,188.82593267812717,13662.915445534563,0.013820325056599905
2009T2,2009,2,S2,Resto del mundo,Resto del mundo,S121,Banco Central,Banco Central,175.98563000000001,13662.915445534563,0.012880532760489066
2009T2,2009,2,S11,Empresas no financieras,Empresas NF,S122,Bancos y cooperativas,Bancario,15060.180353296473,76124.22294736905,0.19783690092585662
2009T2,2009,2,S129,Fondos de pensiones,NBFI,S122,Bancos y cooperativas,Bancario,14266.310373968,76124.22294736905,0.18740828899930415
2009T2,2009,2,S14_S15,Hogares,Hogares,S122,Bancos y cooperativas,Bancario,13460.211610459,76124.22294736905,0.17681903458988546
2009T2,2009,2,S123,FMM,NBFI,S122,Bancos y cooperativas,Bancario,9615.187230262,76124.22294736905,0.12630916754197635
2009T2,2009,2,S2,Resto del mundo,Resto del mundo,S122,Bancos y cooperativas,Bancario,5635.076979731,76124.22294736905,0.07402475534793955
2009T2,2009,2,S122,Bancos y cooperativas,Bancario,S122,Bancos y cooperativas,Bancario,5324.876495306233,76124.22294736905,0.06994983054195192
2009T2,2009,2,S128,Compañías de seguros,NBFI,S122,Bancos y cooperativas,Bancario,3781.96619,76124.22294736905,0.04968150798221986
2009T2,2009,2,S125_S126,Otros intermediarios,NBFI,S122,Bancos y cooperativas,Bancario,3583.112331316929,76124.22294736905,0.04706927956156912
2009T2,2009,2,S13,Gobierno general,Gobierno,S122,Bancos y cooperativas,Bancario,2191.5817133849996,76124.22294736905,0.02878954462234998
2009T2,2009,2,S124,FNM,NBFI,S122,Bancos y cooperativas,Bancario,2101.3894696444136,76124.22294736905,0.02760474114917767
2009T2,2009,2,S121,Banco Central,Banco Central,S122,Bancos y cooperativas,Bancario,1104.3301999999999,76124.22294736905,0.014506948737769242
2009T2,2009,2,S11,Empresas no financieras,Empresas NF,S123,FMM,NBFI,4609.6650322410005,10527.692234282,0.43786092238052443
2009T2,2009,2,S14_S15,Hogares,Hogares,S123,FMM,NBFI,4042.125805578,10527.692234282,0.38395174513321795
2009T2,2009,2,S125_S126,Otros intermediarios,NBFI,S123,FMM,NBFI,1050.7193318,10527.692234282,0.09980528575659489
