periodo,año,trimestre,tipo_cuenta,sector_activo_codigo,sector_activo_nombre,sector_pasivo_codigo,sector_pasivo_nombre,instrumento,valor,clasificacion_acreedor,flag_sf_acreedor
2008T4,2008,4,Bce Final,S2,Resto del mundo,S11,Empresas no financieras,Titulos deuda,4248.579921620475,Resto del mundo,False
2009T1,2009,1,Bce Final,S11,Empresas no financieras,S11,Empresas no financieras,Prestamos,0.78871,Empresas NF,False
2009T1,2009,1,Bce Final,S122,Bancos y cooperativas,S11,Empresas no financieras,Prestamos,36963.6575319834,Bancario,True
2009T1,2009,1,Bce Final,S122,Bancos y cooperativas,S14_S15,Hogares,Prestamos,25791.612720000005,Bancario,True
2009T1,2009,1,Bce Final,S124,Fondos del mercado no monetario,S11,Empresas no financieras,Prestamos,3.5463299999999998,NBFI,True
2009T1,2009,1,Bce Final,S124,Fondos del mercado no monetario,S14_S15,Hogares,Prestamos,11.335870000000002,NBFI,True
2009T1,2009,1,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S11,Empresas no financieras,Prestamos,925.5573410399335,NBFI,True
2009T1,2009,1,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S14_S15,Hogares,Prestamos,1990.01933,NBFI,True
2009T1,2009,1,Bce Final,S128,Compañías de seguro,S11,Empresas no financieras,Prestamos,954.2769499999999,NBFI,True
2009T1,2009,1,Bce Final,S128,Compañías de seguro,S14_S15,Hogares,Prestamos,2309.57375,NBFI,True
2009T1,2009,1,Bce Final,S13,Gobierno general,S11,Empresas no financieras,Prestamos,438.64707999999996,Gobierno,False
2009T1,2009,1,Bce Final,S13,Gobierno general,S14_S15,Hogares,Prestamos,561.67602508,Gobierno,False
2009T1,2009,1,Bce Final,S2,Resto del mundo,S11,Empresas no financieras,Prestamos,18474.533014117005,Resto del mundo,False
2009T1,2009,1,Bce Final,S11,Empresas no financieras,S11,Empresas no financieras,Titulos deuda,141.53131052502016,Empresas NF,False
2009T1,2009,1,Bce Final,S122,Bancos y cooperativas,S11,Empresas no financieras,Titulos deuda,164.93525300021784,Bancario,True
2009T1,2009,1,Bce Final,S123,Fondos del mercado monetario,S11,Empresas no financieras,Titulos deuda,254.60284112300002,NBFI,True
2009T1,2009,1,Bce Final,S124,Fondos del mercado no monetario,S11,Empresas no financieras,Titulos deuda,530.3475756400293,NBFI,True
2009T1,2009,1,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S11,Empresas no financieras,Titulos deuda,50.8301108008811,NBFI,True
2009T1,2009,1,Bce Final,S128,Compañías de seguro,S11,Empresas no financieras,Titulos deuda,5165.423645831242,NBFI,True
2009T1,2009,1,Bce Final,S129,Fondo de pensiones,S11,Empresas no financieras,Titulos deuda,5101.056615906895,NBFI,True
2009T1,2009,1,Bce Final,S13,Gobierno general,S11,Empresas no financieras,Titulos deuda,46.01864804499999,Gobierno,False
2009T1,2009,1,Bce Final,S14_S15,Hogares,S11,Empresas no financieras,Titulos deuda,9.078346186579344,Hogares,False
2009T1,2009,1,Bce Final,S2,Resto del mundo,S11,Empresas no financieras,Titulos deuda,4721.806014927128,Resto del mundo,False
2009T2,2009,2,Bce Final,S11,Empresas no financieras,S11,Empresas no financieras,Prestamos,0.65785,Empresas NF,False
2009T2,2009,2,Bce Final,S122,Bancos y cooperativas,S11,Empresas no financieras,Prestamos,35395.113286408625,Bancario,True
2009T2,2009,2,Bce Final,S122,Bancos y cooperativas,S14_S15,Hogares,Prestamos,26114.19947,Bancario,True
2009T2,2009,2,Bce Final,S124,Fondos del mercado no monetario,S14_S15,Hogares,Prestamos,11.08803,NBFI,True
2009T2,2009,2,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S11,Empresas no financieras,Prestamos,917.6060144455257,NBFI,True
2009T2,2009,2,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S14_S15,Hogares,Prestamos,1977.8065599999998,NBFI,True
2009T2,2009,2,Bce Final,S128,Compañías de seguro,S11,Empresas no financieras,Prestamos,972.8325299999999,NBFI,True
2009T2,2009,2,Bce Final,S128,Compañías de seguro,S14_S15,Hogares,Prestamos,2303.50962,NBFI,True
2009T2,2009,2,Bce Final,S13,Gobierno general,S11,Empresas no financieras,Prestamos,439.27405000000005,Gobierno,False
2009T2,2009,2,Bce Final,S13,Gobierno general,S14_S15,Hogares,Prestamos,593.75720508,Gobierno,False
2009T2,2009,2,Bce Final,S2,Resto del mundo,S11,Empresas no financieras,Prestamos,16894.429737527997,Resto del mundo,False
2009T2,2009,2,Bce Final,S11,Empresas no financieras,S11,Empresas no financieras,Titulos deuda,275.9708937557718,Empresas NF,False
2009T2,2009,2,Bce Final,S122,Bancos y cooperativas,S11,Empresas no financieras,Titulos deuda,178.65113976633222,Bancario,True
2009T2,2009,2,Bce Final,S123,Fondos del mercado monetario,S11,Empresas no financieras,Titulos deuda,332.72248360099996,NBFI,True
2009T2,2009,2,Bce Final,S124,Fondos del mercado no monetario,S11,Empresas no financieras,Titulos deuda,619.8843009776456,NBFI,True
2009T2,2009,2,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S11,Empresas no financieras,Titulos deuda,53.09726322522374,NBFI,True
2009T2,2009,2,Bce Final,S128,Compañías de seguro,S11,Empresas no financieras,Titulos deuda,5221.049623862292,NBFI,True
2009T2,2009,2,Bce Final,S129,Fondo de pensiones,S11,Empresas no financieras,Titulos deuda,5263.426328830642,NBFI,True
2009T2,2009,2,Bce Final,S13,Gobierno general,S11,Empresas no financieras,Titulos deuda,46.179410162,Gobierno,False
2009T2,2009,2,Bce Final,S14_S15,Hogares,S11,Empresas no financieras,Titulos deuda,6.262299043764917,Hogares,False
2009T2,2009,2,Bce Final,S2,Resto del mundo,S11,Empresas no financieras,Titulos deuda,4181.257031726383,Resto del mundo,False
2009T3,2009,3,Bce Final,S11,Empresas no financieras,S11,Empresas no financieras,Prestamos,0.55659,Empresas NF,False
2009T3,2009,3,Bce Final,S122,Bancos y cooperativas,S11,Empresas no financieras,Prestamos,35412.75274521259,Bancario,True
2009T3,2009,3,Bce Final,S122,Bancos y cooperativas,S14_S15,Hogares,Prestamos,26639.527530000003,Bancario,True
2009T3,2009,3,Bce Final,S124,Fondos del mercado no monetario,S11,Empresas no financieras,Prestamos,0.04213000000000011,NBFI,True
2009T3,2009,3,Bce Final,S124,Fondos del mercado no monetario,S14_S15,Hogares,Prestamos,9.173350000000001,NBFI,True
2009T3,2009,3,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S11,Empresas no financieras,Prestamos,944.5230640999741,NBFI,True
2009T3,2009,3,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S14_S15,Hogares,Prestamos,1995.1485500000001,NBFI,True
2009T3,2009,3,Bce Final,S128,Compañías de seguro,S11,Empresas no financieras,Prestamos,975.4970699999999,NBFI,True
2009T3,2009,3,Bce Final,S128,Compañías de seguro,S14_S15,Hogares,Prestamos,2302.76849,NBFI,True
2009T3,2009,3,Bce Final,S13,Gobierno general,S11,Empresas no financieras,Prestamos,439.9485400000001,Gobierno,False
2009T3,2009,3,Bce Final,S13,Gobierno general,S14_S15,Hogares,Prestamos,646.230814772,Gobierno,False
2009T3,2009,3,Bce Final,S2,Resto del mundo,S11,Empresas no financieras,Prestamos,17755.879026959003,Resto del mundo,False
2009T3,2009,3,Bce Final,S11,Empresas no financieras,S11,Empresas no financieras,Titulos deuda,803.046711466794,Empresas NF,False
2009T3,2009,3,Bce Final,S122,Bancos y cooperativas,S11,Empresas no financieras,Titulos deuda,129.3591077251154,Bancario,True
2009T3,2009,3,Bce Final,S123,Fondos del mercado monetario,S11,Empresas no financieras,Titulos deuda,309.027301743,NBFI,True
2009T3,2009,3,Bce Final,S124,Fondos del mercado no monetario,S11,Empresas no financieras,Titulos deuda,357.28428865003934,NBFI,True
2009T3,2009,3,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S11,Empresas no financieras,Titulos deuda,37.382282504628044,NBFI,True
2009T3,2009,3,Bce Final,S128,Compañías de seguro,S11,Empresas no financieras,Titulos deuda,5314.787342465198,NBFI,True
2009T3,2009,3,Bce Final,S129,Fondo de pensiones,S11,Empresas no financieras,Titulos deuda,5510.418112746672,NBFI,True
2009T3,2009,3,Bce Final,S13,Gobierno general,S11,Empresas no financieras,Titulos deuda,46.341880477,Gobierno,False
2009T3,2009,3,Bce Final,S14_S15,Hogares,S11,Empresas no financieras,Titulos deuda,6.6682354116557,Hogares,False
2009T3,2009,3,Bce Final,S2,Resto del mundo,S11,Empresas no financieras,Titulos deuda,4788.495111688253,Resto del mundo,False
2009T4,2009,4,Bce Final,S11,Empresas no financieras,S11,Empresas no financieras,Prestamos,0.52988,Empresas NF,False
2009T4,2009,4,Bce Final,S122,Bancos y cooperativas,S11,Empresas no financieras,Prestamos,36392.912771974225,Bancario,True
2009T4,2009,4,Bce Final,S122,Bancos y cooperativas,S14_S15,Hogares,Prestamos,27526.302890000003,Bancario,True
2009T4,2009,4,Bce Final,S124,Fondos del mercado no monetario,S11,Empresas no financieras,Prestamos,4.67287,NBFI,True
2009T4,2009,4,Bce Final,S124,Fondos del mercado no monetario,S14_S15,Hogares,Prestamos,9.0091,NBFI,True
2009T4,2009,4,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S11,Empresas no financieras,Prestamos,871.0495552178022,NBFI,True
2009T4,2009,4,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S14_S15,Hogares,Prestamos,2038.4599500000002,NBFI,True
2009T4,2009,4,Bce Final,S128,Compañías de seguro,S11,Empresas no financieras,Prestamos,1122.28087,NBFI,True
2009T4,2009,4,Bce Final,S128,Compañías de seguro,S14_S15,Hogares,Prestamos,2323.04078,NBFI,True
2009T4,2009,4,Bce Final,S13,Gobierno general,S11,Empresas no financieras,Prestamos,477.83759,Gobierno,False
2009T4,2009,4,Bce Final,S13,Gobierno general,S14_S15,Hogares,Prestamos,699.8792795520001,Gobierno,False
2009T4,2009,4,Bce Final,S2,Resto del mundo,S11,Empresas no financieras,Prestamos,17200.519665921,Resto del mundo,False
2009T4,2009,4,Bce Final,S11,Empresas no financieras,S11,Empresas no financieras,Titulos deuda,646.7833193480037,Empresas NF,False
2009T4,2009,4,Bce Final,S122,Bancos y cooperativas,S11,Empresas no financieras,Titulos deuda,210.26809970015512,Bancario,True
2009T4,2009,4,Bce Final,S123,Fondos del mercado monetario,S11,Empresas no financieras,Titulos deuda,267.528386573,NBFI,True
2009T4,2009,4,Bce Final,S124,Fondos del mercado no monetario,S11,Empresas no financieras,Titulos deuda,340.4965599531778,NBFI,True
2009T4,2009,4,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S11,Empresas no financieras,Titulos deuda,35.713736983671005,NBFI,True
2009T4,2009,4,Bce Final,S128,Compañías de seguro,S11,Empresas no financieras,Titulos deuda,5373.462901483128,NBFI,True
2009T4,2009,4,Bce Final,S129,Fondo de pensiones,S11,Empresas no financieras,Titulos deuda,5797.778140826257,NBFI,True
2009T4,2009,4,Bce Final,S13,Gobierno general,S11,Empresas no financieras,Titulos deuda,46.504325257999994,Gobierno,False
2009T4,2009,4,Bce Final,S14_S15,Hogares,S11,Empresas no financieras,Titulos deuda,0.959843746007361,Hogares,False
2009T4,2009,4,Bce Final,S2,Resto del mundo,S11,Empresas no financieras,Titulos deuda,4444.765894945204,Resto del mundo,False
2010T1,2010,1,Bce Final,S11,Empresas no financieras,S11,Empresas no financieras,Prestamos,0.47086000000000006,Empresas NF,False
2010T1,2010,1,Bce Final,S122,Bancos y cooperativas,S11,Empresas no financieras,Prestamos,36764.117158986664,Bancario,True
2010T1,2010,1,Bce Final,S122,Bancos y cooperativas,S14_S15,Hogares,Prestamos,27858.36175,Bancario,True
2010T1,2010,1,Bce Final,S124,Fondos del mercado no monetario,S14_S15,Hogares,Prestamos,8.9848,NBFI,True
2010T1,2010,1,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S11,Empresas no financieras,Prestamos,885.884196294529,NBFI,True
2010T1,2010,1,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S14_S15,Hogares,Prestamos,2124.49795,NBFI,True
2010T1,2010,1,Bce Final,S128,Compañías de seguro,S11,Empresas no financieras,Prestamos,1131.7452999999998,NBFI,True
2010T1,2010,1,Bce Final,S128,Compañías de seguro,S14_S15,Hogares,Prestamos,2328.19673,NBFI,True
2010T1,2010,1,Bce Final,S13,Gobierno general,S11,Empresas no financieras,Prestamos,469.44637,Gobierno,False
2010T1,2010,1,Bce Final,S13,Gobierno general,S14_S15,Hogares,Prestamos,741.153691562,Gobierno,False
2010T1,2010,1,Bce Final,S2,Resto del mundo,S11,Empresas no financieras,Prestamos,18379.392901486004,Resto del mundo,False
2010T1,2010,1,Bce Final,S11,Empresas no financieras,S11,Empresas no financieras,Titulos deuda,702.8824891661375,Empresas NF,False
2010T1,2010,1,Bce Final,S122,Bancos y cooperativas,S11,Empresas no financieras,Titulos deuda,215.39565579073104,Bancario,True
2010T1,2010,1,Bce Final,S123,Fondos del mercado monetario,S11,Empresas no financieras,Titulos deuda,213.713771497,NBFI,True
2010T1,2010,1,Bce Final,S124,Fondos del mercado no monetario,S11,Empresas no financieras,Titulos deuda,364.8209250629701,NBFI,True
2010T1,2010,1,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S11,Empresas no financieras,Titulos deuda,34.91707756450104,NBFI,True
2010T1,2010,1,Bce Final,S128,Compañías de seguro,S11,Empresas no financieras,Titulos deuda,5432.534766495613,NBFI,True
2010T1,2010,1,Bce Final,S129,Fondo de pensiones,S11,Empresas no financieras,Titulos deuda,5892.883603273585,NBFI,True
2010T1,2010,1,Bce Final,S13,Gobierno general,S11,Empresas no financieras,Titulos deuda,47.64577177699999,Gobierno,False
2010T1,2010,1,Bce Final,S14_S15,Hogares,S11,Empresas no financieras,Titulos deuda,0.29288593339722546,Hogares,False
2010T1,2010,1,Bce Final,S2,Resto del mundo,S11,Empresas no financieras,Titulos deuda,4829.379447412593,Resto del mundo,False
2010T2,2010,2,Bce Final,S11,Empresas no financieras,S11,Empresas no financieras,Prestamos,0.50507,Empresas NF,False
2010T2,2010,2,Bce Final,S122,Bancos y cooperativas,S11,Empresas no financieras,Prestamos,37976.298140426436,Bancario,True
2010T2,2010,2,Bce Final,S122,Bancos y cooperativas,S14_S15,Hogares,Prestamos,28811.143500000002,Bancario,True
2010T2,2010,2,Bce Final,S124,Fondos del mercado no monetario,S14_S15,Hogares,Prestamos,8.851209999999998,NBFI,True
2010T2,2010,2,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S11,Empresas no financieras,Prestamos,883.5497716515279,NBFI,True
2010T2,2010,2,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S14_S15,Hogares,Prestamos,2138.0301,NBFI,True
2010T2,2010,2,Bce Final,S128,Compañías de seguro,S11,Empresas no financieras,Prestamos,1155.29062,NBFI,True
2010T2,2010,2,Bce Final,S128,Compañías de seguro,S14_S15,Hogares,Prestamos,2291.13025,NBFI,True
2010T2,2010,2,Bce Final,S13,Gobierno general,S11,Empresas no financieras,Prestamos,469.02012000000025,Gobierno,False
2010T2,2010,2,Bce Final,S13,Gobierno general,S14_S15,Hogares,Prestamos,727.8446576035002,Gobierno,False
2010T2,2010,2,Bce Final,S2,Resto del mundo,S11,Empresas no financieras,Prestamos,19677.561976105004,Resto del mundo,False
2010T2,2010,2,Bce Final,S11,Empresas no financieras,S11,Empresas no financieras,Titulos deuda,663.6613252761882,Empresas NF,False
2010T2,2010,2,Bce Final,S122,Bancos y cooperativas,S11,Empresas no financieras,Titulos deuda,216.88938611579866,Bancario,True
2010T2,2010,2,Bce Final,S123,Fondos del mercado monetario,S11,Empresas no financieras,Titulos deuda,195.033211471,NBFI,True
2010T2,2010,2,Bce Final,S124,Fondos del mercado no monetario,S11,Empresas no financieras,Titulos deuda,310.2414806662087,NBFI,True
2010T2,2010,2,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S11,Empresas no financieras,Titulos deuda,36.80770438104861,NBFI,True
2010T2,2010,2,Bce Final,S128,Compañías de seguro,S11,Empresas no financieras,Titulos deuda,5672.283100927781,NBFI,True
2010T2,2010,2,Bce Final,S129,Fondo de pensiones,S11,Empresas no financieras,Titulos deuda,6093.522120245632,NBFI,True
2010T2,2010,2,Bce Final,S13,Gobierno general,S11,Empresas no financieras,Titulos deuda,48.906232973,Gobierno,False
2010T2,2010,2,Bce Final,S14_S15,Hogares,S11,Empresas no financieras,Titulos deuda,5.342822513914096,Hogares,False
2010T2,2010,2,Bce Final,S2,Resto del mundo,S11,Empresas no financieras,Titulos deuda,5269.664261027502,Resto del mundo,False
2010T3,2010,3,Bce Final,S11,Empresas no financieras,S11,Empresas no financieras,Prestamos,0.4777300000000001,Empresas NF,False
2010T3,2010,3,Bce Final,S122,Bancos y cooperativas,S11,Empresas no financieras,Prestamos,38061.450496200596,Bancario,True
2010T3,2010,3,Bce Final,S122,Bancos y cooperativas,S14_S15,Hogares,Prestamos,29804.944260000004,Bancario,True
2010T3,2010,3,Bce Final,S124,Fondos del mercado no monetario,S11,Empresas no financieras,Prestamos,1.66938,NBFI,True
2010T3,2010,3,Bce Final,S124,Fondos del mercado no monetario,S14_S15,Hogares,Prestamos,8.852409999999999,NBFI,True
2010T3,2010,3,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S11,Empresas no financieras,Prestamos,828.0987463033928,NBFI,True
2010T3,2010,3,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S14_S15,Hogares,Prestamos,2177.48024,NBFI,True
2010T3,2010,3,Bce Final,S128,Compañías de seguro,S11,Empresas no financieras,Prestamos,1211.9371999999998,NBFI,True
2010T3,2010,3,Bce Final,S128,Compañías de seguro,S14_S15,Hogares,Prestamos,2251.27197,NBFI,True
2010T3,2010,3,Bce Final,S13,Gobierno general,S11,Empresas no financieras,Prestamos,486.51793999999995,Gobierno,False
2010T3,2010,3,Bce Final,S13,Gobierno general,S14_S15,Hogares,Prestamos,707.0818372028,Gobierno,False
2010T3,2010,3,Bce Final,S2,Resto del mundo,S11,Empresas no financieras,Prestamos,17958.692839687003,Resto del mundo,False
2010T3,2010,3,Bce Final,S11,Empresas no financieras,S11,Empresas no financieras,Titulos deuda,520.1986623669858,Empresas NF,False
2010T3,2010,3,Bce Final,S122,Bancos y cooperativas,S11,Empresas no financieras,Titulos deuda,224.8435892189302,Bancario,True
2010T3,2010,3,Bce Final,S123,Fondos del mercado monetario,S11,Empresas no financieras,Titulos deuda,119.723629159,NBFI,True
2010T3,2010,3,Bce Final,S124,Fondos del mercado no monetario,S11,Empresas no financieras,Titulos deuda,481.3265592159811,NBFI,True
2010T3,2010,3,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S11,Empresas no financieras,Titulos deuda,50.13985761992407,NBFI,True
2010T3,2010,3,Bce Final,S128,Compañías de seguro,S11,Empresas no financieras,Titulos deuda,5709.905793957,NBFI,True
2010T3,2010,3,Bce Final,S129,Fondo de pensiones,S11,Empresas no financieras,Titulos deuda,6017.204562998661,NBFI,True
2010T3,2010,3,Bce Final,S13,Gobierno general,S11,Empresas no financieras,Titulos deuda,50.300651109,Gobierno,False
2010T3,2010,3,Bce Final,S14_S15,Hogares,S11,Empresas no financieras,Titulos deuda,5.389792993526948,Hogares,False
2010T3,2010,3,Bce Final,S2,Resto del mundo,S11,Empresas no financieras,Titulos deuda,5227.549067039169,Resto del mundo,False
2010T4,2010,4,Bce Final,S11,Empresas no financieras,S11,Empresas no financieras,Prestamos,0.4680500000000001,Empresas NF,False
2010T4,2010,4,Bce Final,S122,Bancos y cooperativas,S11,Empresas no financieras,Prestamos,38950.69883101471,Bancario,True
2010T4,2010,4,Bce Final,S122,Bancos y cooperativas,S14_S15,Hogares,Prestamos,30827.24007,Bancario,True
2010T4,2010,4,Bce Final,S124,Fondos del mercado no monetario,S11,Empresas no financieras,Prestamos,0.796,NBFI,True
2010T4,2010,4,Bce Final,S124,Fondos del mercado no monetario,S14_S15,Hogares,Prestamos,8.433759999999998,NBFI,True
2010T4,2010,4,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S11,Empresas no financieras,Prestamos,841.9241292191333,NBFI,True
2010T4,2010,4,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S14_S15,Hogares,Prestamos,2270.6497799999997,NBFI,True
2010T4,2010,4,Bce Final,S128,Compañías de seguro,S11,Empresas no financieras,Prestamos,1228.85921,NBFI,True
2010T4,2010,4,Bce Final,S128,Compañías de seguro,S14_S15,Hogares,Prestamos,2214.9269499999996,NBFI,True
2010T4,2010,4,Bce Final,S13,Gobierno general,S11,Empresas no financieras,Prestamos,513.4194,Gobierno,False
2010T4,2010,4,Bce Final,S13,Gobierno general,S14_S15,Hogares,Prestamos,773.5862317428,Gobierno,False
2010T4,2010,4,Bce Final,S2,Resto del mundo,S11,Empresas no financieras,Prestamos,17313.024991820002,Resto del mundo,False
2010T4,2010,4,Bce Final,S11,Empresas no financieras,S11,Empresas no financieras,Titulos deuda,451.9298320657521,Empresas NF,False
2010T4,2010,4,Bce Final,S122,Bancos y cooperativas,S11,Empresas no financieras,Titulos deuda,262.8194612840912,Bancario,True
2010T4,2010,4,Bce Final,S123,Fondos del mercado monetario,S11,Empresas no financieras,Titulos deuda,103.134088122,NBFI,True
2010T4,2010,4,Bce Final,S124,Fondos del mercado no monetario,S11,Empresas no financieras,Titulos deuda,638.9965692258601,NBFI,True
2010T4,2010,4,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S11,Empresas no financieras,Titulos deuda,34.220184553153665,NBFI,True
2010T4,2010,4,Bce Final,S128,Compañías de seguro,S11,Empresas no financieras,Titulos deuda,5778.804873428823,NBFI,True
2010T4,2010,4,Bce Final,S129,Fondo de pensiones,S11,Empresas no financieras,Titulos deuda,5842.565914772814,NBFI,True
2010T4,2010,4,Bce Final,S13,Gobierno general,S11,Empresas no financieras,Titulos deuda,52.086175099,Gobierno,False
2010T4,2010,4,Bce Final,S14_S15,Hogares,S11,Empresas no financieras,Titulos deuda,2.537518447508105,Hogares,False
2010T4,2010,4,Bce Final,S2,Resto del mundo,S11,Empresas no financieras,Titulos deuda,5667.946828888541,Resto del mundo,False
2011T1,2011,1,Bce Final,S11,Empresas no financieras,S11,Empresas no financieras,Prestamos,0.43799,Empresas NF,False
2011T1,2011,1,Bce Final,S122,Bancos y cooperativas,S11,Empresas no financieras,Prestamos,40334.233966387255,Bancario,True
2011T1,2011,1,Bce Final,S122,Bancos y cooperativas,S14_S15,Hogares,Prestamos,31754.72231,Bancario,True
2011T1,2011,1,Bce Final,S124,Fondos del mercado no monetario,S11,Empresas no financieras,Prestamos,0.061460000000000035,NBFI,True
2011T1,2011,1,Bce Final,S124,Fondos del mercado no monetario,S14_S15,Hogares,Prestamos,1.2011500000000015,NBFI,True
2011T1,2011,1,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S11,Empresas no financieras,Prestamos,760.0848168645086,NBFI,True
2011T1,2011,1,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S14_S15,Hogares,Prestamos,2382.4366999999997,NBFI,True
2011T1,2011,1,Bce Final,S128,Compañías de seguro,S11,Empresas no financieras,Prestamos,1293.2568999999999,NBFI,True
2011T1,2011,1,Bce Final,S128,Compañías de seguro,S14_S15,Hogares,Prestamos,2214.9441199999997,NBFI,True
2011T1,2011,1,Bce Final,S13,Gobierno general,S11,Empresas no financieras,Prestamos,512.06728,Gobierno,False
2011T1,2011,1,Bce Final,S13,Gobierno general,S14_S15,Hogares,Prestamos,752.76169322711,Gobierno,False
2011T1,2011,1,Bce Final,S2,Resto del mundo,S11,Empresas no financieras,Prestamos,17976.913801605,Resto del mundo,False
2011T1,2011,1,Bce Final,S11,Empresas no financieras,S11,Empresas no financieras,Titulos deuda,605.6788411079201,Empresas NF,False
2011T1,2011,1,Bce Final,S122,Bancos y cooperativas,S11,Empresas no financieras,Titulos deuda,269.22474693481524,Bancario,True
2011T1,2011,1,Bce Final,S123,Fondos del mercado monetario,S11,Empresas no financieras,Titulos deuda,104.750204725,NBFI,True
2011T1,2011,1,Bce Final,S124,Fondos del mercado no monetario,S11,Empresas no financieras,Titulos deuda,667.2519911007946,NBFI,True
2011T1,2011,1,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S11,Empresas no financieras,Titulos deuda,31.60130301495369,NBFI,True
2011T1,2011,1,Bce Final,S128,Compañías de seguro,S11,Empresas no financieras,Titulos deuda,6022.400929916511,NBFI,True
2011T1,2011,1,Bce Final,S129,Fondo de pensiones,S11,Empresas no financieras,Titulos deuda,5973.359999491766,NBFI,True
2011T1,2011,1,Bce Final,S13,Gobierno general,S11,Empresas no financieras,Titulos deuda,54.106077136,Gobierno,False
2011T1,2011,1,Bce Final,S14_S15,Hogares,S11,Empresas no financieras,Titulos deuda,2.100855497223346,Hogares,False
2011T1,2011,1,Bce Final,S2,Resto del mundo,S11,Empresas no financieras,Titulos deuda,6356.020966184851,Resto del mundo,False
2011T2,2011,2,Bce Final,S11,Empresas no financieras,S11,Empresas no financieras,Prestamos,0.4585800000000001,Empresas NF,False
2011T2,2011,2,Bce Final,S122,Bancos y cooperativas,S11,Empresas no financieras,Prestamos,42251.2025576625,Bancario,True
2011T2,2011,2,Bce Final,S122,Bancos y cooperativas,S14_S15,Hogares,Prestamos,32996.02047,Bancario,True
2011T2,2011,2,Bce Final,S124,Fondos del mercado no monetario,S11,Empresas no financieras,Prestamos,0.059960000000000034,NBFI,True
2011T2,2011,2,Bce Final,S124,Fondos del mercado no monetario,S14_S15,Hogares,Prestamos,3.7891900000000014,NBFI,True
2011T2,2011,2,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S11,Empresas no financieras,Prestamos,775.2566665832019,NBFI,True
2011T2,2011,2,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S14_S15,Hogares,Prestamos,2451.6272569,NBFI,True
2011T2,2011,2,Bce Final,S128,Compañías de seguro,S11,Empresas no financieras,Prestamos,1319.1874299999997,NBFI,True
2011T2,2011,2,Bce Final,S128,Compañías de seguro,S14_S15,Hogares,Prestamos,2246.01302,NBFI,True
2011T2,2011,2,Bce Final,S13,Gobierno general,S11,Empresas no financieras,Prestamos,525.4601300000002,Gobierno,False
2011T2,2011,2,Bce Final,S13,Gobierno general,S14_S15,Hogares,Prestamos,728.15836322711,Gobierno,False
2011T2,2011,2,Bce Final,S2,Resto del mundo,S11,Empresas no financieras,Prestamos,17765.329710776,Resto del mundo,False
2011T2,2011,2,Bce Final,S11,Empresas no financieras,S11,Empresas no financieras,Titulos deuda,439.65599713663136,Empresas NF,False
2011T2,2011,2,Bce Final,S122,Bancos y cooperativas,S11,Empresas no financieras,Titulos deuda,294.6632595737226,Bancario,True
2011T2,2011,2,Bce Final,S123,Fondos del mercado monetario,S11,Empresas no financieras,Titulos deuda,80.70641388,NBFI,True
2011T2,2011,2,Bce Final,S124,Fondos del mercado no monetario,S11,Empresas no financieras,Titulos deuda,865.7384558175668,NBFI,True
2011T2,2011,2,Bce Final,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S11,Empresas no financieras,Titulos deuda,113.4010815458522,NBFI,True
2011T2,2011,2,Bce Final,S128,Compañías de seguro,S11,Empresas no financieras,Titulos deuda,6217.794714325279,NBFI,True
2011T2,2011,2,Bce Final,S129,Fondo de pensiones,S11,Empresas no financieras,Titulos deuda,5926.463507033661,NBFI,True
