periodo,año,trimestre,act_total,pas_prestamos_cp,pas_prestamos_lp,pas_prestamos_total,pas_depositos_vista,pas_depositos_otros,pas_depositos_total,pas_total,sector_codigo,sector_nombre,act_titulos_cp,act_titulos_lp,act_titulos_total,act_prestamos_cp,act_prestamos_lp,act_prestamos_total,act_cuotas_fmm,act_cuotas_fnm,act_depositos_vista,act_depositos_otros,pas_titulos_cp,pas_titulos_lp,pas_titulos_total,activos_netos,act_titulos_total_calc,act_prestamos_total_calc,act_depositos_total_calc,pas_titulos_total_calc,pas_prestamos_total_calc,pas_depositos_total_calc,act_credito_intermediado,act_sin_acciones,activo_proxy
2014T3,2014,3,162326.3058,2631.7505,7267.9901,9899.7406,,,0.0,160715.3582,S125_S126,Otros intermediarios y auxiliares,16.6062,410.059,426.6652,957.1494,2960.2014,3917.3508,1543.8188,1156.5406,2677.6426,4163.8835,,,,,426.6652,3917.3508,6841.5261,0.0,9899.740600000001,0.0,4344.0160000000005,13885.9015,162326.3058
2014T3,2014,3,30595.8609,,,,,,,,S128,Compañías de seguros,44.1691,18619.6359,,,,,,,240.8662,925.8586,,,,,18663.805,0.0,1166.7248,0.0,0.0,0.0,18663.805,19830.5298,30595.8609
2014T3,2014,3,102875.3748,,,,,,,102875.3731,S129,Fondos de pensiones,389.3667,41106.9063,,0.0,0.0,0.0,0.0,35248.7432,346.6528,7604.4252,,,,,41496.273,0.0,7951.0779999999995,0.0,0.0,0.0,41496.273,84696.09419999999,102875.3748
2014T3,2014,3,42907.5788,3.8051,982.8972,986.7023,,,0.0,29580.2247,S13,Gobierno general,3127.1814,11378.3637,,,,,,,4876.876,3048.7785,0.0,22637.7147,22637.7147,,14505.5451,0.0,7925.654500000001,22637.7147,986.7023,0.0,14505.5451,22431.1996,42907.5788
2014T3,2014,3,255273.0572,6873.8857,97095.7184,103969.6042,,,,460342.1215,S11,Empresas no financieras,1657.7061,7344.181,9001.8872,5.7445,8516.4744,8522.2188,3677.5373,4779.6613,8891.6878,24886.6379,1.266,33047.14,33048.406,-205069.0643,9001.8871,8522.2189,33778.3257,33048.406,103969.6041,0.0,17524.106,59759.6303,255273.0572
2014T3,2014,3,246627.1528,4999.6282,50931.1122,55930.7404,,,,58968.2604,S14_S15,Hogares e IPSFLSH,5.1257,223.082,228.2077,,,,6471.0909,7410.7192,13195.5688,14477.2749,,,,187658.8924,228.2077,0.0,27672.843699999998,0.0,55930.7404,0.0,228.2077,41782.8615,246627.1528
2014T3,2014,3,209239.8648,,,,,,,194254.8667,S2,Resto del mundo,967.7114,28837.2956,,3103.2562,49040.7612,52144.0174,597.4606,673.1207,692.3461,1.9107,,,,,29805.007,52144.0174,694.2568,0.0,0.0,0.0,81949.0244,83913.8625,209239.8648
2014T4,2014,4,25589.3243,8.2333,793.882,802.1153,13633.6108,1762.1479,15395.7587,26568.479,S121,Banco Central,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,802.1152999999999,15395.7587,0.0,0.0,25589.3243
2014T4,2014,4,155489.6599,3122.9774,5230.485,8353.4624,28237.5973,68374.3233,96611.9206,164206.9689,S122,Bancos y cooperativas,711.8573,7900.0152,8611.8726,15497.6694,104764.5877,120262.2571,507.3908,0.0,11005.7338,7219.5209,1036.5186,30983.9694,32020.488,-8717.309,8611.8725,120262.2571,18225.2547,32020.488,8353.4624,96611.92060000001,128874.1296,147606.7751,155489.6599
2014T4,2014,4,,,,,,,,13879.4243,S123,Fondos mercado monetario,218.0819,1167.6091,1385.691,,,,1.3609,0.0,,,,,,,1385.6909999999998,0.0,0.0,0.0,0.0,0.0,1385.6909999999998,1387.0518999999997,13879.4243
2014T4,2014,4,,,,,,,,19158.8242,S124,Fondos mercado no monetario,134.6995,7930.9424,,7.539,58.2906,65.8296,13.2187,2727.959,,,,,,55.2021,8065.6419,65.8296,0.0,0.0,0.0,0.0,8131.4715,10872.6492,19158.8242
2014T4,2014,4,161744.6266,2681.7151,6316.1011,8997.8161,,,0.0,159347.2574,S125_S126,Otros intermediarios y auxiliares,13.4458,456.3805,469.8263,1019.7506,3027.9623,4047.7129,1524.2366,1134.2437,3074.6473,4040.8677,,,,,469.8263,4047.7129,7115.514999999999,0.0,8997.8162,0.0,4517.5392,14291.534499999998,161744.6266
2014T4,2014,4,31567.9508,,,,,,,,S128,Compañías de seguros,33.0777,18971.708,,,,,,,255.6537,1038.7911,,,,,19004.7857,0.0,1294.4448,0.0,0.0,0.0,19004.7857,20299.2305,31567.9508
2014T4,2014,4,105372.6506,,,,,,,105372.6488,S129,Fondos de pensiones,86.0662,42806.5265,,0.0,0.0,0.0,0.0,35604.2338,318.4163,8161.2747,,,,,42892.5927,0.0,8479.691,0.0,0.0,0.0,42892.5927,86976.5175,105372.6506
2014T4,2014,4,39627.9228,2.5612,1001.6175,1004.1787,,,0.0,33104.6992,S13,Gobierno general,2100.7275,11630.7258,,,,,,,5028.1538,3848.8276,0.0,25828.391,25828.391,,13731.453300000001,0.0,8876.9814,25828.391,1004.1786999999999,0.0,13731.453300000001,22608.4347,39627.9228
2014T4,2014,4,266886.1055,6823.6801,101880.7348,108704.4149,,,,474127.1789,S11,Empresas no financieras,2073.1862,7092.7554,9165.9416,1.2716,8518.5959,8519.8675,4130.54,4665.0381,12371.1815,24469.5283,1.289,34722.3286,34723.6176,-207241.0734,9165.9416,8519.8675,36840.709800000004,34723.6176,108704.4149,0.0,17685.8091,63322.097,266886.1055
2014T4,2014,4,254320.6291,5325.397,52915.5065,58240.9036,,,,61569.9008,S14_S15,Hogares e IPSFLSH,11.1183,225.5605,236.6788,,,,6706.0118,6966.0654,14458.2455,15270.5104,,,,192750.7282,236.6788,0.0,29728.7559,0.0,58240.9035,0.0,236.6788,43637.511900000005,254320.6291
2014T4,2014,4,214871.8455,,,,,,,198836.1528,S2,Resto del mundo,1036.5186,30977.3083,,3385.4517,51780.9257,55166.3774,619.1503,629.7802,747.9835,0.7323,,,,,32013.8269,55166.3774,748.7158000000001,0.0,0.0,0.0,87180.2043,89177.85059999999,214871.8455
2015T1,2015,1,25153.5477,0.3899,782.3184,782.7083,12736.8447,1254.0306,13990.8753,26207.2047,S121,Banco Central,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,782.7083,13990.8753,0.0,0.0,25153.5477
2015T1,2015,1,156493.9632,2806.3692,5045.4855,7851.8547,27694.724,68449.7232,96144.4471,166543.0911,S122,Bancos y cooperativas,1310.9025,6525.9271,7836.8296,15770.4959,105807.7575,121578.2534,577.5306,0.0,10987.7571,7220.2196,1006.2821,32751.7098,33757.9919,-10049.1279,7836.8296,121578.2534,18207.9767,33757.9919,7851.8547,96144.4472,129415.083,148200.59029999998,156493.9632
2015T1,2015,1,,,,,,,,13810.9736,S123,Fondos mercado monetario,455.9373,867.9403,1323.8777,,,,0.6399,0.0,,,,,,,1323.8776,0.0,0.0,0.0,0.0,0.0,1323.8776,1324.5175,13810.9736
2015T1,2015,1,,,,,,,,22005.8331,S124,Fondos mercado no monetario,221.6413,9424.8145,,87.7364,63.4614,151.1977,23.9167,3279.8472,,,,,,-174.0392,9646.4558,151.1978,0.0,0.0,0.0,0.0,9797.6536,13101.4175,22005.8331
2015T1,2015,1,163328.7953,2804.6863,6942.9977,9747.684,,,0.0,162200.2029,S125_S126,Otros intermediarios y auxiliares,28.028,422.472,450.5,1084.6877,3055.0918,4139.7795,1718.5057,1323.481,3122.0865,3567.7035,,,,,450.5,4139.779500000001,6689.79,0.0,9747.684,0.0,4590.279500000001,14322.0562,163328.7953
2015T1,2015,1,32599.0358,,,,,,,,S128,Compañías de seguros,36.4981,19578.7546,,,,,,,276.0766,1048.4046,,,,,19615.2527,0.0,1324.4812000000002,0.0,0.0,0.0,19615.2527,20939.7339,32599.0358
2015T1,2015,1,109905.7484,,,,,,,109905.7467,S129,Fondos de pensiones,499.9335,43194.5008,,0.0,0.0,0.0,0.0,38398.8734,446.3186,7881.0873,,,,,43694.4343,0.0,8327.4059,0.0,0.0,0.0,43694.4343,90420.71359999999,109905.7484
2015T1,2015,1,40184.8288,2.1994,990.2003,992.3997,,,0.0,32859.9708,S13,Gobierno general,2626.1067,11463.5041,,,,,,,5028.3135,2859.9388,0.0,25006.448,25006.448,,14089.6108,0.0,7888.2523,25006.448,992.3996999999999,0.0,14089.6108,21977.863100000002,40184.8288
2015T1,2015,1,275172.2991,6587.2027,103447.3448,110034.5475,,,,488668.3216,S11,Empresas no financieras,2061.0926,7040.001,9101.0936,7.16,9761.7163,9768.8764,4228.4972,5972.1358,9921.5377,25121.7414,11.9458,36496.1663,36508.1122,-213496.0225,9101.0936,9768.8763,35043.2791,36508.1121,110034.5475,0.0,18869.9699,64113.882,275172.2991
2015T1,2015,1,261461.2673,5459.8162,54021.4534,59481.2696,,,,62788.7647,S14_S15,Hogares e IPSFLSH,6.7436,233.0958,239.8394,,,,6208.7385,7879.9203,14526.4656,15650.6187,,,,198672.5026,239.83939999999998,0.0,30177.084300000002,0.0,59481.2696,0.0,239.83939999999998,44505.582500000004,261461.2673
2015T1,2015,1,221675.5497,,,,,,,203545.0146,S2,Resto del mundo,1006.2821,32789.9562,,2593.3382,53555.7641,56149.1024,615.0968,737.0949,912.8084,0.277,,,,,33796.2383,56149.1023,913.0854,0.0,0.0,0.0,89945.3406,92210.61769999999,221675.5497
2015T2,2015,2,25122.0699,0.0296,805.6332,805.6628,12380.7405,920.4517,13301.1922,26008.7959,S121,Banco Central,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,805.6628,13301.1922,0.0,0.0,25122.0699
2015T2,2015,2,159032.4139,3110.3871,5077.985,8188.3721,28570.8657,68550.0528,97120.9184,168935.6786,S122,Bancos y cooperativas,1326.3468,7399.7567,8726.1035,15844.8356,108628.9526,124473.7882,493.6602,0.0,10582.9572,6741.5074,1028.1222,34025.2109,35053.333,-9903.2647,8726.1035,124473.78820000001,17324.4646,35053.333099999996,8188.3721,97120.9185,133199.8917,151018.01650000003,159032.4139
2015T2,2015,2,,,,,,,,14103.8043,S123,Fondos mercado monetario,383.4593,969.746,1353.2053,,,,0.0,0.0,,,,,,,1353.2053,0.0,0.0,0.0,0.0,0.0,1353.2053,1353.2053,14103.8043
2015T2,2015,2,,,,,,,,22439.3905,S124,Fondos mercado no monetario,186.2847,9767.7153,,99.8782,67.8129,167.6911,28.6128,3863.9074,,,,,,-12.167,9954.0,167.6911,0.0,0.0,0.0,0.0,10121.6911,14014.2113,22439.3905
2015T2,2015,2,164906.278,2870.7179,7045.9206,9916.6385,,,0.0,162288.3109,S125_S126,Otros intermediarios y auxiliares,13.8434,435.3488,449.1923,1087.7459,2995.8602,4083.6061,1604.2702,1297.1739,3185.6794,3338.9339,,,,,449.19219999999996,4083.6061,6524.6133,0.0,9916.638500000001,0.0,4532.7983,13958.855699999998,164906.278
2015T2,2015,2,33458.4828,,,,,,,,S128,Compañías de seguros,32.5064,20043.4673,,,,,,,284.5757,1105.3707,,,,,20075.9737,0.0,1389.9463999999998,0.0,0.0,0.0,20075.9737,21465.9201,33458.4828
2015T2,2015,2,110849.5069,,,,,,,110849.5052,S129,Fondos de pensiones,413.5793,44829.1789,,0.0,0.0,0.0,0.0,39737.3775,214.8424,7124.8608,,,,,45242.7582,0.0,7339.7032,0.0,0.0,0.0,45242.7582,92319.8389,110849.5069
2015T2,2015,2,42787.8135,1.8027,995.4036,997.2063,,,0.0,35218.7126,S13,Gobierno general,3218.7092,12263.316,,,,,,,5213.8237,3099.7448,0.0,27613.9217,27613.9217,,15482.0252,0.0,8313.5685,27613.9217,997.2062999999999,0.0,15482.0252,23795.593699999998,42787.8135
2015T2,2015,2,276834.7057,6774.1705,105215.08,111989.2505,,,,492894.0598,S11,Empresas no financieras,2078.0681,7473.2872,9551.3553,7.4457,10887.6417,10895.0874,4390.1784,5793.2411,10480.0253,25289.3939,0.0,37064.1176,37064.1176,-216059.3541,9551.3553,10895.0874,35769.4192,37064.1176,111989.2505,0.0,20446.4427,66399.28139999999,276834.7057
2015T2,2015,2,265114.1181,5407.9761,55803.8637,61211.8398,,,,64710.0744,S14_S15,Hogares e IPSFLSH,5.5647,236.6381,242.2028,,,,6340.3808,7900.1035,14940.0328,15949.2272,,,,200404.0437,242.2028,0.0,30889.260000000002,0.0,61211.8398,0.0,242.2028,45371.9471,265114.1181
2015T2,2015,2,224642.6559,,,,,,,207622.6094,S2,Resto del mundo,1028.1222,34160.0746,,2631.3309,54482.5314,57113.8623,628.1386,813.1188,1012.3156,0.2971,,,,,35188.1968,57113.8623,1012.6127,0.0,0.0,0.0,92302.0591,94755.9292,224642.6559
2015T3,2015,3,27892.7938,0.0001,885.3162,885.3163,11981.2526,1459.0488,13440.3015,28816.6794,S121,Banco Central,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,885.3163,13440.3014,0.0,0.0,27892.7938
2015T3,2015,3,165813.3955,3200.3616,5787.3647,8987.7263,28956.2618,71886.5047,100842.7665,175407.567,S122,Bancos y cooperativas,1355.3378,7162.5391,8517.8769,16827.7722,112741.0678,129568.8401,399.8952,0.0,10435.8317,7333.02,778.2988,35558.7259,36337.0247,-9594.1715,8517.8769,129568.84,17768.8517,36337.024699999994,8987.7263,100842.7665,138086.7169,156255.4638,165813.3955
2015T3,2015,3,,,,,,,,14434.7972,S123,Fondos mercado monetario,182.5893,1102.6096,1285.1988,,,,0.0,0.0,,,,,,,1285.1989,0.0,0.0,0.0,0.0,0.0,1285.1989,1285.1989,14434.7972
2015T3,2015,3,,,,,,,,23661.1616,S124,Fondos mercado no monetario,133.6688,10456.8444,,120.696,73.511,194.2069,29.0439,4106.5771,,,,,,38.0181,10590.5132,194.207,0.0,0.0,0.0,0.0,10784.7202,14920.3412,23661.1616
2015T3,2015,3,173498.326,2999.086,7443.7961,10442.8821,,,0.0,171539.8166,S125_S126,Otros intermediarios y auxiliares,23.3694,483.629,506.9984,1092.1398,3017.8317,4109.9715,1676.8311,1327.1193,3005.642,3388.3544,,,,,506.9984,4109.9715,6393.9964,0.0,10442.882099999999,0.0,4616.9699,14014.9167,173498.326
2015T3,2015,3,34878.3144,,,,,,,,S128,Compañías de seguros,39.8463,20988.865,,,,,,,298.9252,1174.4596,,,,,21028.711300000003,0.0,1473.3847999999998,0.0,0.0,0.0,21028.711300000003,22502.096100000002,34878.3144
2015T3,2015,3,111691.6685,,,,,,,111691.6668,S129,Fondos de pensiones,69.5096,48271.4689,,0.0,0.0,0.0,0.0,37113.408,556.0403,8518.6322,,,,,48340.9785,0.0,9074.6725,0.0,0.0,0.0,48340.9785,94529.05900000001,111691.6685
2015T3,2015,3,47512.7666,1.2691,1059.7907,1061.0598,,,0.0,37028.4368,S13,Gobierno general,4030.1641,13661.0226,,,,,,,5203.9114,3000.5996,0.0,29314.1636,29314.1636,,17691.1867,0.0,8204.511,29314.1636,1061.0598,0.0,17691.1867,25895.697699999997,47512.7666
2015T3,2015,3,270167.2043,6959.3057,117642.9514,124602.2571,,,,501006.522,S11,Empresas no financieras,2277.2686,7437.5487,9714.8173,5.2938,18923.2999,18928.5937,4492.5743,6151.7474,10695.6772,26366.1336,0.0,40173.3921,40173.3921,-230839.3177,9714.8173,18928.5937,37061.8108,40173.3921,124602.2571,0.0,28643.411,76349.5435,270167.2043
2015T3,2015,3,271539.8433,5473.9624,57517.5902,62991.5526,,,,66478.9948,S14_S15,Hogares e IPSFLSH,5.27,262.6576,267.9275,,,,6489.179,8244.8519,15575.0871,16595.8325,,,,205060.8485,267.9276,0.0,32170.9196,0.0,62991.552599999995,0.0,267.9276,47172.8781,271539.8433
2015T3,2015,3,247151.0386,,,,,,,222540.2415,S2,Resto del mundo,778.2988,37429.1267,,2639.6139,65542.2738,68181.8877,642.8799,853.9428,1022.8183,0.3476,,,,,38207.4255,68181.88769999999,1023.1659000000001,0.0,0.0,0.0,106389.31319999999,108909.3018,247151.0386
2015T4,2015,4,28270.9596,0.2127,801.4214,801.6341,13868.8827,2065.8086,15934.6913,29012.1791,S121,Banco Central,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,801.6341,15934.6913,0.0,0.0,28270.9596
2015T4,2015,4,172391.9268,3236.9885,6781.2245,10018.213,32910.1627,73398.3057,106308.4684,180589.5444,S122,Bancos y cooperativas,941.8526,8651.887,9593.7396,16836.5452,116157.6608,132994.206,250.7006,0.0,12632.9144,7931.377,282.7542,35475.6327,35758.3868,-8197.6176,9593.7396,132994.206,20564.291400000002,35758.386900000005,10018.213,106308.4684,142587.9456,163402.93760000003,172391.9268
2015T4,2015,4,,,,,,,,14255.6648,S123,Fondos mercado monetario,128.3606,976.3608,1104.7215,,,,0.0,0.0,,,,,,,1104.7214000000001,0.0,0.0,0.0,0.0,0.0,1104.7214000000001,1104.7214000000001,14255.6648
2015T4,2015,4,,,,,,,,22615.5439,S124,Fondos mercado no monetario,62.2529,9482.1235,,101.412,79.0134,180.4254,21.0469,4728.1678,,,,,,41.0871,9544.3764,180.42540000000002,0.0,0.0,0.0,0.0,9724.8018,14474.016499999998,22615.5439
2015T4,2015,4,174371.6432,3147.0075,7764.8458,10911.8533,,,0.0,172881.534,S125_S126,Otros intermediarios y auxiliares,18.9915,499.9338,518.9253,1065.4182,3107.087,4172.5053,1645.3605,1279.7133,3385.8902,3411.0399,,,,,518.9253,4172.5052,6796.9301,0.0,10911.8533,0.0,4691.4304999999995,14413.4344,174371.6432
2015T4,2015,4,35569.0039,,,,,,,,S128,Compañías de seguros,42.7006,21211.8136,,,,,,,301.2599,1117.0461,,,,,21254.5142,0.0,1418.306,0.0,0.0,0.0,21254.5142,22672.820200000002,35569.0039
2015T4,2015,4,115052.6543,,,,,,,115052.6527,S129,Fondos de pensiones,0.1984,48306.3002,,0.0,0.0,0.0,0.0,38590.7498,700.5716,9438.0037,,,,,48306.4986,0.0,10138.575299999999,0.0,0.0,0.0,48306.4986,97035.8237,115052.6543
2015T4,2015,4,46608.8864,0.787,1047.9672,1048.7543,,,0.0,38534.0516,S13,Gobierno general,2492.0547,12545.7728,,,,,,,5871.9203,3428.2805,0.0,30455.8094,30455.8094,,15037.827500000001,0.0,9300.200799999999,30455.8094,1048.7542,0.0,15037.827500000001,24338.028299999998,46608.8864
2015T4,2015,4,281122.8331,6848.3158,119289.6681,126137.9839,,,,512563.9111,S11,Empresas no financieras,2315.9853,7254.6613,9570.6466,4.7768,17408.8711,17413.6479,4958.068,5659.4141,12321.4829,26076.3931,0.0,39242.0155,39242.0155,-231441.078,9570.6466,17413.6479,38397.876000000004,39242.0155,126137.98389999999,0.0,26984.2945,75999.6526,281122.8331
2015T4,2015,4,278270.3149,5794.2427,59651.3747,65445.6175,,,,69279.8016,S14_S15,Hogares e IPSFLSH,12.9783,268.4572,281.4355,,,,6408.6498,7313.4101,16762.8703,17869.5675,,,,208990.5132,281.4355,0.0,34632.4378,0.0,65445.6174,0.0,281.4355,48635.9332,278270.3149
2015T4,2015,4,245966.0012,,,,,,,223074.849,S2,Resto del mundo,282.7542,36944.245,,2948.1007,66465.1462,69413.2469,634.9019,768.9586,1014.6346,0.3622,,,,,37226.999200000006,69413.2469,1014.9968,0.0,0.0,0.0,106640.2461,109059.10339999999,245966.0012
2016T1,2016,1,27644.2692,0.0054,777.0063,777.0117,13876.9606,1863.1376,15740.0982,28527.7326,S121,Banco Central,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,777.0117,15740.0982,0.0,0.0,27644.2692
2016T1,2016,1,172231.353,2720.0361,6600.1085,9320.1446,31321.2454,75343.4947,106664.7401,180685.3797,S122,Bancos y cooperativas,2036.4075,6932.5366,8968.9441,16308.1281,117315.0019,133623.13,328.7546,0.0,11978.9108,8210.4111,184.4923,35713.0936,35897.5859,-8454.0267,8968.9441,133623.13,20189.3219,35897.5859,9320.1446,106664.7401,142592.0741,163110.1506,172231.353
2016T1,2016,1,,,,,,,,15404.0986,S123,Fondos mercado monetario,424.255,1318.0453,1742.3003,,,,0.0,0.0,,,,,,,1742.3002999999999,0.0,0.0,0.0,0.0,0.0,1742.3002999999999,1742.3002999999999,15404.0986
2016T1,2016,1,,,,,,,,23363.5115,S124,Fondos mercado no monetario,129.6669,10440.8287,,98.9017,84.1818,183.0836,26.9185,4290.1833,,,,,,37.812,10570.4956,183.08350000000002,0.0,0.0,0.0,0.0,10753.5791,15070.6809,23363.5115
2016T1,2016,1,173191.0555,3256.4814,7307.5108,10563.9922,,,0.0,171824.6969,S125_S126,Otros intermediarios y auxiliares,26.0604,539.8313,565.8917,1068.3073,3089.2386,4157.5459,1834.636,1310.2464,3515.6641,3706.0472,,,,,565.8917,4157.5459,7221.7113,0.0,10563.9922,0.0,4723.4376,15090.0313,173191.0555
2016T1,2016,1,36217.6386,,,,,,,,S128,Compañías de seguros,85.0543,21584.3104,,,,,,,347.0555,1079.8006,,,,,21669.3647,0.0,1426.8561,0.0,0.0,0.0,21669.3647,23096.2208,36217.6386
2016T1,2016,1,116112.5825,,,,,,,116112.5808,S129,Fondos de pensiones,407.2707,50902.0062,,0.0,0.0,0.0,0.0,37478.6508,450.8032,10121.7457,,,,,51309.276900000004,0.0,10572.5489,0.0,0.0,0.0,51309.276900000004,99360.47660000001,116112.5825
2016T1,2016,1,48104.7221,0.7718,1094.5539,1095.3257,,,0.0,41258.5113,S13,Gobierno general,3456.1511,13444.3029,,,,,,,5636.6911,3278.9281,0.0,32528.2296,32528.2296,,16900.454,0.0,8915.619200000001,32528.2296,1095.3257,0.0,16900.454,25816.073200000003,48104.7221
2016T1,2016,1,293558.0971,6825.8453,118405.443,125231.2883,,,,529943.1727,S11,Empresas no financieras,2174.2208,6983.691,9157.9117,7.3405,16767.904,16775.2445,5159.127,6051.1457,10927.2896,25435.1108,0.0,39411.7428,39411.7428,-236385.0756,9157.9118,16775.244499999997,36362.4004,39411.7428,125231.2883,0.0,25933.156299999995,73505.82939999999,293558.0971
2016T1,2016,1,283288.6903,5882.0593,61094.67,66976.7292,,,,70740.7729,S14_S15,Hogares e IPSFLSH,7.0288,243.4319,250.4607,,,,6914.2601,7295.3059,16622.0084,18908.8299,,,,212547.9174,250.4607,0.0,35530.8383,0.0,66976.72929999999,0.0,250.4607,49990.865000000005,283288.6903
2016T1,2016,1,245290.2819,,,,,,,219506.887,S2,Resto del mundo,184.4923,37404.4423,,2576.0866,64697.4536,67273.5402,687.7307,812.2563,1073.6243,3.2235,,,,,37588.9346,67273.5402,1076.8478,0.0,0.0,0.0,104862.4748,107439.3096,245290.2819
2016T2,2016,2,27087.6639,0.0011,755.9492,755.9503,12963.1228,1887.6452,14850.768,27874.7392,S121,Banco Central,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,755.9503,14850.768,0.0,0.0,27087.6639
2016T2,2016,2,175978.5406,2994.7989,6457.981,9452.7799,31822.7639,75878.2451,107701.0091,183957.6683,S122,Bancos y cooperativas,1610.6344,7325.752,8936.3865,16520.9847,119664.8583,136185.843,166.7348,0.0,11926.3597,8225.4473,262.1445,37111.2688,37373.4134,-7979.1277,8936.3864,136185.843,20151.807,37373.4133,9452.7799,107701.009,145122.22939999998,165440.7712,175978.5406
2016T2,2016,2,,,,,,,,15184.2552,S123,Fondos mercado monetario,319.1641,1156.6206,1475.7848,,,,0.0,0.0,,,,,,,1475.7847,0.0,0.0,0.0,0.0,0.0,1475.7847,1475.7847,15184.2552
2016T2,2016,2,,,,,,,,24964.0811,S124,Fondos mercado no monetario,154.5334,11372.8266,,130.1769,89.819,219.9959,28.6622,4253.4873,,,,,,-14.1418,11527.36,219.9959,0.0,0.0,0.0,0.0,11747.3559,16029.505400000002,24964.0811
2016T2,2016,2,173005.45,3008.1143,7451.6062,10459.7205,,,0.0,171604.321,S125_S126,Otros intermediarios y auxiliares,21.1304,456.4965,477.6269,1032.0275,3090.4409,4122.4684,1639.65,1269.1634,3114.447,3470.8374,,,,,477.62690000000003,4122.4684,6585.2844000000005,0.0,10459.7205,0.0,4600.0953,14094.1931,173005.45
2016T2,2016,2,37146.5089,,,,,,,,S128,Compañías de seguros,79.5051,21985.2007,,,,,,,335.6153,1295.0843,,,,,22064.7058,0.0,1630.6996,0.0,0.0,0.0,22064.7058,23695.4054,37146.5089
2016T2,2016,2,117034.8794,,,,,,,117034.8777,S129,Fondos de pensiones,722.4131,54095.8604,,0.0,0.0,0.0,0.0,37686.2008,646.3468,9044.1233,,,,,54818.273499999996,0.0,9690.470099999999,0.0,0.0,0.0,54818.273499999996,102194.9444,117034.8794
2016T2,2016,2,49301.4652,0.8821,1153.4864,1154.3685,,,0.0,44376.0208,S13,Gobierno general,3992.3029,13469.1013,,,,,,,6275.4897,3628.466,0.0,35170.8773,35170.8773,,17461.4042,0.0,9903.9557,35170.8773,1154.3685,0.0,17461.4042,27365.359900000003,49301.4652
2016T2,2016,2,298798.5003,6901.405,118390.1617,125291.5668,,,,536102.185,S11,Empresas no financieras,2079.3637,7508.6839,9588.0475,3.9526,16644.4134,16648.366,5089.4176,6633.7751,11177.9093,25495.3992,0.0,39346.092,39346.092,-237303.6846,9588.0476,16648.366,36673.3085,39346.092,125291.5667,0.0,26236.4136,74632.9148,298798.5003
2016T2,2016,2,286992.6459,5851.7963,62670.5644,68522.3607,,,,72373.0421,S14_S15,Hogares e IPSFLSH,11.9923,237.0981,249.0905,,,,6815.5816,7727.2199,16758.6689,19472.9839,,,,214619.6038,249.0904,0.0,36231.652799999996,0.0,68522.3607,0.0,249.0904,51023.5447,286992.6459
2016T2,2016,2,244582.2182,,,,,,,218669.9953,S2,Resto del mundo,262.1445,37325.3788,,2610.1881,63903.933,66514.121,677.9156,830.3608,1265.4971,2.3851,,,,,37587.5233,66514.1211,1267.8822,0.0,0.0,0.0,104101.6444,106877.803,244582.2182
2016T3,2016,3,26880.1577,0.0475,751.5621,751.6096,12335.7891,1695.1402,14030.9293,27775.5107,S121,Banco Central,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,751.6096,14030.9293,0.0,0.0,26880.1577
2016T3,2016,3,175767.0845,3002.6583,5674.9895,8677.6479,30896.7146,75807.6873,106704.4019,185753.1926,S122,Bancos y cooperativas,2336.4829,6846.8074,9183.2903,16346.3656,121645.4722,137991.8378,174.3145,0.0,10184.5465,7923.6384,318.4518,39630.9887,39949.4405,-9986.1081,9183.2903,137991.8378,18108.1849,39949.440500000004,8677.647799999999,106704.4019,147175.1281,165457.6275,175767.0845
2016T3,2016,3,,,,,,,,15010.3114,S123,Fondos mercado monetario,305.3701,1216.9152,1522.2853,,,,0.0,0.0,,,,,,,1522.2853,0.0,0.0,0.0,0.0,0.0,1522.2853,1522.2853,15010.3114
2016T3,2016,3,,,,,,,,28611.995,S124,Fondos mercado no monetario,176.2858,13600.6945,,147.6914,94.5668,242.2582,35.1478,4969.2215,,,,,,49.057,13776.9803,242.2582,0.0,0.0,0.0,0.0,14019.2385,19023.607799999998,28611.995
2016T3,2016,3,175714.8577,2919.005,7303.0197,10222.0247,,,0.0,174373.5988,S125_S126,Otros intermediarios y auxiliares,28.2258,443.3307,471.5565,1023.2785,3176.4858,4199.7643,1781.5427,1340.6249,3210.9165,3351.0989,,,,,471.55649999999997,4199.7643,6562.0154,0.0,10222.0247,0.0,4671.3207999999995,14355.5038,175714.8577
2016T3,2016,3,38649.4574,,,,,,,,S128,Compañías de seguros,84.1487,23453.633,,,,,,,312.4643,1146.2509,,,,,23537.781700000003,0.0,1458.7152,0.0,0.0,0.0,23537.781700000003,24996.496900000002,38649.4574
2016T3,2016,3,122653.6615,,,,,,,122653.6598,S129,Fondos de pensiones,1043.2281,57602.3241,,0.0,0.0,0.0,0.0,39262.9173,572.8602,9578.5661,,,,,58645.5522,0.0,10151.4263,0.0,0.0,0.0,58645.5522,108059.8958,122653.6615
