periodo,año,trimestre,act_total,pas_prestamos_cp,pas_prestamos_lp,pas_prestamos_total,pas_depositos_vista,pas_depositos_otros,pas_depositos_total,pas_total,sector_codigo,sector_nombre,act_titulos_cp,act_titulos_lp,act_titulos_total,act_prestamos_cp,act_prestamos_lp,act_prestamos_total,act_cuotas_fmm,act_cuotas_fnm,act_depositos_vista,act_depositos_otros,pas_titulos_cp,pas_titulos_lp,pas_titulos_total,activos_netos,act_titulos_total_calc,act_prestamos_total_calc,act_depositos_total_calc,pas_titulos_total_calc,pas_prestamos_total_calc,pas_depositos_total_calc,act_credito_intermediado,act_sin_acciones,activo_proxy
2009T1,2009,1,17642.0981,,,,,,,,S128,Compañías de seguros,241.4366,11039.5634,,,,,,,150.9441,580.7771,,,,,11281.0,0.0,731.7212,0.0,0.0,0.0,11281.0,12012.7212,17642.0981
2009T1,2009,1,49163.987,,,,,,,49163.9869,S129,Fondos de pensiones,24.3859,20335.7001,,0.0,0.0,0.0,0.0,11857.2847,201.4622,8891.2467,,,,,20360.086,0.0,9092.7089,0.0,0.0,0.0,20360.086,41310.0796,49163.987
2009T1,2009,1,28213.6981,2.1282,981.362,983.4902,,,0.0,11902.2202,S13,Gobierno general,1264.4093,9138.7179,,,,,,,2654.0534,3821.9866,0.0,7001.5827,7001.5827,,10403.127199999999,0.0,6476.04,7001.5827,983.4902,0.0,10403.127199999999,16879.1672,28213.6981
2009T1,2009,1,158132.2836,6399.5169,51361.4901,57761.007,,,,283065.3796,S11,Empresas no financieras,1240.9794,2047.2926,3288.2721,0.7887,2378.135,2378.9237,4031.7269,1085.0045,5641.6653,13585.9528,247.1826,15938.4478,16185.6304,-124933.096,3288.272,2378.9237000000003,19227.6181,16185.6304,57761.007000000005,0.0,5667.1957,30011.5452,158132.2836
2009T1,2009,1,134699.4127,2589.2353,28074.9824,30664.2177,,,,33682.2389,S14_S15,Hogares e IPSFLSH,61.9009,99.1022,161.0032,,,,3627.9241,3056.2843,6869.3221,9657.9461,,,,101017.1738,161.0031,0.0,16527.2682,0.0,30664.2177,0.0,161.0031,23372.4797,134699.4127
2009T1,2009,1,99355.9,,,,,,,90045.596,S2,Resto del mundo,0.0,6713.1214,,2205.002,23598.326,25803.328,425.2008,234.6853,222.5102,11.3581,,,,,6713.1214,25803.328,233.8683,0.0,0.0,0.0,32516.4494,33410.203799999996,99355.9
2009T2,2009,2,15443.939,0.9738,156.4805,157.4543,5470.6432,54.8246,5525.4677,15776.3074,S121,Banco Central,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,157.45430000000002,5525.4678,0.0,0.0,15443.939
2009T2,2009,2,86364.0481,3279.0076,3939.6024,7218.61,12239.1488,44224.2161,56463.3648,91413.6028,S122,Bancos y cooperativas,1500.988,6376.3967,7877.3848,9131.1518,58820.3472,67951.499,213.6857,0.0,4528.8029,3536.5448,0.0,12442.2481,12442.2481,-5049.5548,7877.3847000000005,67951.499,8065.3477,12442.2481,7218.610000000001,56463.3649,75828.88369999999,84107.91709999999,86364.0481
2009T2,2009,2,,,,,,,,10632.9692,S123,Fondos mercado monetario,215.2563,725.1382,940.3946,,,,1.1933,0.0,,,,,,,940.3945,0.0,0.0,0.0,0.0,0.0,940.3945,941.5878,10632.9692
2009T2,2009,2,,,,,,,,8450.8538,S124,Fondos mercado no monetario,387.3148,2309.0901,,0.0,11.088,11.088,6.0168,689.4995,,,,,,-354.3353,2696.4049,11.088,0.0,0.0,0.0,0.0,2707.4929,3403.0092,8450.8538
2009T2,2009,2,91811.8483,1512.6311,5213.1167,6725.7478,,,0.4162,87582.4898,S125_S126,Otros intermediarios y auxiliares,106.9407,569.4019,676.3426,578.153,2317.2596,2895.4126,1088.8582,670.2488,1539.4921,2011.9215,,,,,676.3426,2895.4125999999997,3551.4136,0.0,6725.747799999999,0.0,3571.7551999999996,8882.2758,91811.8483
2009T2,2009,2,17818.223,,,,,,,,S128,Compañías de seguros,211.297,11118.1567,,,,,,,159.2741,504.3584,,,,,11329.4537,0.0,663.6325,0.0,0.0,0.0,11329.4537,11993.0862,17818.223
2009T2,2009,2,54411.8919,,,,,,,54411.8919,S129,Fondos de pensiones,24.1802,19923.7928,,0.0,0.0,0.0,0.0,15932.0253,76.6042,7717.1191,,,,,19947.972999999998,0.0,7793.7233,0.0,0.0,0.0,19947.972999999998,43673.7216,54411.8919
2009T2,2009,2,24135.9121,4.2798,953.154,957.4338,,,0.0,11476.9127,S13,Gobierno general,1434.982,7215.9939,,,,,,,2505.8148,2603.6971,0.0,6572.7711,6572.7711,,8650.975900000001,0.0,5109.5118999999995,6572.7711,957.4338,0.0,8650.975900000001,13760.4878,24135.9121
2009T2,2009,2,165113.2623,4636.6952,49983.2183,54619.9135,,,,288379.8092,S11,Empresas no financieras,1236.9783,2359.4211,3596.3993,0.6579,2189.5295,2190.1874,4609.665,1302.8504,5114.1216,12014.5924,250.8471,15927.6537,16178.5008,-123266.5469,3596.3994000000002,2190.1874000000003,17128.714,16178.500800000002,54619.9135,0.0,5786.586800000001,28827.8162,165113.2623
2009T2,2009,2,139518.3244,2434.733,28565.6279,31000.3609,,,,33939.5482,S14_S15,Hogares e IPSFLSH,57.1418,90.9595,148.1012,,,,4042.1258,3209.6187,6336.8195,9112.7901,,,,105578.7762,148.1013,0.0,15449.6096,0.0,31000.3609,0.0,148.1013,22849.4554,139518.3244
2009T2,2009,2,94613.1268,,,,,,,86974.1682,S2,Resto del mundo,0.0,5792.4535,,2291.5276,21339.1759,23630.7035,473.7462,245.9528,212.5691,6.2469,,,,,5792.4535,23630.7035,218.816,0.0,0.0,0.0,29423.157,30361.672,94613.1268
2009T3,2009,3,18211.7648,1.129,763.5881,764.7171,6525.2858,249.0142,6774.2999,18634.3257,S121,Banco Central,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,764.7171000000001,6774.299999999999,0.0,0.0,18211.7648
2009T3,2009,3,88839.0133,5387.9327,3847.6318,9235.5645,12722.7729,43407.3679,56130.1408,95789.926,S122,Bancos y cooperativas,2735.2424,6193.2004,8928.4428,8307.9781,60139.7306,68447.7087,275.8769,0.0,5290.6878,3404.8565,0.0,13108.5767,13108.5767,-6950.9126,8928.4428,68447.7087,8695.5443,13108.5767,9235.5645,56130.140799999994,77376.1515,86347.5727,88839.0133
2009T3,2009,3,,,,,,,,10881.4667,S123,Fondos mercado monetario,628.5779,517.0273,1145.6052,,,,1.4113,0.0,,,,,,,1145.6052,0.0,0.0,0.0,0.0,0.0,1145.6052,1147.0165,10881.4667
2009T3,2009,3,,,,,,,,9957.1172,S124,Fondos mercado no monetario,511.8927,2405.9749,,0.0421,9.1734,9.2155,6.896,1222.4237,,,,,,-363.2644,2917.8676,9.2155,0.0,0.0,0.0,0.0,2927.0831,4156.4028,9957.1172
2009T3,2009,3,95419.0404,1310.1834,5164.9119,6475.0953,,,0.42,91844.4062,S125_S126,Otros intermediarios y auxiliares,7.0742,456.4203,463.4945,570.4328,2369.2388,2939.6716,1016.7782,642.2334,1518.0186,1920.4477,,,,,463.4945,2939.6716,3438.4663,0.0,6475.0953,0.0,3403.1661000000004,8500.644,95419.0404
2009T3,2009,3,18450.7061,,,,,,,,S128,Compañías de seguros,71.1898,11537.0045,,,,,,,161.8794,435.7169,,,,,11608.1943,0.0,597.5963,0.0,0.0,0.0,11608.1943,12205.790599999998,18450.7061
2009T3,2009,3,59612.5392,,,,,,,59612.5392,S129,Fondos de pensiones,12.6574,20214.8299,,0.0,0.0,0.0,0.0,21831.8794,155.7255,6394.4653,,,,,20227.4873,0.0,6550.1908,0.0,0.0,0.0,20227.4873,48609.5575,59612.5392
2009T3,2009,3,25331.0865,6.4553,985.5194,991.9747,,,0.0,12744.0322,S13,Gobierno general,760.4231,6803.6275,,,,,,,2822.0583,2886.4276,0.0,7430.284,7430.284,,7564.0506,0.0,5708.4859,7430.284,991.9747,0.0,7564.0506,13272.536499999998,25331.0865
2009T3,2009,3,167953.9878,3921.4524,51607.7468,55529.1992,,,,290031.5819,S11,Empresas no financieras,1157.5677,3498.972,4656.5396,0.5566,2326.3942,2326.9508,4734.3907,1741.6501,5175.5355,13180.667,253.4885,17049.3219,17302.8104,-122077.5941,4656.5397,2326.9508,18356.2025,17302.8104,55529.1992,0.0,6983.4905,31815.733799999998,167953.9878
2009T3,2009,3,146066.6623,2433.4496,29159.3991,31592.8487,,,,34389.9811,S14_S15,Hogares e IPSFLSH,22.3795,92.8302,115.2097,,,,4136.5922,4024.8665,6684.9993,8265.2083,,,,111676.6812,115.2097,0.0,14950.207600000002,0.0,31592.8487,0.0,115.2097,23226.876,146066.6623
2009T3,2009,3,102411.8611,,,,,,,99557.8997,S2,Resto del mundo,0.0,6607.5457,,3188.7452,22766.4103,25955.1555,484.8178,306.4071,204.3398,6.1299,,,,,6607.5457,25955.1555,210.4697,0.0,0.0,0.0,32562.7012,33564.39579999999,102411.8611
2009T4,2009,4,18162.7829,1.8659,702.4446,704.3105,7783.6579,108.9442,7892.6021,18422.2651,S121,Banco Central,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,704.3105,7892.6021,0.0,0.0,18162.7829
2009T4,2009,4,92794.6882,6910.8021,4168.8551,11079.6571,14481.5952,43099.6207,57581.2159,99440.9011,S122,Bancos y cooperativas,3031.3501,6883.8784,9915.2285,7669.0357,62086.6952,69755.7309,170.6854,0.0,7004.1474,3801.7671,101.2054,12932.2968,13033.5022,-6646.213,9915.2285,69755.7309,10805.914499999999,13033.5022,11079.6572,57581.215899999996,79670.95939999999,90647.5593,92794.6882
2009T4,2009,4,,,,,,,,10693.6786,S123,Fondos mercado monetario,404.0457,628.3194,1032.3651,,,,1.3399,0.0,,,,,,,1032.3651,0.0,0.0,0.0,0.0,0.0,1032.3651,1033.705,10693.6786
2009T4,2009,4,,,,,,,,9973.0559,S124,Fondos mercado no monetario,430.3818,2286.8002,,4.6729,9.0091,13.682,7.4011,1470.2727,,,,,,-329.428,2717.1820000000002,13.682,0.0,0.0,0.0,0.0,2730.864,4208.5378,9973.0559
2009T4,2009,4,97576.8653,1206.7771,5235.0511,6441.8282,,,0.4237,93828.6227,S125_S126,Otros intermediarios y auxiliares,3.259,356.9061,360.1651,567.8509,2341.6586,2909.5095,943.5025,574.8146,1648.3607,2168.425,,,,,360.1651,2909.5095,3816.7857000000004,0.0,6441.8282,0.0,3269.6746000000003,8604.7774,97576.8653
2009T4,2009,4,18797.6204,,,,,,,,S128,Compañías de seguros,64.8309,11586.8978,,,,,,,152.9768,543.6767,,,,,11651.728700000001,0.0,696.6535,0.0,0.0,0.0,11651.728700000001,12348.382200000002,18797.6204
2009T4,2009,4,61316.7913,,,,,,,61316.7896,S129,Fondos de pensiones,37.451,20135.5438,,0.0,0.0,0.0,0.0,24233.8262,157.5422,4709.0233,,,,,20172.9948,0.0,4866.5655,0.0,0.0,0.0,20172.9948,49273.3865,61316.7913
2009T4,2009,4,22778.5366,8.6307,974.9006,983.5313,,,0.0,12929.9902,S13,Gobierno general,560.2957,5964.5736,,,,,,,3007.1794,2058.1566,0.0,7505.1554,7505.1554,,6524.869299999999,0.0,5065.335999999999,7505.1554,983.5313000000001,0.0,6524.869299999999,11590.205299999998,22778.5366
2009T4,2009,4,171796.4266,3478.6948,52591.1084,56069.8032,,,,292331.8805,S11,Empresas no financieras,1121.9072,2740.1563,3862.0635,0.5299,2059.1387,2059.6685,4825.7483,1838.9162,5754.981,14986.8775,216.8239,16947.4373,17164.2612,-120535.4539,3862.0635,2059.6686,20741.858500000002,17164.2612,56069.803199999995,0.0,5921.7321,33328.2551,171796.4266
2009T4,2009,4,148133.4053,2618.2878,29978.4042,32596.692,,,,35484.6081,S14_S15,Hogares e IPSFLSH,1.7265,90.1066,91.8332,,,,4065.2045,3988.7547,7503.0776,8074.9336,,,,112648.7972,91.8331,0.0,15578.0112,0.0,32596.692000000003,0.0,91.8331,23723.8035,148133.4053
2009T4,2009,4,102076.8237,,,,,,,99642.4875,S2,Resto del mundo,101.2054,6603.0972,,3859.4622,22379.1281,26238.5903,476.451,303.2804,297.4147,5.7082,,,,,6704.3026,26238.590300000003,303.12289999999996,0.0,0.0,0.0,32942.892900000006,34025.74720000001,102076.8237
2010T1,2010,1,18236.5862,0.9682,709.9235,710.8916,6905.6235,207.1256,7112.7491,18611.8133,S121,Banco Central,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,710.8917,7112.7491,0.0,0.0,18236.5862
2010T1,2010,1,93070.9556,5783.0465,4882.3946,10665.441,14824.5788,43106.7728,57931.3516,101415.1856,S122,Bancos y cooperativas,2544.0821,7017.9128,9561.9949,8141.0151,62252.5796,70393.5947,306.4118,0.0,5453.2291,4055.5481,0.0,13065.312,13065.312,-8344.23,9561.9949,70393.5947,9508.7772,13065.312,10665.4411,57931.351599999995,79955.5896,89770.7786,93070.9556
2010T1,2010,1,,,,,,,,11954.9341,S123,Fondos mercado monetario,1501.7091,430.5099,1932.2189,,,,1.2424,0.0,,,,,,,1932.219,0.0,0.0,0.0,0.0,0.0,1932.219,1933.4614000000001,11954.9341
2010T1,2010,1,,,,,,,,11311.7856,S124,Fondos mercado no monetario,508.6092,2846.6128,,0.0,8.9848,8.9848,7.8859,1578.3239,,,,,,-336.2574,3355.2219999999998,8.9848,0.0,0.0,0.0,0.0,3364.2068,4950.4166000000005,11311.7856
2010T1,2010,1,100869.3044,1422.922,5161.4064,6584.3283,,,0.4253,97251.5849,S125_S126,Otros intermediarios y auxiliares,4.9265,371.8163,376.7428,600.6959,2409.6863,3010.3821,992.3002,630.7956,1708.6879,2096.4859,,,,,376.7428,3010.3822,3805.1738,0.0,6584.3284,0.0,3387.125,8815.3946,100869.3044
2010T1,2010,1,23282.5122,,,,,,,,S128,Compañías de seguros,104.6978,11937.9398,,,,,,,162.6011,567.4809,,,,,12042.6376,0.0,730.082,0.0,0.0,0.0,12042.6376,12772.7196,23282.5122
2010T1,2010,1,64367.6134,,,,,,,64367.6117,S129,Fondos de pensiones,49.0837,20265.9405,,0.0,0.0,0.0,0.0,27407.1649,183.8033,4737.3856,,,,,20315.0242,0.0,4921.188899999999,0.0,0.0,0.0,20315.0242,52643.378,64367.6134
2010T1,2010,1,23859.3515,7.1234,973.8242,980.9476,,,0.0,13763.1313,S13,Gobierno general,485.9396,5904.3396,,,,,,,2830.8833,2615.2266,0.0,8179.4528,8179.4528,,6390.2792,0.0,5446.1098999999995,8179.4528,980.9476,0.0,6390.2792,11836.3891,23859.3515
2010T1,2010,1,178218.5798,3981.8204,53649.2364,57631.0568,,,,302469.8424,S11,Empresas no financieras,1146.5642,2846.5379,3993.1021,0.4709,2254.7005,2255.1713,4801.616,2299.3004,5739.0805,15049.4025,156.8745,17577.5919,17734.4664,-124251.2626,3993.1021,2255.1713999999997,20788.483,17734.4664,57631.0568,0.0,6248.273499999999,34137.6729,178218.5798
2010T1,2010,1,156578.3086,2698.0734,30363.1216,33061.1949,,,,35849.2045,S14_S15,Hogares e IPSFLSH,0.7831,99.9066,100.6897,,,,5048.5145,4408.9624,7860.1837,7892.5199,,,,120729.1042,100.6897,0.0,15752.7036,0.0,33061.195,0.0,100.6897,25310.8702,156578.3086
2010T1,2010,1,109807.6768,,,,,,,110253.0946,S2,Resto del mundo,0.0,7056.0383,,3411.3624,24012.2367,27423.5991,532.6456,349.1853,321.5184,5.9956,,,,,7056.0383,27423.5991,327.514,0.0,0.0,0.0,34479.6374,35688.9823,109807.6768
2010T2,2010,2,16899.8405,0.5128,713.9344,714.4473,7556.2944,281.0755,7837.3699,17209.1014,S121,Banco Central,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,714.4472,7837.3699,0.0,0.0,16899.8405
2010T2,2010,2,94754.2201,4525.8391,4971.0997,9496.9388,15865.7158,44256.5904,60122.3063,104837.8928,S122,Bancos y cooperativas,1415.2163,6964.7231,8379.9393,8717.3244,63836.545,72553.8694,267.5123,0.0,6187.3881,3572.1638,0.0,14269.1389,14269.1389,-10083.6727,8379.9394,72553.8694,9759.5519,14269.1389,9496.9388,60122.3062,80933.8088,90960.873,94754.2201
2010T2,2010,2,,,,,,,,11074.3222,S123,Fondos mercado monetario,525.3688,471.602,996.9708,,,,1.2298,0.0,,,,,,,996.9707999999999,0.0,0.0,0.0,0.0,0.0,996.9707999999999,998.2005999999999,11074.3222
2010T2,2010,2,,,,,,,,11997.4547,S124,Fondos mercado no monetario,341.1539,3135.034,,0.0,8.8512,8.8512,7.9406,1565.0454,,,,,,-329.1353,3476.1879,8.8512,0.0,0.0,0.0,0.0,3485.0391,5058.0251,11997.4547
2010T2,2010,2,104302.5543,1703.6106,4955.9889,6659.5995,,,0.4269,100482.317,S125_S126,Otros intermediarios y auxiliares,2.941,372.3129,375.2539,612.5444,2409.0355,3021.5799,870.4342,635.2166,1648.2775,2011.2996,,,,,375.2539,3021.5798999999997,3659.5771,0.0,6659.5995,0.0,3396.8338,8562.0617,104302.5543
2010T2,2010,2,24018.114,,,,,,,,S128,Compañías de seguros,166.7214,12594.4134,,,,,,,255.7438,487.8327,,,,,12761.1348,0.0,743.5765,0.0,0.0,0.0,12761.1348,13504.711299999999,24018.114
2010T2,2010,2,64684.7335,,,,,,,64684.7318,S129,Fondos de pensiones,64.8795,21310.9081,,0.0,0.0,0.0,0.0,26908.9194,152.7318,4629.044,,,,,21375.7876,0.0,4781.775799999999,0.0,0.0,0.0,21375.7876,53066.4828,64684.7335
2010T2,2010,2,25509.1682,5.8792,995.3918,1001.271,,,0.0,14984.1618,S13,Gobierno general,427.5388,5566.1464,,,,,,,3174.1303,4019.3092,0.0,9021.7239,9021.7239,,5993.6852,0.0,7193.4395,9021.7239,1001.271,0.0,5993.6852,13187.1247,25509.1682
2010T2,2010,2,185762.4,4321.258,55840.9677,60162.2257,,,,312983.2071,S11,Empresas no financieras,1192.0894,3313.3157,4505.405,0.5051,2552.5457,2553.0508,4497.1751,2567.0404,6181.906,15118.9535,157.918,18354.4336,18512.3516,-127220.8071,4505.4051,2553.0508,21300.8595,18512.3516,60162.2257,0.0,7058.4559,35423.5309,185762.4
2010T2,2010,2,158124.5881,2735.2761,31241.7236,33976.9997,,,,36811.0494,S14_S15,Hogares e IPSFLSH,7.6019,104.4213,112.0232,,,,4676.6361,4672.0884,7431.3445,8000.5048,,,,121313.5386,112.0232,0.0,15431.8493,0.0,33976.9997,0.0,112.0232,24892.597,158124.5881
2010T2,2010,2,114668.6901,,,,,,,112016.9603,S2,Resto del mundo,0.0,7908.7833,,3721.0864,25480.5896,29201.676,493.4104,369.9395,414.4937,4.4131,,,,,7908.7833,29201.676,418.9068,0.0,0.0,0.0,37110.4593,38392.716,114668.6901
2010T3,2010,3,14899.4663,0.0465,675.0097,675.0562,6438.6825,253.2121,6691.8945,15098.6595,S121,Banco Central,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,675.0562,6691.8946,0.0,0.0,14899.4663
2010T3,2010,3,95693.7018,3526.3093,4810.2838,8336.5931,15754.9949,44105.2608,59860.2557,109799.9754,S122,Bancos y cooperativas,1657.4157,6509.3009,8166.7166,9047.0007,64952.2399,73999.2405,108.5791,0.0,5192.7781,3449.9122,97.1503,15785.8029,15882.9532,-14106.2736,8166.7166,73999.2406,8642.6903,15882.9532,8336.5931,59860.255699999994,82165.9572,90917.22660000001,95693.7018
2010T3,2010,3,,,,,,,,8717.1449,S123,Fondos mercado monetario,471.5496,353.8113,825.3608,,,,1.261,0.0,,,,,,,825.3609,0.0,0.0,0.0,0.0,0.0,825.3609,826.6219,8717.1449
2010T3,2010,3,,,,,,,,13098.2065,S124,Fondos mercado no monetario,269.9904,3426.425,,1.6694,8.8524,10.5218,7.4747,1490.1105,,,,,,-305.0298,3696.4154000000003,10.521799999999999,0.0,0.0,0.0,0.0,3706.9372000000003,5204.522400000001,13098.2065
2010T3,2010,3,109569.0449,1642.6319,5030.0787,6672.7106,,,0.4285,104343.6491,S125_S126,Otros intermediarios y auxiliares,26.6803,365.7535,392.4338,620.0059,2385.5731,3005.579,855.6057,599.5304,1525.0794,2205.6101,,,,,392.43379999999996,3005.579,3730.6895,0.0,6672.7106,0.0,3398.0128,8583.8384,109569.0449
2010T3,2010,3,23541.3465,,,,,,,,S128,Compañías de seguros,215.5331,12635.4182,,,,,,,275.8136,744.8324,,,,,12850.9513,0.0,1020.646,0.0,0.0,0.0,12850.9513,13871.597300000001,23541.3465
2010T3,2010,3,68973.5056,,,,,,,68973.5039,S129,Fondos de pensiones,14.0163,21931.0628,,0.0,0.0,0.0,0.0,29232.1314,163.7399,3264.7715,,,,,21945.0791,0.0,3428.5114,0.0,0.0,0.0,21945.0791,54605.7219,68973.5056
2010T3,2010,3,24582.8253,4.8523,962.9234,967.7757,,,0.0,16240.0824,S13,Gobierno general,972.7965,6070.417,,,,,,,3210.5612,3417.1349,0.0,10393.7011,10393.7011,,7043.213500000001,0.0,6627.6961,10393.7011,967.7757,0.0,7043.213500000001,13670.9096,24582.8253
2010T3,2010,3,199834.3699,3988.8419,54560.0025,58548.8443,,,,329795.4468,S11,Empresas no financieras,1248.7694,4085.6008,5334.3702,0.4777,2308.8673,2309.345,3422.3401,3002.6746,5874.9099,17835.8289,124.8351,18281.7471,18406.5822,-129961.0769,5334.3702,2309.345,23710.7388,18406.5822,58548.8444,0.0,7643.715200000001,37779.4687,199834.3699
2010T3,2010,3,163460.5623,2876.0775,32073.5532,34949.6307,,,,37815.4784,S14_S15,Hogares e IPSFLSH,7.0156,95.1719,102.1875,,,,3681.2108,5000.2859,7787.2693,8354.6389,,,,125645.0839,102.1875,0.0,16141.9082,0.0,34949.6307,0.0,102.1875,24925.592399999998,163460.5623
2010T3,2010,3,117722.4475,,,,,,,112113.3769,S2,Resto del mundo,97.1503,8892.1014,,3378.7505,23697.462,27076.2125,388.3876,394.8478,414.6015,6.0749,,,,,8989.251699999999,27076.2125,420.6764,0.0,0.0,0.0,36065.4642,37269.376000000004,117722.4475
2010T4,2010,4,15045.355,1.3424,650.0889,651.4314,8053.2766,882.4095,8935.6861,15246.706,S121,Banco Central,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,651.4313,8935.6861,0.0,0.0,15045.355
2010T4,2010,4,98333.9235,2634.3489,4847.393,7481.7419,17474.8976,45878.8735,63353.7711,112006.4813,S122,Bancos y cooperativas,1117.397,6632.0239,7749.4208,8893.2156,66826.1832,75719.3988,151.0575,0.0,6241.2467,4800.5451,177.2725,15748.7802,15926.0527,-13672.5577,7749.4209,75719.3988,11041.791799999999,15926.052699999998,7481.7419,63353.7711,83468.8197,94661.669,98333.9235
2010T4,2010,4,,,,,,,,9248.5933,S123,Fondos mercado monetario,214.0647,338.2787,552.3435,,,,1.2266,0.0,,,,,,,552.3434,0.0,0.0,0.0,0.0,0.0,552.3434,553.5699999999999,9248.5933
2010T4,2010,4,,,,,,,,13396.7282,S124,Fondos mercado no monetario,199.0795,3388.1285,,0.796,8.4338,9.2298,8.3768,1617.6987,,,,,,-290.6434,3587.2079999999996,9.2298,0.0,0.0,0.0,0.0,3596.4377999999997,5222.5133,13396.7282
2010T4,2010,4,111647.3846,1577.0764,5173.4862,6750.5626,,,0.4302,106889.2337,S125_S126,Otros intermediarios y auxiliares,22.2443,347.638,369.8823,665.3502,2447.2237,3112.5739,946.0413,636.3543,1674.5075,2302.5233,,,,,369.8823,3112.5739,3977.0307999999995,0.0,6750.5626,0.0,3482.4561999999996,9041.8826,111647.3846
2010T4,2010,4,23006.8878,,,,,,,,S128,Compañías de seguros,231.6543,12856.1765,,,,,,,304.0966,728.1813,,,,,13087.8308,0.0,1032.2779,0.0,0.0,0.0,13087.8308,14120.1087,23006.8878
2010T4,2010,4,71501.682,,,,,,,71501.6804,S129,Fondos de pensiones,29.9472,22915.2306,,0.0,0.0,0.0,0.0,29905.0405,179.1301,3712.6192,,,,,22945.177799999998,0.0,3891.7493,0.0,0.0,0.0,22945.177799999998,56741.967599999996,71501.682
2010T4,2010,4,22954.4399,4.0048,948.6222,952.6271,,,0.0,17062.6721,S13,Gobierno general,1416.529,5851.208,,,,,,,3707.848,2360.7574,0.0,11235.1844,11235.1844,,7267.736999999999,0.0,6068.6054,11235.1844,952.6270000000001,0.0,7267.736999999999,13336.3424,22954.4399
2010T4,2010,4,214079.6356,3568.9521,55280.2385,58849.1906,,,,343834.3733,S11,Empresas no financieras,1078.26,3398.4833,4476.7433,0.4681,2190.5579,2191.026,3597.6209,3023.062,6890.9926,19063.0548,92.7046,18742.3369,18835.0414,-129754.7376,4476.7433,2191.026,25954.047400000003,18835.0415,58849.1906,0.0,6667.7693,39242.4996,214079.6356
2010T4,2010,4,167704.9845,3125.7999,32969.0369,36094.8368,,,,39223.4169,S14_S15,Hogares e IPSFLSH,4.9373,95.9639,100.9012,,,,3905.6391,4952.9874,8641.0491,8471.4979,,,,128481.5676,100.90119999999999,0.0,17112.547,0.0,36094.8368,0.0,100.90119999999999,26072.074699999997,167704.9845
2010T4,2010,4,118341.0106,,,,,,,113246.3528,S2,Resto del mundo,177.2725,9530.212,,2629.049,23405.7054,26034.7543,412.066,391.4868,426.7177,5.9597,,,,,9707.484499999999,26034.754399999998,432.6774,0.0,0.0,0.0,35742.2389,36978.469099999995,118341.0106
2011T1,2011,1,17208.8046,3.2215,685.9585,689.18,7914.4701,444.9874,8359.4575,17379.4176,S121,Banco Central,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,689.18,8359.4575,0.0,0.0,17208.8046
2011T1,2011,1,103007.7315,3242.9548,5459.3869,8702.3417,17179.0272,48395.7372,65574.7643,115836.9718,S122,Bancos y cooperativas,2111.2851,6503.3417,8614.6268,10075.6261,68372.012,78447.6382,190.2956,0.0,6708.9546,4229.8993,101.2796,16457.3871,16558.6666,-12829.2403,8614.6268,78447.6381,10938.8539,16558.6667,8702.3417,65574.7644,87062.2649,98191.4144,103007.7315
2011T1,2011,1,,,,,,,,9270.3901,S123,Fondos mercado monetario,359.4945,403.1211,762.6156,,,,1.2423,0.0,,,,,,,762.6156000000001,0.0,0.0,0.0,0.0,0.0,762.6156000000001,763.8579000000001,9270.3901
2011T1,2011,1,,,,,,,,13547.1383,S124,Fondos mercado no monetario,226.09,3564.8675,,0.1338,1.2012,1.3349,10.6101,1756.1809,,,,,,-257.2135,3790.9575,1.335,0.0,0.0,0.0,0.0,3792.2925,5559.0835,13547.1383
2011T1,2011,1,111115.9775,1497.1082,5514.9272,7012.0353,,,0.0,107994.8913,S125_S126,Otros intermediarios y auxiliares,14.0966,410.77,424.8665,676.7199,2465.8016,3142.5215,1060.6169,661.3421,1579.6498,2454.6237,,,,,424.8666,3142.5215,4034.2735000000002,0.0,7012.0354,0.0,3567.3880999999997,9323.6206,111115.9775
2011T1,2011,1,23017.017,,,,,,,,S128,Compañías de seguros,248.0619,13258.6577,,,,,,,257.2915,605.5286,,,,,13506.7196,0.0,862.8200999999999,0.0,0.0,0.0,13506.7196,14369.539700000001,23017.017
2011T1,2011,1,73480.4433,,,,,,,73480.4417,S129,Fondos de pensiones,117.0697,24393.7698,,0.0,0.0,0.0,0.0,30599.017,158.1467,3631.2685,,,,,24510.8395,0.0,3789.4152000000004,0.0,0.0,0.0,24510.8395,58899.2717,73480.4433
2011T1,2011,1,26383.7728,4.0384,953.8904,957.9289,,,0.0,17814.4311,S13,Gobierno general,1650.516,6014.024,,,,,,,3712.5813,3936.8399,0.0,11819.0616,11819.0616,,7664.540000000001,0.0,7649.4212,11819.0616,957.9288,0.0,7664.540000000001,15313.961200000002,26383.7728
