periodo,año,trimestre,sector_codigo,sector_nombre,activo_red_nbfi_sector,exp_nbfi_en_bancos,ratio_exp_nbfi_bancos
2010T4,2010,4,S128,Compañías de seguros,18883.05185707,4992.34048,0.2643820775258221
2011T1,2011,1,S128,Compañías de seguros,19264.670890663998,4875.5472899999995,0.2530823037502694
2011T2,2011,2,S128,Compañías de seguros,19525.593140026,5027.468060000001,0.25748093919329235
2011T3,2011,3,S128,Compañías de seguros,20161.229444739998,5077.1269,0.2518262546396746
2011T4,2011,4,S128,Compañías de seguros,20564.239040563,5079.502050000001,0.24700656513380698
2012T1,2012,1,S128,Compañías de seguros,21103.414500183,5266.421628763999,0.249553058284399
2012T2,2012,2,S128,Compañías de seguros,21536.613787689002,5297.115338542,0.2459585982625549
2012T3,2012,3,S128,Compañías de seguros,22089.448671706,5520.219908875,0.24990301889905278
2012T4,2012,4,S128,Compañías de seguros,22467.37158078,5540.954031591,0.24662226338621113
2013T1,2013,1,S128,Compañías de seguros,22911.222928849,5468.014157508001,0.23866094684203307
2013T2,2013,2,S128,Compañías de seguros,23503.580013919,5523.410086997999,0.2350029265212786
2013T3,2013,3,S128,Compañías de seguros,23882.919413936,5638.320796667001,0.23608172430448204
2013T4,2013,4,S128,Compañías de seguros,24391.480538591,5725.66975076,0.23474055794608806
2014T1,2014,1,S128,Compañías de seguros,25343.824747135,5760.897301150999,0.2273097039862636
2014T2,2014,2,S128,Compañías de seguros,26454.693800828,6120.190571019,0.23134611260658194
2014T3,2014,3,S128,Compañías de seguros,27576.026499874002,6077.569733034999,0.22039323660581658
2014T4,2014,4,S128,Compañías de seguros,28319.137244191003,6232.496899088,0.22008074770591565
2015T1,2015,1,S128,Compañías de seguros,29215.612414924,6384.803931486,0.21854082128446148
2015T2,2015,2,S128,Compañías de seguros,30000.877618802002,6558.253919035,0.21860206899163653
2015T3,2015,3,S128,Compañías de seguros,31379.360069761,6811.770059779999,0.2170780425297526
2015T4,2015,4,S128,Compañías de seguros,31951.215258771976,6885.183181176981,0.21549049466238074
2016T1,2016,1,S128,Compañías de seguros,32725.035962444977,6980.9351361299805,0.21332093092705087
2016T2,2016,2,S128,Compañías de seguros,33597.59036328798,7221.090746361981,0.21492882877256733
2016T3,2016,3,S128,Compañías de seguros,35154.46044532498,7513.122503808981,0.21371747450068215
2016T4,2016,4,S128,Compañías de seguros,35447.06795402698,7402.399255665981,0.2088296630137791
2017T1,2017,1,S128,Compañías de seguros,36739.85246123698,7562.460981638981,0.20583808793510772
2017T2,2017,2,S128,Compañías de seguros,37633.38987054998,7538.84507270398,0.2003233059428299
2017T3,2017,3,S128,Compañías de seguros,37844.60910975298,7641.707186266981,0.2019232690210989
2017T4,2017,4,S128,Compañías de seguros,38257.58131640898,7849.0069729879815,0.2051621326521622
2018T1,2018,1,S128,Compañías de seguros,39310.97788696398,8009.317331771981,0.20374251067481008
2018T2,2018,2,S128,Compañías de seguros,40033.92607572298,7714.617296590982,0.192701991855583
2018T3,2018,3,S128,Compañías de seguros,41217.26559680098,7920.233930324981,0.19215816031570274
2018T4,2018,4,S128,Compañías de seguros,42332.21197153898,7887.91531188598,0.1863336439208333
2019T1,2019,1,S128,Compañías de seguros,43809.83652689697,8271.110384827982,0.1887957372255874
2019T2,2019,2,S128,Compañías de seguros,45725.919572061975,8712.857214827982,0.19054525958951823
2019T3,2019,3,S128,Compañías de seguros,48680.08441930497,9381.735374827982,0.19272224949362424
2019T4,2019,4,S128,Compañías de seguros,47042.24946396597,8813.845284827981,0.18736020035732612
2020T1,2020,1,S128,Compañías de seguros,46720.30637477398,8589.117314827981,0.1838412027080705
2020T2,2020,2,S128,Compañías de seguros,48895.02179599198,8626.864614827982,0.17643646117640432
2020T3,2020,3,S128,Compañías de seguros,48063.26231678198,8736.60744482798,0.18177308454939123
2020T4,2020,4,S128,Compañías de seguros,48682.01652694997,9171.393594827981,0.1883938720934202
2021T1,2021,1,S128,Compañías de seguros,48844.247350430975,8923.658444827983,0.1826962012702453
2021T2,2021,2,S128,Compañías de seguros,46213.33197769098,8130.03343482798,0.17592398312142202
2021T3,2021,3,S128,Compañías de seguros,46497.428847864976,7406.927504827982,0.1592975716799895
2021T4,2021,4,S128,Compañías de seguros,47778.49050935698,7753.205039949982,0.16227396381289164
2022T1,2022,1,S128,Compañías de seguros,48516.273321251974,8351.077419949981,0.17212940830498397
2022T2,2022,2,S128,Compañías de seguros,52047.18546924497,8519.950109949981,0.1636966539715097
2022T3,2022,3,S128,Compañías de seguros,52489.629626253976,8347.019879949981,0.15902226667217736
2022T4,2022,4,S128,Compañías de seguros,54854.11606611798,9665.997039949982,0.17621279373637427
2023T1,2023,1,S128,Compañías de seguros,55694.963817017975,10615.791449949982,0.19060594930678912
2023T2,2023,2,S128,Compañías de seguros,56342.705398799975,10687.231219949981,0.18968260654692676
2023T3,2023,3,S128,Compañías de seguros,55769.47859399697,9213.209119949981,0.16520163631118637
2023T4,2023,4,S128,Compañías de seguros,58127.16255239598,9990.618079949982,0.1718752067236107
2024T1,2024,1,S128,Compañías de seguros,59514.79750837198,9227.901409949982,0.1550522188813948
2024T2,2024,2,S128,Compañías de seguros,59681.42614896098,9279.201549949983,0.15547888428117815
2024T3,2024,3,S128,Compañías de seguros,62566.44584134698,10732.552929949981,0.1715384785826748
2024T4,2024,4,S128,Compañías de seguros,64721.21737713898,9687.676829949982,0.14968316763108186
2025T1,2025,1,S128,Compañías de seguros,64792.34479787998,10070.19236994998,0.15542256421439896
2025T2,2025,2,S128,Compañías de seguros,66111.31389774199,10221.87609994998,0.15461613901306995
2025T3,2025,3,S128,Compañías de seguros,67852.18763275997,9948.96929994998,0.14662709703329418
2003T1,2003,1,S129,Fondos de pensiones,23570.496509992994,8782.545500000999,0.3726075730427458
2003T2,2003,2,S129,Fondos de pensiones,24290.165999992998,8237.229930000998,0.3391178936366006
2003T3,2003,3,S129,Fondos de pensiones,24547.462539992997,7758.307360000999,0.31605333330730534
2003T4,2003,4,S129,Fondos de pensiones,24823.326779992,7489.769974817,0.3017230543350811
2004T1,2004,1,S129,Fondos de pensiones,26375.201729991997,8292.214513978997,0.31439435416904066
2004T2,2004,2,S129,Fondos de pensiones,26756.876719991997,8639.898061295999,0.32290383334765327
2004T3,2004,3,S129,Fondos de pensiones,27200.669259991995,9428.926234073999,0.3466431705760454
2004T4,2004,4,S129,Fondos de pensiones,28145.938999991995,9339.595741646,0.3318274704442675
2005T1,2005,1,S129,Fondos de pensiones,29275.072019992,9785.793941191,0.33427053345960217
2005T2,2005,2,S129,Fondos de pensiones,30579.049049992,10263.037001902,0.3356231577091729
2005T3,2005,3,S129,Fondos de pensiones,31792.123819992,10630.880444093,0.33438723704919426
2005T4,2005,4,S129,Fondos de pensiones,32363.258869991998,10822.966356454,0.33442140051258307
2006T1,2006,1,S129,Fondos de pensiones,34734.374439991996,11428.525115422,0.3290263694014762
2006T2,2006,2,S129,Fondos de pensiones,35154.656689992,12164.164270915999,0.34601857666210556
2006T3,2006,3,S129,Fondos de pensiones,36784.210409991996,12402.485454466,0.3371687285449251
2006T4,2006,4,S129,Fondos de pensiones,39219.831609992,12647.856880246,0.32248626169582323
2007T1,2007,1,S129,Fondos de pensiones,40757.129519992,13701.707378169001,0.3361794007462695
2007T2,2007,2,S129,Fondos de pensiones,43024.709749992,14660.311731502003,0.3407416765084564
2007T3,2007,3,S129,Fondos de pensiones,45109.011219992,14814.640670803,0.32841865228553835
2007T4,2007,4,S129,Fondos de pensiones,46082.291389992,16557.931425048002,0.3593122417659118
2008T1,2008,1,S129,Fondos de pensiones,43275.860579992004,17097.438934725,0.39508027583002625
2008T2,2008,2,S129,Fondos de pensiones,48005.941239992,17045.999282984,0.355081034611266
2008T3,2008,3,S129,Fondos de pensiones,44048.850069992004,16834.248575393,0.3821722598579531
2008T4,2008,4,S129,Fondos de pensiones,41052.25194,16102.308651552998,0.39223935084212574
2009T1,2009,1,S129,Fondos de pensiones,41310.079530009,15538.578870406,0.37614497592816937
2009T2,2009,2,S129,Fondos de pensiones,43673.721630089,14266.310373968,0.32665662191104017
2009T3,2009,3,S129,Fondos de pensiones,48609.55745008901,13261.730550567001,0.2728214624085766
2009T4,2009,4,S129,Fondos de pensiones,49273.386490089004,11572.924860011,0.2348717164455261
2010T1,2010,1,S129,Fondos de pensiones,52643.377980118996,11475.47798105,0.2179852133611898
2010T2,2010,2,S129,Fondos de pensiones,53066.482760122,11838.349081842,0.22308524074141564
2010T3,2010,3,S129,Fondos de pensiones,54605.721910118,10683.933170463999,0.1956559275610337
2010T4,2010,4,S129,Fondos de pensiones,56741.967670118,10723.95807753,0.18899517443378253
2011T1,2011,1,S129,Fondos de pensiones,58899.271620118,10879.328154502999,0.18471074183516706
2011T2,2011,2,S129,Fondos de pensiones,58831.470520118004,11867.011826066999,0.20171197016074852
2011T3,2011,3,S129,Fondos de pensiones,59345.754580068,13769.167357807,0.23201604656033042
2011T4,2011,4,S129,Fondos de pensiones,59587.322270058,13203.904917709999,0.22158916384710278
2012T1,2012,1,S129,Fondos de pensiones,62153.448670058,13109.442720526,0.2109206005626102
2012T2,2012,2,S129,Fondos de pensiones,62616.69273005801,14114.227704779998,0.22540678993741742
2012T3,2012,3,S129,Fondos de pensiones,63236.190530058004,15183.972638721,0.24011523324612058
2012T4,2012,4,S129,Fondos de pensiones,64572.838510058,14965.813632141999,0.231766389359063
2013T1,2013,1,S129,Fondos de pensiones,65526.265180058,14842.073573402,0.2265057154198829
2013T2,2013,2,S129,Fondos de pensiones,67655.231140058,16216.62738849,0.2396950999238889
2013T3,2013,3,S129,Fondos de pensiones,69914.375150058,16379.337233331997,0.23427710250112146
2013T4,2013,4,S129,Fondos de pensiones,72725.074090058,16369.957631512,0.22509372230051644
2014T1,2014,1,S129,Fondos de pensiones,76738.504660058,18669.802979598993,0.24329120123338202
2014T2,2014,2,S129,Fondos de pensiones,80608.708450058,19073.13404264,0.23661381517428687
2014T3,2014,3,S129,Fondos de pensiones,84696.094320058,18991.263452926996,0.22422832605670018
2014T4,2014,4,S129,Fondos de pensiones,86976.51750005799,19649.195506578995,0.22591379916499754
2015T1,2015,1,S129,Fondos de pensiones,90420.713530058,19505.036095880998,0.215714246596794
2015T2,2015,2,S129,Fondos de pensiones,92319.838920058,18663.345051944998,0.2021596362197517
2015T3,2015,3,S129,Fondos de pensiones,94529.059000058,20677.149775171994,0.21873855504220463
2015T4,2015,4,S129,Fondos de pensiones,97035.82372005799,22061.154853898995,0.22735062174093545
2016T1,2016,1,S129,Fondos de pensiones,99360.476650058,23085.952080555,0.2323454240448385
2016T2,2016,2,S129,Fondos de pensiones,102194.944320058,23384.988564107,0.22882725480889746
2016T3,2016,3,S129,Fondos de pensiones,108059.89575005799,25465.959571288997,0.2356652243140382
2016T4,2016,4,S129,Fondos de pensiones,106585.340930058,25606.150496861,0.24024082742920458
2017T1,2017,1,S129,Fondos de pensiones,111538.354200058,25735.190849194,0.23072951930987537
2017T2,2017,2,S129,Fondos de pensiones,115399.714740058,27337.539744046997,0.2368943441985605
2017T3,2017,3,S129,Fondos de pensiones,116456.982530058,27938.641451494997,0.23990524951377584
2017T4,2017,4,S129,Fondos de pensiones,116780.14917005801,29598.546831372998,0.253455292202709
2018T1,2018,1,S129,Fondos de pensiones,118846.00801005801,31066.229182285002,0.26139901291136214
2018T2,2018,2,S129,Fondos de pensiones,121601.03927005801,31627.785211839997,0.2600946949277246
2018T3,2018,3,S129,Fondos de pensiones,123988.37789005801,30546.155767709002,0.24636305666321925
2018T4,2018,4,S129,Fondos de pensiones,123877.61501005801,32322.84625383,0.2609256422252366
2019T1,2019,1,S129,Fondos de pensiones,130623.17168005802,31725.61207226,0.24287889862272793
2019T2,2019,2,S129,Fondos de pensiones,137745.01997005803,32247.213189019996,0.23410801491066358
2019T3,2019,3,S129,Fondos de pensiones,146705.80336005802,34863.384784361006,0.2376414837441453
2019T4,2019,4,S129,Fondos de pensiones,149079.78924005802,38571.116346593,0.25872800426678405
2020T1,2020,1,S129,Fondos de pensiones,140119.865540058,38179.549648258006,0.2724777782301189
2020T2,2020,2,S129,Fondos de pensiones,155115.58917005803,36418.78986937301,0.23478484699204516
2020T3,2020,3,S129,Fondos de pensiones,145825.594460058,30696.201935465,0.21049941232279884
2020T4,2020,4,S129,Fondos de pensiones,141040.190710058,28447.443780674002,0.2016974284950774
2021T1,2021,1,S129,Fondos de pensiones,138641.83873280563,27484.29729224519,0.19823956132905657
2021T2,2021,2,S129,Fondos de pensiones,129489.40206146447,23754.656791614507,0.1834486561327925
2021T3,2021,3,S129,Fondos de pensiones,129924.74495116445,24796.29503694651,0.19085121195555807
2021T4,2021,4,S129,Fondos de pensiones,133365.82583386978,26162.45782797141,0.19617062815298186
2022T1,2022,1,S129,Fondos de pensiones,123876.35864968316,28784.129297681953,0.23236176467765082
2022T2,2022,2,S129,Fondos de pensiones,131114.14453685613,30455.177541899055,0.2322798783417156
2022T3,2022,3,S129,Fondos de pensiones,127972.04130934164,30753.369098335952,0.2403131870343232
2022T4,2022,4,S129,Fondos de pensiones,134058.15712832083,32174.80224880996,0.2400062997883236
2023T1,2023,1,S129,Fondos de pensiones,133597.62716205587,31547.323165504684,0.23613685239512017
2023T2,2023,2,S129,Fondos de pensiones,136190.9510898831,29845.866421028863,0.21914720605285465
2023T3,2023,3,S129,Fondos de pensiones,135347.10626037515,27954.538538712113,0.20653960997831997
2023T4,2023,4,S129,Fondos de pensiones,140715.7681180861,28262.015591401952,0.20084469544084774
2024T1,2024,1,S129,Fondos de pensiones,146603.0201910401,28665.727200432644,0.19553299217900152
2024T2,2024,2,S129,Fondos de pensiones,142019.8085826345,28086.482415263363,0.19776454211259686
2024T3,2024,3,S129,Fondos de pensiones,150816.60126549652,28793.79684988109,0.1909192794975713
2024T4,2024,4,S129,Fondos de pensiones,150766.48816980093,30621.38111377461,0.2031046918018495
2025T1,2025,1,S129,Fondos de pensiones,150084.29350108677,26642.899092369364,0.17751956897592647
2025T2,2025,2,S129,Fondos de pensiones,154955.54002962177,25916.424331031598,0.1672507115658939
2025T3,2025,3,S129,Fondos de pensiones,162550.1216923634,25928.562457051645,0.1595111845325045
