periodo,año,trimestre,pas_prestamos_cp,pas_prestamos_lp,pas_prestamos_total,pas_depositos_vista,pas_depositos_otros,pas_depositos_total,pas_total,cap_nec_financiamiento,sector_codigo,sector_nombre,act_titulos_cp,act_titulos_lp,act_titulos_total,act_prestamos_cp,act_prestamos_lp,act_prestamos_total,act_cuotas_fmm,act_cuotas_fnm,act_depositos_vista,act_depositos_otros,pas_titulos_cp,pas_titulos_lp,pas_titulos_total,act_titulos_total_calc,act_prestamos_total_calc,act_depositos_total_calc,pas_titulos_total_calc,pas_prestamos_total_calc,pas_depositos_total_calc,act_credito_intermediado,act_sin_acciones
2008T3,2008,3,103.6334,33.8571,137.4904,,,-0.1579,4685.6348,-27.3727,S125_S126,Otros intermediarios y auxiliares,6.8275,-9.3759,-2.5484,26.7088,29.0561,55.7649,13.8915,-15.1813,31.8244,71.8149,88.5947,-139.8174,-51.2227,-2.5484,55.7649,103.63929999999999,-51.22269999999999,137.4905,0.0,53.216499999999996,155.566
2008T3,2008,3,,,,,,,,,S128,Compañías de seguros,30.4,242.0134,,,,,,,-2.845,14.8963,,,,272.41339999999997,0.0,12.0513,0.0,0.0,0.0,272.41339999999997,284.4647
2008T3,2008,3,,,,,,,1135.2893,0.0,S129,Fondos de pensiones,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008T3,2008,3,-0.0252,,13.9048,,,0.0,,1330.5367,S13,Gobierno general,283.9206,267.7059,,,,,,,39.6554,229.6525,0.0,182.3996,182.3996,551.6265,0.0,269.3079,182.3996,-0.0252,0.0,551.6265,820.9344
2008T3,2008,3,233.0364,2613.9846,2847.021,,,,4240.7337,-4978.4232,S11,Empresas no financieras,129.2861,-263.494,-134.2079,0.0076,44.9078,44.9154,-369.7456,716.3985,-159.7241,318.8987,12.8837,1096.6803,1109.564,-134.20790000000002,44.9154,159.17460000000003,1109.564,2847.0209999999997,0.0,-89.29250000000002,416.53499999999997
2008T3,2008,3,105.279,1326.1439,1431.4229,,,,1508.1075,111.0624,S14_S15,Hogares e IPSFLSH,22.3811,0.0,22.3811,,,,-392.5054,-164.3412,-243.2485,625.3603,,,,22.3811,0.0,382.1118,0.0,1431.4229,0.0,22.3811,-152.35369999999998
2008T3,2008,3,,,,,,,2676.8348,2344.1745,S2,Resto del mundo,0.0,601.1784,,89.9535,1431.114,1521.0675,-40.3132,-10.7997,0.3716,-0.7642,,,,601.1784,1521.0675,-0.3926,0.0,0.0,0.0,2122.2459,2070.7403999999997
2008T4,2008,4,5.53,4.1241,9.6541,266.2924,-393.0826,-126.7902,51.207,54.5417,S121,Banco Central,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,9.6541,-126.79020000000003,0.0,0.0
2008T4,2008,4,259.09,-596.45,-337.36,1117.5,2653.31,3770.81,2855.56,540.31,S122,Bancos y cooperativas,-310.77,1141.77,831.0,718.09,1954.3,2672.4,-13.74,0.0,77.38,426.32,0.0,-252.16,-252.16,831.0,2672.39,503.7,-252.16,-337.36000000000007,3770.81,3503.39,3993.35
2008T4,2008,4,,,,,,,333.9019,0.0,S123,Fondos mercado monetario,30.9455,24.341,55.2866,,,,-0.1499,0.0,2.8493,274.7572,,,,55.286500000000004,0.0,277.60650000000004,0.0,0.0,0.0,55.286500000000004,332.7431
2008T4,2008,4,,,,,,,-1199.5918,20.9896,S124,Fondos mercado no monetario,-54.348,-410.6284,-464.9764,-5.5625,6.1302,0.5677,-0.359,-67.2193,-18.7127,-332.6939,,,,-464.9764,0.5677000000000003,-351.40659999999997,0.0,0.0,0.0,-464.4087,-883.3936
2008T4,2008,4,145.9171,67.9608,213.8779,,,-0.1579,5233.4098,60.6478,S125_S126,Otros intermediarios y auxiliares,11.3942,-19.4749,-8.0806,23.7564,13.665,37.4214,3.17,-15.3397,64.6479,455.3706,53.1832,-45.6459,7.5374,-8.080700000000002,37.4214,520.0185,7.537300000000002,213.8779,0.0,29.3407,537.1895
2008T4,2008,4,,,,,,,,,S128,Compañías de seguros,38.0709,139.7797,,,,,,,10.3265,17.5135,,,,177.8506,0.0,27.84,0.0,0.0,0.0,177.8506,205.6906
2008T4,2008,4,,,,,,,1276.7345,0.0,S129,Fondos de pensiones,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008T4,2008,4,-0.0252,,12.6566,,,0.0,,278.4403,S13,Gobierno general,803.804,18.73,,,,,,,496.0022,-2036.7806,0.0,346.0902,346.0902,822.534,0.0,-1540.7784000000001,346.0902,-0.0252,0.0,822.534,-718.2444000000002
2008T4,2008,4,674.3441,2247.6565,2922.0007,,,,4958.3015,-3889.2891,S11,Empresas no financieras,50.9873,-479.3703,-428.383,0.0699,338.036,338.106,180.2479,-350.7166,222.2518,1331.5349,55.7875,155.7066,211.4941,-428.383,338.1059,1553.7867,211.4941,2922.0006000000003,0.0,-90.27709999999996,1293.0409000000002
2008T4,2008,4,95.5494,842.1396,937.689,,,,1122.7903,254.0173,S14_S15,Hogares e IPSFLSH,33.5369,0.0,33.5369,,,,144.6941,-715.3126,524.1181,378.2728,,,,33.5369,0.0,902.3909000000001,0.0,937.689,0.0,33.5369,365.3093000000001
2008T4,2008,4,,,,,,,-1741.5508,2600.3339,S2,Resto del mundo,0.0,-395.3157,,293.6959,131.8133,425.5092,14.9789,-48.6068,-24.9543,-14.3121,,,,-395.3157,425.50919999999996,-39.2664,0.0,0.0,0.0,30.193499999999972,-42.70080000000003
2009T1,2009,1,-4.5511,-3.36,-7.9111,-396.8801,-267.6256,-664.5058,0.4849,-70.5403,S121,Banco Central,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-7.911099999999999,-664.5057,0.0,0.0
2009T1,2009,1,146.48,-1224.69,-1078.21,158.06,-1996.2,-1838.14,-2881.2,-235.02,S122,Bancos y cooperativas,499.74,-1150.19,-650.45,-335.22,-752.5,-1087.72,242.17,0.0,291.21,-1522.12,0.0,-51.12,-51.12,-650.45,-1087.72,-1230.9099999999999,-51.12,-1078.21,-1838.14,-1738.17,-2726.91
2009T1,2009,1,,,,,,,2302.6063,0.0,S123,Fondos mercado monetario,131.6848,183.9481,315.6329,,,,-0.2205,0.0,16.587,1963.5941,,,,315.6329,0.0,1980.1811,0.0,0.0,0.0,315.6329,2295.5935
2009T1,2009,1,,,,,,,840.4637,65.3241,S124,Fondos mercado no monetario,118.2951,441.7555,560.0507,-0.2328,-0.3509,-0.5837,-0.6327,-26.1077,-1.1767,484.7575,,,,560.0506,-0.5837,483.5808,0.0,0.0,0.0,559.4669,1016.3072999999999
2009T1,2009,1,-270.3956,101.8036,-168.5919,,,0.0037,-1604.4129,-39.7651,S125_S126,Otros intermediarios y auxiliares,19.9549,51.3129,71.2678,12.7777,-16.4514,-3.6737,229.9838,101.084,-24.5036,-247.938,4.6299,162.6686,167.2986,71.2678,-3.6737,-272.4416,167.2985,-168.59199999999998,0.0,67.5941,126.22030000000001
2009T1,2009,1,,,,,,,,,S128,Compañías de seguros,-22.0636,-19.1282,,,,,,,11.877,44.4612,,,,-41.1918,0.0,56.3382,0.0,0.0,0.0,-41.1918,15.1464
2009T1,2009,1,,,,,,,870.5649,0.0,S129,Fondos de pensiones,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009T1,2009,1,2.1282,,-4.1794,,,0.0,,-890.2624,S13,Gobierno general,-775.8565,-98.3939,,,,,,,-64.2755,166.9855,0.0,59.5905,59.5905,-874.2504,0.0,102.71000000000001,59.5905,2.1282,0.0,-874.2504,-771.5404
2009T1,2009,1,65.0544,635.4204,700.4749,,,,-341.4003,-101.2447,S11,Empresas no financieras,118.1413,472.8583,590.9996,0.0074,-115.4213,-115.4139,1208.4189,-51.6557,717.0584,-2060.4564,65.0184,1445.4849,1510.5033,590.9996,-115.4139,-1343.3980000000001,1510.5032999999999,700.4748,0.0,475.5857,288.9508999999997
2009T1,2009,1,-17.5247,195.8668,178.3421,,,,-16.9699,1389.8199,S14_S15,Hogares e IPSFLSH,5.0073,-0.0227,4.9845,,,,495.6751,440.9348,-67.0599,-427.2606,,,,4.9845999999999995,0.0,-494.32050000000004,0.0,178.34210000000002,0.0,4.9845999999999995,447.27399999999994
2009T1,2009,1,,,,,,,1846.6656,-47.2261,S2,Resto del mundo,0.0,694.5882,,506.9556,481.4253,988.3809,102.6694,42.5965,26.6131,-1.2207,,,,694.5882,988.3809,25.3924,0.0,0.0,0.0,1682.9691,1853.6274
2009T2,2009,2,-1.4176,4.5771,3.1594,153.4818,-32.2023,121.2795,245.3013,-49.0796,S121,Banco Central,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.1594999999999995,121.27949999999998,0.0,0.0
2009T2,2009,2,746.14,-439.97,306.16,468.6,-552.38,-83.79,-98.35,116.45,S122,Bancos y cooperativas,-29.69,630.35,600.65,-1501.76,1050.79,-450.97,-77.68,0.0,-118.88,361.26,0.0,-105.64,-105.64,600.66,-450.97,242.38,-105.64,306.16999999999996,-83.77999999999997,149.68999999999994,314.38999999999993
2009T2,2009,2,,,,,,,1075.1821,0.0,S123,Fondos mercado monetario,-98.9232,159.9385,61.0153,,,,-0.1999,0.0,7.5515,1003.5755,,,,61.01530000000001,0.0,1011.1270000000001,0.0,0.0,0.0,61.01530000000001,1071.9424
2009T2,2009,2,,,,,,,60.8406,43.0144,S124,Fondos mercado no monetario,54.8022,-224.4472,-169.645,-3.5415,-0.2479,-3.7894,0.7174,202.2622,17.258,-242.3416,,,,-169.645,-3.7894,-225.0836,0.0,0.0,0.0,-173.4344,-195.53840000000002
2009T2,2009,2,-299.6275,65.7023,-233.9252,,,0.0037,-506.7015,117.5105,S125_S126,Otros intermediarios y auxiliares,47.0494,-46.6307,0.4187,-8.6222,12.551,3.9288,106.6566,7.6863,204.7138,-30.1833,44.3899,66.8921,111.2819,0.4187000000000012,3.9288000000000007,174.5305,111.282,-233.92520000000002,0.0,4.347500000000002,293.2209
2009T2,2009,2,,,,,,,,,S128,Compañías de seguros,-19.7754,165.3954,,,,,,,-0.3406,-85.481,,,,145.62,0.0,-85.82159999999999,0.0,0.0,0.0,145.62,59.798400000000015
2009T2,2009,2,,,,,,,1121.7339,0.0,S129,Fondos de pensiones,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009T2,2009,2,2.1516,,22.8017,,,0.0,,-1423.6985,S13,Gobierno general,307.4268,-1207.3435,,,,,,,-146.9541,-958.3238,0.0,-143.1155,-143.1155,-899.9167,0.0,-1105.2779,-143.1155,2.1516,0.0,-899.9167,-2005.1946
2009T2,2009,2,-1343.3256,442.6548,-900.6708,,,,374.3609,765.3253,S11,Empresas no financieras,66.961,363.4607,430.4217,-0.1118,34.9992,34.8874,565.3397,39.1359,-292.7975,-1050.9851,2.4002,365.0721,367.4723,430.4217,34.8874,-1343.7826,367.47229999999996,-900.6707999999999,0.0,465.3091,-273.9979000000001
2009T2,2009,2,-124.259,638.9919,514.7329,,,,436.1069,1197.0677,S14_S15,Hogares e IPSFLSH,-0.4914,0.0046,-0.4868,,,,408.6137,55.1227,514.8582,-451.3196,,,,-0.4868,0.0,63.53860000000003,0.0,514.7329,0.0,-0.4868,526.7882
2009T2,2009,2,,,,,,,713.0896,-730.0836,S2,Resto del mundo,0.0,-485.3677,,302.6502,-298.2489,4.4013,47.8703,3.128,9.0309,-5.1112,,,,-485.3677,4.401299999999992,3.9197000000000006,0.0,0.0,0.0,-480.9664,-426.0484000000001
2009T3,2009,3,0.1238,603.2017,603.3255,1041.1234,192.4135,1233.5369,2152.1497,-34.5826,S121,Banco Central,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,603.3254999999999,1233.5369,0.0,0.0
2009T3,2009,3,2052.26,-190.43,1861.83,446.03,-1003.67,-557.64,1613.3,551.36,S122,Bancos y cooperativas,1235.49,-239.21,996.27,-934.19,1417.43,483.24,56.68,0.0,699.25,-149.19,0.0,427.47,427.47,996.28,483.24,550.06,427.47,1861.8300000000002,-557.64,1479.52,2086.2599999999998
2009T3,2009,3,,,,,,,217.3345,0.0,S123,Fondos mercado monetario,413.0245,-207.7361,205.2884,,,,0.1198,0.0,1.7223,9.4729,,,,205.2884,0.0,11.1952,0.0,0.0,0.0,205.2884,216.6034
2009T3,2009,3,,,,,,,919.6078,-5.7541,S124,Fondos mercado no monetario,121.8558,-58.4352,63.4206,0.0421,-1.9147,-1.8726,0.741,388.3001,20.5702,261.4278,,,,63.4206,-1.8726,281.998,0.0,0.0,0.0,61.548,732.5871
2009T3,2009,3,-199.8903,-31.3102,-231.2004,,,0.0038,2881.0515,-348.7509,S125_S126,Otros intermediarios y auxiliares,-100.558,-119.0266,-219.5846,-7.6112,51.2733,43.6621,-76.0403,-44.9003,-26.1317,-133.8885,3.7282,222.5519,226.2801,-219.58460000000002,43.662099999999995,-160.0202,226.28009999999998,-231.2005,0.0,-175.9225,-456.8833
2009T3,2009,3,,,,,,,,,S128,Compañías de seguros,-150.1866,226.2815,,,,,,,-5.5935,-76.8487,,,,76.0949,0.0,-82.4422,0.0,0.0,0.0,76.0949,-6.347300000000004
2009T3,2009,3,,,,,,,977.0092,0.0,S129,Fondos de pensiones,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009T3,2009,3,2.1755,,14.9978,,,0.0,,-1305.7108,S13,Gobierno general,-477.2994,-949.154,,,,,,,342.966,-27.3854,0.0,743.5116,743.5116,-1426.4533999999999,0.0,315.5806,743.5116,2.1755,0.0,-1426.4533999999999,-1110.8727999999999
2009T3,2009,3,-834.5394,1031.326,196.7866,,,,-1235.9874,400.4341,S11,Empresas no financieras,-122.4499,858.6429,736.193,-0.067,67.9088,67.8418,116.221,285.2313,156.8869,1132.5832,1.795,540.3936,542.1887,736.1930000000001,67.8418,1289.4701,542.1886,196.78660000000002,0.0,804.0348000000001,2494.9572
2009T3,2009,3,22.2447,712.74,734.9846,,,,593.6619,768.5677,S14_S15,Hogares e IPSFLSH,-35.9762,0.0077,-35.9686,,,,82.6169,638.1652,429.2503,-896.6907,,,,-35.9685,0.0,-467.4404,0.0,734.9847,0.0,-35.9685,217.3732
2009T3,2009,3,,,,,,,4129.3467,6.7695,S2,Resto del mundo,0.0,392.8089,,821.7444,760.4423,1582.1867,9.7131,46.4553,-14.3681,-0.117,,,,392.8089,1582.1867000000002,-14.485100000000001,0.0,0.0,0.0,1974.9956000000002,2016.6789
2009T4,2009,4,0.8381,-10.0416,-9.2035,1289.1224,-125.3144,1163.808,1134.4523,-17.034,S121,Banco Central,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-9.2035,1163.808,0.0,0.0
2009T4,2009,4,1740.04,561.81,2301.85,1849.06,150.3,1999.36,4709.62,626.32,S122,Bancos y cooperativas,298.37,788.86,1087.23,-329.2,2268.16,1938.96,-100.33,0.0,1857.67,405.39,103.6,67.38,170.98,1087.23,1938.9599999999998,2263.06,170.98,2301.85,1999.36,3026.1899999999996,5188.92
2009T4,2009,4,,,,,,,-191.5357,0.0,S123,Fondos mercado monetario,-224.7676,108.5139,-116.2536,,,,-0.0496,0.0,-1.3015,-73.3854,,,,-116.25369999999998,0.0,-74.68690000000001,0.0,0.0,0.0,-116.25369999999998,-190.9902
2009T4,2009,4,,,,,,,-1.674,67.9517,S124,Fondos mercado no monetario,-81.4621,-44.9848,-126.4469,4.6307,-0.1643,4.4665,0.4395,257.4692,-14.2515,-248.9964,,,,-126.4469,4.4664,-263.2479,0.0,0.0,0.0,-121.9805,-127.31970000000001
2009T4,2009,4,-109.7804,33.3938,-76.3866,,,0.0037,1111.3603,-143.2809,S125_S126,Otros intermediarios y auxiliares,-3.815,-90.1435,-93.9585,-2.7807,-2.6382,-5.4189,-76.1016,-100.9835,127.7089,239.7658,-67.221,389.7189,322.4979,-93.9585,-5.4189,367.4747,322.4979,-76.3866,0.0,-99.3774,91.01219999999999
2009T4,2009,4,,,,,,,,,S128,Compañías de seguros,-2.1991,102.6943,,,,,,,-13.1037,104.504,,,,100.4952,0.0,91.4003,0.0,0.0,0.0,100.4952,191.8955
2009T4,2009,4,,,,,,,1087.2208,0.0,S129,Fondos de pensiones,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009T4,2009,4,2.1754,,34.0139,,,0.0,,-860.9058,S13,Gobierno general,-358.5535,-433.3288,,,,,,,211.5309,213.9561,0.0,310.349,310.349,-791.8823,0.0,425.48699999999997,310.349,2.1754,0.0,-791.8823,-366.3953
2009T4,2009,4,-202.695,2553.345,2350.6499,,,,2629.2728,397.9911,S11,Empresas no financieras,42.6577,-485.4502,-442.7925,-0.0124,-103.1791,-103.1915,87.8909,1072.8154,767.3409,1703.6224,-37.096,312.6826,275.5866,-442.7925,-103.1915,2470.9633,275.5866,2350.6499999999996,0.0,-545.984,3085.6856
2009T4,2009,4,204.758,905.3383,1110.0963,,,,1199.8023,397.0522,S14_S15,Hogares e IPSFLSH,-20.689,0.029,-20.66,,,,-72.8288,-35.1515,825.1515,-132.8512,,,,-20.66,0.0,692.3003000000001,0.0,1110.0963,0.0,-20.66,563.6600000000001
2009T4,2009,4,,,,,,,5418.0649,-580.9579,S2,Resto del mundo,103.6043,485.6108,,922.749,1276.6535,2199.4026,-8.5366,-3.0366,108.9088,-0.4216,,,,589.2151,2199.4025,108.4872,0.0,0.0,0.0,2788.6176,2885.5316000000003
2010T1,2010,1,-0.9571,-17.6042,-18.5613,-893.4703,92.7977,-800.6726,-125.19,-12.6382,S121,Banco Central,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-18.5613,-800.6726,0.0,0.0
2010T1,2010,1,-1248.01,574.97,-673.04,292.45,-236.52,55.94,-520.61,-17.86,S122,Bancos y cooperativas,-486.88,22.55,-464.33,347.61,95.78,443.39,129.2,0.0,-1636.69,225.79,-103.72,-168.61,-272.33,-464.33,443.39,-1410.9,-272.33000000000004,-673.04,55.92999999999998,-20.939999999999998,-1302.64
2010T1,2010,1,,,,,,,1248.1155,0.0,S123,Fondos mercado monetario,1097.8002,-194.6514,903.1488,,,,-0.1432,0.0,8.7414,332.5408,,,,903.1487999999999,0.0,341.2822,0.0,0.0,0.0,903.1487999999999,1244.2878
2010T1,2010,1,,,,,,,988.1953,13.5186,S124,Fondos mercado no monetario,76.7376,454.0806,530.8181,-4.6729,-0.0243,-4.6972,0.4267,63.1128,10.1276,124.5549,,,,530.8182,-4.6972000000000005,134.6825,0.0,0.0,0.0,526.1210000000001,724.3430000000001
2010T1,2010,1,115.8468,27.6083,143.4551,,,0.0016,1783.1837,-218.3774,S125_S126,Otros intermediarios y auxiliares,1.675,8.9505,10.6255,36.1467,11.9575,48.1042,42.7345,40.5838,59.0978,-68.7467,-11.899,-0.332,-12.231,10.6255,48.104200000000006,-9.648900000000005,-12.231,143.45510000000002,0.0,58.72970000000001,132.3991
2010T1,2010,1,,,,,,,,,S128,Compañías de seguros,35.6903,88.4594,,,,,,,3.7977,17.4037,,,,124.1497,0.0,21.2014,0.0,0.0,0.0,124.1497,145.3511
2010T1,2010,1,,,,,,,996.1932,0.0,S129,Fondos de pensiones,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010T1,2010,1,-1.5073,,-17.975,,,0.0,,-579.2036,S13,Gobierno general,-54.9347,-35.0024,,,,,,,-217.4947,151.5763,0.0,601.3752,601.3752,-89.9371,0.0,-65.91839999999999,601.3752,-1.5073,0.0,-89.9371,-155.8555
2010T1,2010,1,340.1356,31.6342,371.7698,,,,3004.1032,1330.5744,S11,Empresas no financieras,-11.2165,106.1692,94.9527,-0.0657,105.4068,105.3411,-17.4242,350.1528,-65.3149,423.8191,-60.3025,177.298,116.9955,94.95270000000001,105.3411,358.50419999999997,116.99549999999999,371.76980000000003,0.0,200.2938,891.5265999999999
2010T1,2010,1,96.1442,488.4551,584.5992,,,,484.3621,3431.2502,S14_S15,Hogares e IPSFLSH,-0.9468,0.0,-0.9468,,,,977.3071,372.1858,162.8242,-216.0654,,,,-0.9468,0.0,-53.24120000000002,0.0,584.5993,0.0,-0.9468,1295.3049
2010T1,2010,1,,,,,,,6932.4449,-3995.687,S2,Resto del mundo,-103.7178,245.2483,,-583.6703,864.0781,280.4078,55.3498,41.5354,12.9786,0.2873,,,,141.53050000000002,280.40779999999995,13.2659,0.0,0.0,0.0,421.93829999999997,532.0894
2010T2,2010,2,-0.4747,-16.418,-16.8927,637.4402,65.886,703.3262,-1316.2668,-15.7505,S121,Banco Central,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-16.892699999999998,703.3262,0.0,0.0
2010T2,2010,2,-1342.48,-43.03,-1385.51,994.16,945.79,1939.94,1291.72,-124.16,S122,Bancos y cooperativas,-1124.66,-80.2,-1204.86,465.68,1649.19,2114.87,-37.38,0.0,672.13,-475.31,0.0,673.32,673.32,-1204.8600000000001,2114.87,196.82,673.32,-1385.51,1939.9499999999998,910.0099999999998,1069.4499999999996
2010T2,2010,2,,,,,,,-825.9006,0.0,S123,Fondos mercado monetario,-976.2449,44.4262,-931.8188,,,,-0.0122,0.0,-6.1033,114.6278,,,,-931.8187,0.0,108.52449999999999,0.0,0.0,0.0,-931.8187,-823.3064
2010T2,2010,2,,,,,,,686.5392,27.3188,S124,Fondos mercado no monetario,-166.4537,260.9434,94.4897,0.0,-0.1336,-0.1336,0.2642,72.3355,35.636,316.903,,,,94.4897,-0.1336,352.53900000000004,0.0,0.0,0.0,94.3561,519.4948
2010T2,2010,2,262.6151,-283.054,-20.4389,,,0.0016,785.5258,-171.8701,S125_S126,Otros intermediarios y auxiliares,-1.9447,-10.6176,-12.5624,11.2885,15.3406,26.6291,-124.1144,-16.9973,-62.8583,-86.6365,-9.3698,113.9177,104.5479,-12.5623,26.6291,-149.4948,104.5479,-20.43889999999999,0.0,14.0668,-276.5397
2010T2,2010,2,,,,,,,,,S128,Compañías de seguros,58.349,259.7177,,,,,,,93.5508,-79.212,,,,318.06669999999997,0.0,14.338799999999992,0.0,0.0,0.0,318.06669999999997,332.40549999999996
2010T2,2010,2,,,,,,,1085.9221,0.0,S129,Fondos de pensiones,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010T2,2010,2,-1.2442,,8.7116,,,0.0,,1308.4418,S13,Gobierno general,-31.0507,-437.5463,,,,,,,337.2222,1248.3599,0.0,614.6293,614.6293,-468.597,0.0,1585.5820999999999,614.6293,-1.2442,0.0,-468.597,1116.9850999999999
2010T2,2010,2,246.4464,1988.258,2234.7044,,,,8287.9258,-1393.994,S11,Empresas no financieras,-20.7967,195.9865,175.1899,0.0333,219.0115,219.0448,-273.5825,314.4901,415.7149,-168.4556,1.53,154.2981,155.8281,175.1898,219.0448,247.2593,155.8281,2234.7044,0.0,394.2346,682.4014999999999
2010T2,2010,2,51.3628,968.0776,1019.4404,,,,1063.7074,812.9331,S14_S15,Hogares e IPSFLSH,6.8936,0.0,6.8936,,,,-348.5563,312.4353,462.0258,75.043,,,,6.8936,0.0,537.0688,0.0,1019.4404,0.0,6.8936,507.84139999999996
2010T2,2010,2,,,,,,,1660.514,-401.671,S2,Resto del mundo,0.0,501.5855,,200.9856,1030.9839,1231.9696,-36.7802,24.5446,81.356,-1.5825,,,,501.5855,1231.9695,79.7735,0.0,0.0,0.0,1733.5549999999998,1801.0928999999999
2010T3,2010,3,-0.4341,32.6768,32.2427,-1071.45,1.6051,-1069.845,-1053.112,-28.9808,S121,Banco Central,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,32.2427,-1069.8449,0.0,0.0
2010T3,2010,3,-687.07,286.31,-400.76,65.51,602.17,667.69,2395.37,600.49,S122,Bancos y cooperativas,252.23,-421.32,-169.09,827.91,1593.56,2421.47,-158.16,0.0,-762.87,-119.35,102.49,1630.14,1732.63,-169.09,2421.47,-882.22,1732.63,-400.76000000000005,667.68,2252.3799999999997,1211.9999999999995
2010T3,2010,3,,,,,,,-2337.4745,0.0,S123,Fondos mercado monetario,-53.4215,-116.2277,-169.6493,,,,0.0045,0.0,-16.3369,-2144.4949,,,,-169.6492,0.0,-2160.8318,0.0,0.0,0.0,-169.6492,-2330.4764999999998
2010T3,2010,3,,,,,,,680.8382,54.988,S124,Fondos mercado no monetario,-71.1533,337.0687,265.9154,1.6694,0.0012,1.6706,-1.4127,-148.4517,-31.9706,-79.8637,,,,265.9154,1.6706,-111.8343,0.0,0.0,0.0,267.58599999999996,5.887299999999982
2010T3,2010,3,-73.1919,2.706,-70.4859,,,0.0016,961.735,158.024,S125_S126,Otros intermediarios y auxiliares,23.8697,2.7884,26.6581,6.683,-16.2502,-9.5673,-16.7577,-58.5431,-125.3034,161.8176,-86.2525,1.7306,-84.5219,26.6581,-9.5672,36.5142,-84.5219,-70.4859,0.0,17.0909,-21.695699999999995
2010T3,2010,3,,,,,,,,,S128,Compañías de seguros,40.4835,-129.8589,,,,,,,7.4116,245.0388,,,,-89.37540000000001,0.0,252.4504,0.0,0.0,0.0,-89.37540000000001,163.075
2010T3,2010,3,,,,,,,1054.5004,0.0,S129,Fondos de pensiones,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010T3,2010,3,-1.0269,,43.332,,,0.0,,-294.8355,S13,Gobierno general,532.2877,785.3613,,,,,,,19.5587,-305.0698,0.0,1443.3689,1443.3689,1317.649,0.0,-285.5111,1443.3689,-1.0269,0.0,1317.649,1032.1379
2010T3,2010,3,102.0501,1030.3423,1132.3924,,,,9653.8583,-1308.2135,S11,Empresas no financieras,146.9312,1194.7496,1341.6808,-0.0003,28.1383,28.138,-1062.0203,358.2829,-148.9681,3566.1358,-32.48,420.782,388.302,1341.6808,28.138,3417.1677,388.30199999999996,1132.3924,0.0,1369.8188,4083.2491
2010T3,2010,3,160.6195,926.0699,1086.6894,,,,1117.3417,709.0584,S14_S15,Hogares e IPSFLSH,-0.5789,0.0,-0.5789,,,,-986.8232,272.3741,89.6802,468.3682,,,,-0.5789,0.0,558.0484,0.0,1086.6894,0.0,-0.5789,-156.9796
2010T3,2010,3,,,,,,,5221.4579,101.8657,S2,Resto del mundo,102.4908,1674.9759,,47.4867,674.0948,721.5815,-104.0183,19.9582,44.4981,1.6618,,,,1777.4667,721.5815,46.1599,0.0,0.0,0.0,2499.0482,2461.148
2010T4,2010,4,1.3308,-3.634,-2.3032,1631.7605,654.1406,2285.9012,868.2939,-65.9342,S121,Banco Central,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2.3032,2285.9011,0.0,0.0
2010T4,2010,4,-801.92,177.11,-624.81,1777.49,2032.98,3810.47,2911.28,529.34,S122,Bancos y cooperativas,-543.34,106.61,-436.73,-2.64,2136.82,2134.19,41.36,0.0,1122.35,1368.61,85.66,96.49,182.15,-436.73,2134.1800000000003,2490.96,182.14999999999998,-624.81,3810.4700000000003,1697.4500000000003,4229.7699999999995
2010T4,2010,4,,,,,,,530.5117,0.0,S123,Fondos mercado monetario,-257.7071,-17.7559,-275.463,,,,-0.0451,0.0,3.6833,800.7454,,,,-275.463,0.0,804.4287,0.0,0.0,0.0,-275.463,528.9205999999999
2010T4,2010,4,,,,,,,60.9849,92.9866,S124,Fondos mercado no monetario,-70.9323,-34.2031,-105.1354,-0.8734,-0.4187,-1.292,0.7629,90.6803,6.1214,-406.8471,,,,-105.1354,-1.2921,-400.7257,0.0,0.0,0.0,-106.42750000000001,-415.71000000000004
