periodo,año,trimestre,pas_prestamos_cp,pas_prestamos_lp,pas_prestamos_total,pas_depositos_vista,pas_depositos_otros,pas_depositos_total,pas_total,cap_nec_financiamiento,sector_codigo,sector_nombre,act_titulos_cp,act_titulos_lp,act_titulos_total,act_prestamos_cp,act_prestamos_lp,act_prestamos_total,act_cuotas_fmm,act_cuotas_fnm,act_depositos_vista,act_depositos_otros,pas_titulos_cp,pas_titulos_lp,pas_titulos_total,act_titulos_total_calc,act_prestamos_total_calc,act_depositos_total_calc,pas_titulos_total_calc,pas_prestamos_total_calc,pas_depositos_total_calc,act_credito_intermediado,act_sin_acciones
2014T4,2014,4,362.6968,2102.2174,2464.9142,,,,2633.4088,1703.6962,S14_S15,Hogares e IPSFLSH,6.0258,-0.0179,6.0079,,,,242.2057,-415.2991,1247.0796,785.8536,,,,6.0079,0.0,2032.9332,0.0,2464.9142,0.0,6.0079,1865.8477
2014T4,2014,4,,,,,,,5507.8244,1499.603,S2,Resto del mundo,59.0164,2206.9617,,250.2369,2337.3131,2587.5499,22.3956,-40.7564,48.5636,-1.1784,,,,2265.9781,2587.5499999999997,47.3852,0.0,0.0,0.0,4853.5280999999995,4882.552499999999
2015T1,2015,1,-8.0295,-34.4684,-42.498,-926.4471,-559.2258,-1485.6729,-349.1579,-54.8897,S121,Banco Central,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-42.4979,-1485.6729,0.0,0.0
2015T1,2015,1,-394.9,-330.08,-724.97,-647.17,-176.88,-824.05,589.27,-227.18,S122,Bancos y cooperativas,600.56,-1374.63,-774.07,104.08,1064.43,1168.51,63.3,0.0,-175.04,-84.58,-63.18,920.63,857.45,-774.0700000000002,1168.51,-259.62,857.45,-724.98,-824.05,394.4399999999998,198.11999999999983
2015T1,2015,1,,,,,,,-94.3047,0.0,S123,Fondos mercado monetario,237.8554,-301.0412,-63.1858,,,,-0.7199,0.0,5.4414,-52.0268,,,,-63.1858,0.0,-46.5854,0.0,0.0,0.0,-63.1858,-110.49109999999999
2015T1,2015,1,,,,,,,2083.4176,23.2329,S124,Fondos mercado no monetario,86.8996,1339.2907,1426.1903,79.7732,5.1167,84.8899,11.217,421.4171,10.6741,222.1255,,,,1426.1903,84.8899,232.7996,0.0,0.0,0.0,1511.0801999999999,2176.5139
2015T1,2015,1,92.7429,397.5889,490.3318,,,0.0,1816.4548,32.7175,S125_S126,Otros intermediarios y auxiliares,14.6013,-41.8911,-27.2899,53.3155,12.3614,65.6769,173.2783,153.1702,17.4632,139.2278,15.5,-296.5683,-281.0683,-27.2898,65.6769,156.691,-281.0683,490.33180000000004,0.0,38.387100000000004,521.5266
2015T1,2015,1,,,,,,,,,S128,Compañías de seguros,2.6921,136.6034,,,,,,,20.4252,3.1214,,,,139.2955,0.0,23.5466,0.0,0.0,0.0,139.2955,162.84210000000002
2015T1,2015,1,,,,,,,1770.4534,0.0,S129,Fondos de pensiones,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015T1,2015,1,-0.3607,,-24.9786,,,0.0,,-177.5107,S13,Gobierno general,497.7902,-417.7674,,,,,,,11.7607,-1031.3234,0.0,-1069.5557,-1069.5557,80.02280000000002,0.0,-1019.5627,-1069.5557,-0.3607,0.0,80.02280000000002,-939.5399
2015T1,2015,1,-388.5261,497.2868,108.7606,,,,9592.5913,-1646.0585,S11,Empresas no financieras,-88.6379,-279.4485,-368.0864,-0.138,964.1283,963.9903,122.2481,705.775,-2484.7174,-154.0627,10.7,489.6622,500.3622,-368.0864,963.9902999999999,-2638.7801,500.3622,108.76070000000004,0.0,595.9038999999999,-1214.8531000000003
2015T1,2015,1,160.1828,1230.4871,1390.67,,,,1354.7418,2149.2823,S14_S15,Hogares e IPSFLSH,-4.4548,0.2962,-4.1585,,,,-509.0202,756.5609,15.0102,342.7635,,,,-4.1586,0.0,357.7737,0.0,1390.6699,0.0,-4.1586,601.1558
2015T1,2015,1,,,,,,,1769.2848,-33.6297,S2,Resto del mundo,-63.1763,481.747,,-894.2392,411.8893,-482.3498,-5.2286,85.8772,140.275,-0.4553,,,,418.5707,-482.3499,139.8197,0.0,0.0,0.0,-63.7792,156.6891
2015T2,2015,2,-0.3441,14.4814,14.1373,-371.8309,-350.8442,-722.6751,-238.1405,-41.7011,S121,Banco Central,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,14.137300000000002,-722.6750999999999,0.0,0.0
2015T2,2015,2,273.15,-23.61,249.55,811.39,23.98,835.37,2031.15,156.75,S122,Bancos y cooperativas,11.87,814.1,825.98,31.2,2953.13,2984.33,-88.95,0.0,-452.43,-509.28,10.18,1174.45,1184.62,825.97,2984.33,-961.71,1184.63,249.53999999999996,835.37,3810.3,2759.6400000000003
2015T2,2015,2,,,,,,,303.1687,0.0,S123,Fondos mercado monetario,-72.478,103.5197,31.0417,,,,-0.6392,0.0,1.9708,269.7522,,,,31.041700000000006,0.0,271.723,0.0,0.0,0.0,31.041700000000006,302.1255
2015T2,2015,2,,,,,,,201.8143,-3.9812,S124,Fondos mercado no monetario,-35.4895,355.5601,320.0706,10.7431,3.7118,14.4549,3.4012,528.4262,23.6589,-391.4711,,,,320.07059999999996,14.4549,-367.81219999999996,0.0,0.0,0.0,334.52549999999997,498.5407
2015T2,2015,2,36.929,146.1217,183.0506,,,0.0,2390.7862,-290.8368,S125_S126,Otros intermediarios y auxiliares,-14.1775,11.1533,-3.0242,10.1143,-53.603,-43.4886,-127.1795,-48.7813,62.2423,-221.0673,-12.6,44.0952,31.4952,-3.0242000000000004,-43.4887,-158.825,31.495199999999997,183.0507,0.0,-46.5129,-381.2987
2015T2,2015,2,,,,,,,,,S128,Compañías de seguros,-3.827,396.3995,,,,,,,13.448,56.1792,,,,392.5725,0.0,69.6272,0.0,0.0,0.0,392.5725,462.1997
2015T2,2015,2,,,,,,,1599.4046,0.0,S129,Fondos de pensiones,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015T2,2015,2,-0.4262,,-2.1561,,,0.0,,-600.8091,S13,Gobierno general,550.3489,820.0902,,,,,,,147.1216,171.5814,0.0,3127.1571,3127.1571,1370.4391,0.0,318.703,3127.1571,-0.4262,0.0,1370.4391,1689.1421
2015T2,2015,2,82.3694,1277.0253,1359.3947,,,,10436.9962,-1076.3054,S11,Empresas no financieras,-7.1853,263.0179,255.8326,-0.0455,980.4639,980.4184,186.467,-368.571,517.5118,-64.2129,-12.0,755.3517,743.3517,255.83259999999999,980.4184,453.2989,743.3517,1359.3947,0.0,1236.251,1507.4459000000002
2015T2,2015,2,-0.9493,1940.5625,1939.6132,,,,2077.4217,1527.3172,S14_S15,Hogares e IPSFLSH,-1.1419,0.6575,-0.4845,,,,136.3597,38.0144,390.887,287.2166,,,,-0.48439999999999994,0.0,678.1036,0.0,1939.6132,0.0,-0.48439999999999994,851.9933
2015T2,2015,2,,,,,,,2478.3252,362.2802,S2,Resto del mundo,10.1754,1577.7517,,5.7542,311.1002,316.8544,13.5313,86.5902,84.6014,0.0201,,,,1587.9271,316.8544,84.6215,0.0,0.0,0.0,1904.7815,2089.5245
2015T3,2015,3,-0.0353,-0.4624,-0.4977,-532.7041,417.8386,-114.8655,361.9065,-26.5705,S121,Banco Central,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-0.4977,-114.86550000000005,0.0,0.0
2015T3,2015,3,-150.58,199.04,48.46,12.88,2563.31,2576.19,2887.23,1053.79,S122,Bancos y cooperativas,12.44,-298.69,-286.25,194.88,3383.47,3578.35,-102.62,0.0,-664.96,440.43,-350.15,168.25,-181.9,-286.25,3578.35,-224.53000000000003,-181.89999999999998,48.45999999999998,2576.19,3292.1,2964.95
2015T3,2015,3,,,,,,,350.5757,0.0,S123,Fondos mercado monetario,-200.87,125.1798,-75.6903,,,,0.0,0.0,2.2276,422.8591,,,,-75.6902,0.0,425.0867,0.0,0.0,0.0,-75.6902,349.3965
2015T3,2015,3,,,,,,,1041.579,-17.2602,S124,Fondos mercado no monetario,-52.7071,684.9246,632.2175,16.4456,4.9503,21.3959,0.1539,257.4287,58.6159,337.8922,,,,632.2175000000001,21.395899999999997,396.5081,0.0,0.0,0.0,653.6134000000001,1307.7041000000002
2015T3,2015,3,199.3076,383.147,582.4546,,,0.0,7881.5284,17.511,S125_S126,Otros intermediarios y auxiliares,9.8075,45.1507,54.9583,13.4994,26.9294,40.4287,55.8655,0.1013,-186.3255,6.4874,-10.6815,20.2308,9.5493,54.9582,40.4288,-179.8381,9.549299999999999,582.4546,0.0,95.387,-28.4843
2015T3,2015,3,,,,,,,,,S128,Compañías de seguros,4.4165,468.4664,,,,,,,20.5178,59.1001,,,,472.8829,0.0,79.61789999999999,0.0,0.0,0.0,472.8829,552.5008
2015T3,2015,3,,,,,,,1599.9364,0.0,S129,Fondos de pensiones,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015T3,2015,3,-0.5553,,7.3659,,,0.0,,-728.7602,S13,Gobierno general,500.1339,13.3094,,,,,,,-7.0839,-346.7386,0.0,745.268,745.268,513.4433,0.0,-353.8225,745.268,-0.5553,0.0,513.4433,159.62080000000003
2015T3,2015,3,-503.2458,6327.8014,5824.5556,,,,6189.4607,-3635.811,S11,Empresas no financieras,-28.8234,-569.0815,-597.9048,0.4166,6561.1059,6561.5225,140.7628,25.8438,-33.1784,-282.662,0.0,1261.9461,1261.9461,-597.9049,6561.522499999999,-315.8404,1261.9461,5824.555600000001,0.0,5963.6176,5814.3838
2015T3,2015,3,98.7705,1846.5077,1945.2782,,,,1982.6555,1240.3571,S14_S15,Hogares e IPSFLSH,-0.3099,-0.1162,-0.4261,,,,157.6227,450.6319,439.1787,518.2968,,,,-0.42610000000000003,0.0,957.4755,0.0,1945.2782000000002,0.0,-0.42610000000000003,1565.304
2015T3,2015,3,,,,,,,4197.1554,2083.0374,S2,Resto del mundo,-350.1545,493.9308,,-270.6698,5102.9091,4832.2393,15.4696,45.4741,-107.5521,0.0505,,,,143.7763,4832.2393,-107.5016,0.0,0.0,0.0,4976.015600000001,4929.457700000002
2015T4,2015,4,0.2107,-86.7928,-86.5821,1879.8798,596.701,2476.5808,508.8648,-42.2758,S121,Banco Central,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-86.5821,2476.5807999999997,0.0,0.0
2015T4,2015,4,17.92,957.24,975.16,3928.88,1477.17,5406.05,5571.9,813.18,S122,Bancos y cooperativas,-414.71,1462.64,1047.93,19.39,3594.11,3613.5,-151.16,0.0,2153.5,601.89,-491.14,116.22,-374.92,1047.93,3613.5,2755.39,-374.91999999999996,975.16,5406.05,4661.43,7265.66
2015T4,2015,4,,,,,,,-160.8947,0.0,S123,Fondos mercado monetario,-54.2286,-112.6809,-166.9095,,,,0.0,0.0,-1.2056,7.8586,,,,-166.90949999999998,0.0,6.6530000000000005,0.0,0.0,0.0,-166.90949999999998,-160.2565
2015T4,2015,4,,,,,,,-1733.5911,-39.9003,S124,Fondos mercado no monetario,-71.7968,-769.2308,-841.0276,-18.8143,4.9869,-13.8274,-8.8973,396.1396,37.809,-1102.3017,,,,-841.0276,-13.827399999999999,-1064.4927,0.0,0.0,0.0,-854.855,-1532.1054000000001
2015T4,2015,4,123.6379,297.6794,421.3173,,,0.0,28.9371,206.0243,S125_S126,Otros intermediarios y auxiliares,-4.3507,21.2692,16.9185,-3.2464,116.0789,112.8324,-45.7893,-89.8891,377.4305,18.2566,-39.9973,8.0211,-31.9762,16.9185,112.83250000000001,395.6871,-31.976200000000002,421.3173,0.0,129.751,389.75969999999995
2015T4,2015,4,,,,,,,,,S128,Compañías de seguros,3.3566,341.4113,,,,,,,5.9527,-57.5632,,,,344.7679,0.0,-51.6105,0.0,0.0,0.0,344.7679,293.1574
2015T4,2015,4,,,,,,,1764.1103,0.0,S129,Fondos de pensiones,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015T4,2015,4,-0.4944,,-13.4497,,,0.0,,-2133.8479,S13,Gobierno general,-1526.7629,-952.457,,,,,,,608.821,448.9923,0.0,1186.8318,1186.8318,-2479.2199,0.0,1057.8133,1186.8318,-0.4944,0.0,-2479.2199,-1421.4066
2015T4,2015,4,-100.2999,1652.4971,1552.1972,,,,13288.183,-1376.3182,S11,Empresas no financieras,46.73,-466.7212,-419.9913,0.2955,-1565.0588,-1564.7633,490.1645,-948.7627,1666.9722,-462.3343,0.0,-463.6077,-463.6077,-419.9912,-1564.7633,1204.6379,-463.6077,1552.1972,0.0,-1984.7545,-1238.7148000000002
2015T4,2015,4,381.0077,2313.0185,2694.0262,,,,2921.0637,911.7399,S14_S15,Hogares e IPSFLSH,7.8905,4.743,12.6334,,,,-72.1519,-1001.5353,1179.9992,1270.1647,,,,12.633500000000002,0.0,2450.1639,0.0,2694.0262000000002,0.0,12.633500000000002,1389.1102
2015T4,2015,4,,,,,,,47.5745,1613.6862,S2,Resto del mundo,-491.1405,-34.1481,,294.6781,746.2481,1040.9263,-6.956,-93.4458,-11.0089,0.0146,,,,-525.2886,1040.9261999999999,-10.9943,0.0,0.0,0.0,515.6375999999999,404.24149999999986
2016T1,2016,1,-0.2115,12.0454,11.8339,40.6524,-117.7265,-77.0742,276.6589,-59.8293,S121,Banco Central,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,11.833900000000002,-77.0741,0.0,0.0
2016T1,2016,1,-416.57,111.47,-305.1,-1391.58,2343.9,952.32,1230.46,-10.18,S122,Bancos y cooperativas,1123.23,-1734.78,-611.55,-97.48,1791.97,1694.48,75.23,0.0,-425.5,346.37,-89.24,-56.19,-145.43,-611.55,1694.49,-79.13,-145.43,-305.1,952.3200000000002,1082.94,1079.04
2016T1,2016,1,,,,,,,1079.1387,0.0,S123,Fondos mercado monetario,295.8944,332.2255,628.1199,,,,0.0,0.0,-25.945,476.5582,,,,628.1199,0.0,450.6132,0.0,0.0,0.0,628.1199,1078.7331
2016T1,2016,1,,,,,,,730.1461,36.2299,S124,Fondos mercado no monetario,66.9842,807.021,874.0052,-1.2593,4.7063,3.447,6.7873,-149.8847,-37.4841,2.0027,,,,874.0052,3.4469999999999996,-35.4814,0.0,0.0,0.0,877.4522,698.8734
2016T1,2016,1,81.5707,-381.9183,-300.3476,,,0.0,-1157.1448,257.7976,S125_S126,Otros intermediarios y auxiliares,6.9239,32.3359,39.2598,-9.8511,-28.7139,-38.565,115.3184,7.8464,167.8605,220.7555,-20.35,129.7596,109.4096,39.2598,-38.565,388.616,109.40960000000001,-300.3476,0.0,0.6948000000000008,512.4756
2016T1,2016,1,,,,,,,,,S128,Compañías de seguros,43.9726,4.2147,,,,,,,45.7258,-33.4019,,,,48.1873,0.0,12.323900000000002,0.0,0.0,0.0,48.1873,60.5112
2016T1,2016,1,,,,,,,1582.6009,0.0,S129,Fondos de pensiones,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016T1,2016,1,-0.0207,,73.8366,,,0.0,,186.1443,S13,Gobierno general,1045.141,882.3386,,,,,,,-287.7484,-93.8592,0.0,1232.4559,1232.4559,1927.4796000000001,0.0,-381.6076,1232.4559,-0.0207,0.0,1927.4796000000001,1545.872
2016T1,2016,1,398.3544,1938.8839,2337.2383,,,,11081.6535,-2259.4224,S11,Empresas no financieras,-56.7199,-156.4684,-213.1883,0.3679,157.1167,157.4846,249.489,479.6573,-1265.2138,210.1472,0.0,-168.6379,-168.6379,-213.1883,157.4846,-1055.0666,-168.6379,2337.2383,0.0,-55.7037,-381.6240000000001
2016T1,2016,1,125.1489,1579.5231,1704.672,,,,1677.3117,1546.2143,S14_S15,Hogares e IPSFLSH,-6.1705,-13.3001,-19.4706,,,,474.1201,3.8339,-47.9817,1097.9093,,,,-19.4706,0.0,1049.9276,0.0,1704.672,0.0,-19.4706,1508.411
2016T1,2016,1,,,,,,,4009.9214,243.7645,S2,Resto del mundo,-89.2376,575.8163,,-181.8627,1023.0742,841.2115,49.6398,50.3106,109.436,2.8613,,,,486.57869999999997,841.2115,112.2973,0.0,0.0,0.0,1327.7902,1540.0378999999998
2016T2,2016,2,-0.0043,-5.6398,-5.6442,-892.2795,61.0903,-831.1892,126.3963,-71.5092,S121,Banco Central,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-5.6441,-831.1892,0.0,0.0
2016T2,2016,2,321.61,-16.27,305.34,590.88,720.52,1311.39,3358.5,134.46,S122,Bancos y cooperativas,-413.54,401.41,-12.13,415.07,2723.14,3138.21,-167.76,0.0,74.93,23.8,83.63,1173.38,1257.0,-12.129999999999995,3138.21,98.73,1257.0100000000002,305.34000000000003,1311.4,3126.08,3057.05
2016T2,2016,2,,,,,,,-211.6204,0.0,S123,Fondos mercado monetario,-105.0909,-158.2765,-263.3674,,,,0.0,0.0,-0.999,53.4767,,,,-263.3674,0.0,52.4777,0.0,0.0,0.0,-263.3674,-210.88969999999998
2016T2,2016,2,,,,,,,1236.6858,12.2364,S124,Fondos mercado no monetario,25.492,856.3723,881.8643,31.6478,5.1129,36.7607,-0.4052,-19.078,-14.2313,516.0963,,,,881.8643,36.7607,501.86500000000007,0.0,0.0,0.0,918.625,1401.0068
2016T2,2016,2,-230.4425,130.9435,-99.4991,,,0.0,1332.0951,-207.1481,S125_S126,Otros intermediarios y auxiliares,-4.8336,-85.8957,-90.7293,-25.0064,15.3278,-9.6786,-213.3769,-79.3214,-402.7425,-227.0678,72.5096,-90.2683,-17.7587,-90.72930000000001,-9.6786,-629.8103,-17.75869999999999,-99.499,0.0,-100.40790000000001,-1022.9165
2016T2,2016,2,,,,,,,,,S128,Compañías de seguros,-5.4299,24.7306,,,,,,,-4.0444,221.5179,,,,19.3007,0.0,217.4735,0.0,0.0,0.0,19.3007,236.7742
2016T2,2016,2,,,,,,,1604.9065,0.0,S129,Fondos de pensiones,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016T2,2016,2,0.1027,,73.4942,,,0.0,,-840.9977,S13,Gobierno general,561.7014,-28.9151,,,,,,,597.7291,436.5452,0.0,3531.0175,3531.0175,532.7863,0.0,1034.2743,3531.0175,0.1027,0.0,532.7863,1567.0606
2016T2,2016,2,222.534,1904.0204,2126.5544,,,,4630.5747,-2105.1755,S11,Empresas no financieras,-62.5004,1210.0598,1147.5595,-0.0271,219.7405,219.7134,-26.1976,410.2028,357.1042,322.7068,0.0,-338.2061,-338.2061,1147.5594,219.7134,679.8109999999999,-338.2061,2126.5544,0.0,1367.2728000000002,2431.089
2016T2,2016,2,25.7674,1721.3176,1747.085,,,,1834.5463,2116.8348,S14_S15,Hogares e IPSFLSH,5.0558,-1.4611,3.5947,,,,-94.8845,416.0486,177.0592,589.649,,,,3.5946999999999996,0.0,766.7082,0.0,1747.085,0.0,3.5946999999999996,1091.467
2016T2,2016,2,,,,,,,1708.3383,1095.8089,S2,Resto del mundo,83.6273,-22.1065,,87.9396,1057.988,1145.9276,-9.3934,16.5534,218.7459,-0.8384,,,,61.52080000000001,1145.9276,217.9075,0.0,0.0,0.0,1207.4484,1432.5159
2016T3,2016,3,0.0446,-1.6145,-1.5699,-623.9731,-182.6785,-806.6516,-51.114,-69.3163,S121,Banco Central,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1.5699,-806.6516,0.0,0.0
2016T3,2016,3,16.52,-766.61,-750.09,-912.24,-37.07,-949.32,-674.71,695.18,S122,Bancos y cooperativas,727.0,-510.29,216.71,-89.73,2259.63,2169.89,4.55,0.0,-1726.43,-325.39,57.33,1448.44,1505.77,216.70999999999998,2169.9,-2051.82,1505.77,-750.09,-949.3100000000001,2386.61,339.34
2016T3,2016,3,,,,,,,-174.3081,0.0,S123,Fondos mercado monetario,-13.794,59.4897,45.6957,,,,0.0,0.0,-0.7904,-218.6353,,,,45.6957,0.0,-219.4257,0.0,0.0,0.0,45.6957,-173.73000000000002
2016T3,2016,3,,,,,,,2214.6649,12.3574,S124,Fondos mercado no monetario,20.8037,1955.4086,1976.2123,15.934,4.3858,20.3198,-1.9325,580.2651,-3.8497,193.1872,,,,1976.2123,20.3198,189.33749999999998,0.0,0.0,0.0,1996.5321,2764.2022
2016T3,2016,3,-116.3806,-107.703,-224.0836,,,0.0,907.3452,209.9676,S125_S126,Otros intermediarios y auxiliares,6.9791,-18.6411,-11.662,2.0576,96.7653,98.8229,122.8283,20.5316,93.4112,-121.1071,56.2945,34.8967,91.1912,-11.662000000000003,98.82289999999999,-27.69590000000001,91.19120000000001,-224.0836,0.0,87.16089999999998,202.82489999999999
2016T3,2016,3,,,,,,,,,S128,Compañías de seguros,4.9392,342.4338,,,,,,,-3.4637,-133.2816,,,,347.37300000000005,0.0,-136.7453,0.0,0.0,0.0,347.37300000000005,210.62770000000006
2016T3,2016,3,,,,,,,1494.227,0.0,S129,Fondos de pensiones,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016T3,2016,3,0.059,,90.7368,,,0.0,,-1929.0654,S13,Gobierno general,23.0179,159.2639,,,,,,,-329.1014,62.6635,0.0,1758.0627,1758.0627,182.2818,0.0,-266.4379,1758.0627,0.059,0.0,182.2818,-84.15610000000001
2016T3,2016,3,-221.6064,1346.9495,1125.3431,,,,6801.1595,-2264.036,S11,Empresas no financieras,-127.5632,-162.0887,-289.6519,-0.0649,507.4417,507.3767,-258.1738,481.1594,83.6693,117.0546,0.0,610.8382,610.8382,-289.65189999999996,507.3768,200.72390000000001,610.8382,1125.3431,0.0,217.72490000000005,641.4344000000001
2016T3,2016,3,79.148,1356.7966,1435.9446,,,,1507.2474,1884.7324,S14_S15,Hogares e IPSFLSH,-0.1401,13.0682,12.9281,,,,-78.1704,768.9701,-257.9738,11.9393,,,,12.928099999999999,0.0,-246.03449999999998,0.0,1435.9445999999998,0.0,12.928099999999999,457.6933
2016T3,2016,3,,,,,,,-557.042,1952.577,S2,Resto del mundo,57.3347,62.9433,,133.6747,-451.932,-318.2574,-7.7271,82.0085,-306.0775,-1.0983,,,,120.27799999999999,-318.2573,-307.1758,0.0,0.0,0.0,-197.9793,-430.8736999999999
2016T4,2016,4,0.0018,-27.7769,-27.7751,1335.5718,818.7906,2154.3624,1472.1331,-73.6429,S121,Banco Central,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-27.775100000000002,2154.3624,0.0,0.0
2016T4,2016,4,665.1,-208.58,456.52,3023.43,1201.56,4224.98,5848.32,644.21,S122,Bancos y cooperativas,989.35,1562.13,2551.48,190.06,2457.51,2647.57,0.72,0.0,1111.09,885.09,-60.45,1079.64,1019.19,2551.48,2647.57,1996.1799999999998,1019.19,456.52,4224.99,5199.05,7195.95
2016T4,2016,4,,,,,,,188.0048,0.0,S123,Fondos mercado monetario,-132.5586,5.0663,-127.4923,,,,0.0,0.0,0.8434,314.0368,,,,-127.49230000000001,0.0,314.8802,0.0,0.0,0.0,-127.49230000000001,187.3879
2016T4,2016,4,,,,,,,-1179.3828,51.012,S124,Fondos mercado no monetario,56.7624,-634.4468,-577.6845,-15.4782,5.0506,-10.4276,-7.7,-174.7486,46.1032,-525.1975,,,,-577.6844000000001,-10.427599999999998,-479.0943,0.0,0.0,0.0,-588.1120000000001,-1249.6549
2016T4,2016,4,105.5822,-35.3263,70.2559,,,0.0,2464.5917,152.8032,S125_S126,Otros intermediarios y auxiliares,5.419,-13.0281,-7.6091,-1.774,125.3627,123.5887,-31.0411,-130.5999,358.7274,192.479,29.8912,109.7277,139.6189,-7.609100000000001,123.5887,551.2064,139.6189,70.2559,0.0,115.9796,505.545
2016T4,2016,4,,,,,,,,,S128,Compañías de seguros,-6.2245,426.3998,,,,,,,34.9087,34.1737,,,,420.17530000000005,0.0,69.0824,0.0,0.0,0.0,420.17530000000005,489.25770000000006
2016T4,2016,4,,,,,,,1764.8617,0.0,S129,Fondos de pensiones,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016T4,2016,4,0.099,,34.8545,,,0.0,,-2043.4327,S13,Gobierno general,-1923.7124,-64.8256,,,,,,,478.5225,-556.9289,0.0,1208.7233,1208.7233,-1988.5379999999998,0.0,-78.40640000000002,1208.7233,0.099,0.0,-1988.5379999999998,-2066.9444
2016T4,2016,4,-525.8523,2255.0032,1729.1509,,,,2947.9656,-933.0555,S11,Empresas no financieras,7.5387,-570.6676,-563.1289,-0.1031,266.0475,265.9444,526.0803,-372.8513,1995.2524,813.642,0.0,1000.5584,1000.5584,-563.1289,265.94440000000003,2808.8944,1000.5584,1729.1509,0.0,-297.1845,2664.9389000000006
2016T4,2016,4,338.5804,1779.2346,2117.815,,,,2401.6974,1259.9295,S14_S15,Hogares e IPSFLSH,1.74,4.6669,6.4069,,,,84.3798,-605.878,1256.7542,459.8155,,,,6.4069,0.0,1716.5697,0.0,2117.815,0.0,6.4069,1201.4784
2016T4,2016,4,,,,,,,1843.1202,1058.6353,S2,Resto del mundo,-60.4491,374.4541,,111.6554,464.6716,576.3269,8.3736,-46.8516,-61.338,2.1587,,,,314.005,576.327,-59.1793,0.0,0.0,0.0,890.332,792.6747
2017T1,2017,1,-0.007,0.1431,0.1362,-946.9154,-660.7225,-1607.6379,-1112.9769,-64.1775,S121,Banco Central,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.1361,-1607.6379,0.0,0.0
2017T1,2017,1,-1002.51,-131.91,-1134.42,-253.53,-2502.51,-2756.04,-1493.45,166.6,S122,Bancos y cooperativas,104.27,-562.58,-458.31,-348.14,1476.67,1128.53,108.32,0.0,-1473.85,-1080.38,176.16,2023.83,2199.99,-458.31000000000006,1128.5300000000002,-2554.23,2199.99,-1134.42,-2756.0400000000004,670.2200000000001,-1775.6899999999998
2017T1,2017,1,,,,,,,1565.4074,0.0,S123,Fondos mercado monetario,243.2335,195.7408,438.9743,,,,0.0,0.0,5.4196,1082.7547,,,,438.97429999999997,0.0,1088.1743,0.0,0.0,0.0,438.97429999999997,1527.1486
2017T1,2017,1,,,,,,,1740.953,21.3493,S124,Fondos mercado no monetario,71.906,1075.7114,1147.6174,10.7204,8.0694,18.7898,16.9747,237.8231,30.8554,129.9421,,,,1147.6173999999999,18.7898,160.7975,0.0,0.0,0.0,1166.4071999999999,1582.0024999999998
2017T1,2017,1,226.4725,-429.3698,-202.8974,,,0.0,2604.7153,157.8721,S125_S126,Otros intermediarios y auxiliares,0.5063,6.2501,6.7564,17.8921,97.8839,115.7759,192.8706,6.2609,-288.6555,38.596,-24.876,316.5487,291.6727,6.756399999999999,115.776,-250.0595,291.6727,-202.8973,0.0,122.5324,71.60439999999998
2017T1,2017,1,,,,,,,,,S128,Compañías de seguros,-11.3022,-35.7578,,,,,,,187.5075,-75.3727,,,,-47.06,0.0,112.1348,0.0,0.0,0.0,-47.06,65.0748
2017T1,2017,1,,,,,,,1789.8272,0.0,S129,Fondos de pensiones,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017T1,2017,1,0.0075,,-17.9682,,,0.0,,-317.3933,S13,Gobierno general,956.0035,-389.2943,,,,,,,-53.2902,-158.3161,0.0,294.8462,294.8462,566.7092,0.0,-211.6063,294.8462,0.0075,0.0,566.7092,355.1029
2017T1,2017,1,-158.516,263.006,104.49,,,,2608.4237,-2244.3683,S11,Empresas no financieras,9.8859,797.7593,807.6451,0.0442,356.9801,357.0243,843.2235,-251.2447,-336.1815,-1221.3692,0.0,550.4135,550.4135,807.6452,357.0243,-1557.5507000000002,550.4135,104.48999999999998,0.0,1164.6695,199.0975999999997
