periodo,año,trimestre,tipo_cuenta,sector_activo_codigo,sector_activo_nombre,sector_pasivo_codigo,sector_pasivo_nombre,instrumento,valor
2003T2,2003,2,Financiera,S129,Fondo de pensiones,S122,Bancos y cooperativas,Depositos,-523.8438
2003T2,2003,2,Financiera,S129,Fondo de pensiones,S2,Resto del mundo,Depositos,1.4210854715202004e-16
2003T2,2003,2,Financiera,S13,Gobierno general,S121,Banco Central,Depositos,-865.1767199999999
2003T2,2003,2,Financiera,S13,Gobierno general,S122,Bancos y cooperativas,Depositos,284.5597094249973
2003T2,2003,2,Financiera,S13,Gobierno general,S2,Resto del mundo,Depositos,99.053590266
2003T2,2003,2,Financiera,S14_S15,Hogares,S122,Bancos y cooperativas,Depositos,-307.00578
2003T2,2003,2,Financiera,S14_S15,Hogares,S125_S126,Otros intermediarios financieros y Auxiliares financieros,Depositos,0.039
2003T2,2003,2,Financiera,S14_S15,Hogares,S2,Resto del mundo,Depositos,28.5292089221
2003T2,2003,2,Financiera,S2,Resto del mundo,S121,Banco Central,Depositos,-14.491459999999998
2003T2,2003,2,Financiera,S2,Resto del mundo,S122,Bancos y cooperativas,Depositos,18.286962356
2003T2,2003,2,Financiera,S11,Empresas no financieras,S121,Banco Central,Dinero legal,1.6991239
2003T2,2003,2,Financiera,S121,Banco Central,S2,Resto del mundo,Dinero legal,-0.03377
2003T2,2003,2,Financiera,S122,Bancos y cooperativas,S121,Banco Central,Dinero legal,-1.00286
2003T2,2003,2,Financiera,S122,Bancos y cooperativas,S2,Resto del mundo,Dinero legal,-3.62786
2003T2,2003,2,Financiera,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S121,Banco Central,Dinero legal,-0.4397756
2003T2,2003,2,Financiera,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S2,Resto del mundo,Dinero legal,-0.4513515
2003T2,2003,2,Financiera,S128,Compañías de seguro,S121,Banco Central,Dinero legal,-0.19913999999999998
2003T2,2003,2,Financiera,S13,Gobierno general,S121,Banco Central,Dinero legal,-110.41518296000001
2003T2,2003,2,Financiera,S14_S15,Hogares,S121,Banco Central,Dinero legal,102.28169466
2003T2,2003,2,Financiera,S11,Empresas no financieras,S11,Empresas no financieras,Prestamos,0.02426
2003T2,2003,2,Financiera,S11,Empresas no financieras,S122,Bancos y cooperativas,Prestamos,0.0
2003T2,2003,2,Financiera,S11,Empresas no financieras,S2,Resto del mundo,Prestamos,18.536341224
2003T2,2003,2,Financiera,S121,Banco Central,S122,Bancos y cooperativas,Prestamos,77.97622
2003T2,2003,2,Financiera,S121,Banco Central,S125_S126,Otros intermediarios financieros y Auxiliares financieros,Prestamos,1.7772700000000068
2003T2,2003,2,Financiera,S121,Banco Central,S13,Gobierno general,Prestamos,-216.32381999999996
2003T2,2003,2,Financiera,S121,Banco Central,S2,Resto del mundo,Prestamos,0.25585
2003T2,2003,2,Financiera,S122,Bancos y cooperativas,S11,Empresas no financieras,Prestamos,33.431766247610256
2003T2,2003,2,Financiera,S122,Bancos y cooperativas,S122,Bancos y cooperativas,Prestamos,-34.207661107
2003T2,2003,2,Financiera,S122,Bancos y cooperativas,S124,Fondos del mercado no monetario,Prestamos,-5.06578
2003T2,2003,2,Financiera,S122,Bancos y cooperativas,S125_S126,Otros intermediarios financieros y Auxiliares financieros,Prestamos,169.69096248936034
2003T2,2003,2,Financiera,S122,Bancos y cooperativas,S128,Compañías de seguro,Prestamos,-0.9345627190000001
2003T2,2003,2,Financiera,S122,Bancos y cooperativas,S13,Gobierno general,Prestamos,0.5590650000299975
2003T2,2003,2,Financiera,S122,Bancos y cooperativas,S14_S15,Hogares,Prestamos,316.69307999999995
2003T2,2003,2,Financiera,S122,Bancos y cooperativas,S2,Resto del mundo,Prestamos,33.736540089
2003T2,2003,2,Financiera,S124,Fondos del mercado no monetario,S14_S15,Hogares,Prestamos,0.5724600000000001
2003T2,2003,2,Financiera,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S11,Empresas no financieras,Prestamos,35.677827921598265
2003T2,2003,2,Financiera,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S125_S126,Otros intermediarios financieros y Auxiliares financieros,Prestamos,0.0
2003T2,2003,2,Financiera,S125_S126,Otros intermediarios financieros y Auxiliares financieros,S14_S15,Hogares,Prestamos,15.025620000000007
2003T2,2003,2,Financiera,S128,Compañías de seguro,S11,Empresas no financieras,Prestamos,15.29945
2003T2,2003,2,Financiera,S128,Compañías de seguro,S125_S126,Otros intermediarios financieros y Auxiliares financieros,Prestamos,0.0
2003T2,2003,2,Financiera,S128,Compañías de seguro,S14_S15,Hogares,Prestamos,21.76999
2003T2,2003,2,Financiera,S13,Gobierno general,S11,Empresas no financieras,Prestamos,12.42146
2003T2,2003,2,Financiera,S13,Gobierno general,S121,Banco Central,Prestamos,-0.41984
2003T2,2003,2,Financiera,S13,Gobierno general,S122,Bancos y cooperativas,Prestamos,2.90772
2003T2,2003,2,Financiera,S13,Gobierno general,S14_S15,Hogares,Prestamos,10.384375
2003T2,2003,2,Financiera,S2,Resto del mundo,S11,Empresas no financieras,Prestamos,-457.6395813970001
2003T2,2003,2,Financiera,S2,Resto del mundo,S121,Banco Central,Prestamos,0.4354899999999995
2003T2,2003,2,Financiera,S2,Resto del mundo,S122,Bancos y cooperativas,Prestamos,17.481712343999995
2003T2,2003,2,Financiera,S2,Resto del mundo,S125_S126,Otros intermediarios financieros y Auxiliares financieros,Prestamos,-128.374633508
