periodo,año,trimestre,sector_codigo,sector_nombre,A_notional_nominal_total,A_notional_real_total
2005T1,2005,1,S124,FNM,2916.5028117136367,0.17394169471070714
2005T2,2005,2,S124,FNM,3409.299470915158,0.20211881260893155
2005T3,2005,3,S124,FNM,3886.944755855254,0.22907767629784218
2005T4,2005,4,S124,FNM,2573.7931671127953,0.15602257369912437
2006T1,2006,1,S124,FNM,2883.5449855797297,0.17331201871353827
2006T2,2006,2,S124,FNM,2946.9288399880115,0.17680397274508855
2006T3,2006,3,S124,FNM,3301.4120911626296,0.19606816281878603
2006T4,2006,4,S124,FNM,3287.219254451051,0.19529413671812826
2007T1,2007,1,S124,FNM,3785.930694767004,0.22243789411369103
2007T2,2007,2,S124,FNM,3813.9600281272774,0.2239428918322618
2007T3,2007,3,S124,FNM,4142.91849318758,0.24109495889437793
2007T4,2007,4,S124,FNM,4312.144213310272,0.24971895381263534
2008T1,2008,1,S124,FNM,4677.872913592728,0.26816910625445056
2008T2,2008,2,S124,FNM,4808.576504493902,0.27462274089895855
2008T3,2008,3,S124,FNM,4961.989099585496,0.28193216103850244
2008T4,2008,4,S124,FNM,4078.595374870132,0.24075323820010297
2009T1,2009,1,S124,FNM,5094.902688502164,0.28924171463052334
2009T2,2009,2,S124,FNM,4899.36420409057,0.2799005644089311
2009T3,2009,3,S124,FNM,5631.951300885677,0.3150628603560335
2009T4,2009,4,S124,FNM,5504.631528061016,0.30898347811134413
2010T1,2010,1,S124,FNM,6228.974589777727,0.3434784359329768
2010T2,2010,2,S124,FNM,6748.469284421083,0.3679804062342742
2010T3,2010,3,S124,FNM,6754.356545924948,0.368256285534305
2010T4,2010,4,S124,FNM,6338.646611658518,0.348880882234626
2011T1,2011,1,S124,FNM,6457.346780820736,0.3543817970054285
2011T2,2011,2,S124,FNM,6611.48028054044,0.3614231069306818
2011T3,2011,3,S124,FNM,6699.458000890633,0.36541978886052295
2011T4,2011,4,S124,FNM,6463.622741853309,0.3548413847300304
2012T1,2012,1,S124,FNM,6861.49119037145,0.3724981301069442
2012T2,2012,2,S124,FNM,6833.359117293455,0.37125485324751406
2012T3,2012,3,S124,FNM,6828.259205686751,0.37102910404122647
2012T4,2012,4,S124,FNM,6862.46991751556,0.3725268968820399
2013T1,2013,1,S124,FNM,7166.566093292238,0.3858239856433739
2013T2,2013,2,S124,FNM,7324.649708957,0.39274149749930864
2013T3,2013,3,S124,FNM,7564.2028588097855,0.40311579218658733
2013T4,2013,4,S124,FNM,8388.127163842979,0.4384628474305815
2014T1,2014,1,S124,FNM,10147.216140802997,0.5129785085662553
2014T2,2014,2,S124,FNM,12405.69734863703,0.6069894090027023
2014T3,2014,3,S124,FNM,13490.232980792809,0.6518642325155833
2014T4,2014,4,S124,FNM,12932.814018419165,0.6292298597159584
2015T1,2015,1,S124,FNM,15109.32793786395,0.7176241807245847
2015T2,2015,2,S124,FNM,15607.868673569397,0.7375794116381933
2015T3,2015,3,S124,FNM,16915.57277380136,0.7891717016679352
2015T4,2015,4,S124,FNM,15383.467471181848,0.7293917679044066
2016T1,2016,1,S124,FNM,16082.340889260322,0.7564672391698999
2016T2,2016,2,S124,FNM,17483.34758782552,0.8102444130591608
2016T3,2016,3,S124,FNM,20247.549793452126,0.9156505518551097
2016T4,2016,4,S124,FNM,18997.894777936803,0.868221678160985
2017T1,2017,1,S124,FNM,20579.89733676335,0.927983167452157
2017T2,2017,2,S124,FNM,22093.24067995775,0.9847368983862885
2017T3,2017,3,S124,FNM,21816.392743593144,0.9743512541896464
2017T4,2017,4,S124,FNM,20615.233500355003,0.9295287686276581
2018T1,2018,1,S124,FNM,21356.2707301165,0.9570082899874255
2018T2,2018,2,S124,FNM,22718.736564373678,1.0071749887833275
2018T3,2018,3,S124,FNM,23751.342131860107,1.0449199382390124
2018T4,2018,4,S124,FNM,22770.333376799346,1.0093320318136656
2019T1,2019,1,S124,FNM,24555.56845679423,1.0740948056314341
2019T2,2019,2,S124,FNM,27112.942951584228,1.1657461334238457
2019T3,2019,3,S124,FNM,29876.407383553622,1.264270527820607
2019T4,2019,4,S124,FNM,25780.366998318746,1.1195849373447926
2020T1,2020,1,S124,FNM,22266.83551061522,0.9967232745361541
2020T2,2020,2,S124,FNM,23793.3806207847,1.0499196352727713
2020T3,2020,3,S124,FNM,25221.934903590936,1.0996814350176578
2020T4,2020,4,S124,FNM,27252.193760550617,1.1695209881620383
2021T1,2021,1,S124,FNM,30225.41789724008,1.2706690541849892
2021T2,2021,2,S124,FNM,29422.090796179396,1.2436299529494494
2021T3,2021,3,S124,FNM,28997.459248510822,1.2295171396708116
2021T4,2021,4,S124,FNM,28630.414778603652,1.2176738398139086
2022T1,2022,1,S124,FNM,26869.063564110184,1.162159289628693
2022T2,2022,2,S124,FNM,27235.343337885686,1.1732295485134367
2022T3,2022,3,S124,FNM,26960.160679333043,1.1651969485060036
2022T4,2022,4,S124,FNM,26519.693784154973,1.1526519584436907
2023T1,2023,1,S124,FNM,25297.644477541704,1.1183010710737025
2023T2,2023,2,S124,FNM,25992.90337560349,1.1375659343541318
2023T3,2023,3,S124,FNM,26948.345419649486,1.163961161985575
2023T4,2023,4,S124,FNM,27425.043683605873,1.176918665566947
2024T1,2024,1,S124,FNM,30932.46640774278,1.271474877113786
2024T2,2024,2,S124,FNM,32567.161986532643,1.3149833853108748
2024T3,2024,3,S124,FNM,37382.55148099193,1.4420035949118046
2024T4,2024,4,S124,FNM,39130.06625982497,1.4874920213960499
2025T1,2025,1,S124,FNM,41295.70975231133,1.543172521412283
2025T2,2025,2,S124,FNM,45390.003598465366,1.6474403938599607
2025T3,2025,3,S124,FNM,50309.17670418647,1.7720216811306808
2003T1,2003,1,S125_S126,Otros intermediarios,4199.880172754447,0.25023714654510637
2003T2,2003,2,S125_S126,Otros intermediarios,4688.204831120077,0.2790304342898343
2003T3,2003,3,S125_S126,Otros intermediarios,4719.222512985866,0.2808608147309045
2003T4,2003,4,S125_S126,Otros intermediarios,4791.066411623252,0.2851069080309865
2004T1,2004,1,S125_S126,Otros intermediarios,4984.317228726861,0.29659569496905536
2004T2,2004,2,S125_S126,Otros intermediarios,5066.381738744929,0.3014187776121468
2004T3,2004,3,S125_S126,Otros intermediarios,4960.30109919762,0.2952479907399217
2004T4,2004,4,S125_S126,Otros intermediarios,5216.532583492508,0.3100444765325301
2005T1,2005,1,S125_S126,Otros intermediarios,5042.563111001344,0.29992925484290067
2005T2,2005,2,S125_S126,Otros intermediarios,5226.024750221204,0.3104192209203402
2005T3,2005,3,S125_S126,Otros intermediarios,5223.803663392142,0.3102938601579631
2005T4,2005,4,S125_S126,Otros intermediarios,5568.201977698547,0.3294539132715374
2006T1,2006,1,S125_S126,Otros intermediarios,5404.4706196446505,0.3203149053838069
2006T2,2006,2,S125_S126,Otros intermediarios,5506.525375250426,0.3259373232472101
2006T3,2006,3,S125_S126,Otros intermediarios,5625.975647907128,0.33242878017553806
2006T4,2006,4,S125_S126,Otros intermediarios,6142.536829620944,0.36060016306102666
2007T1,2007,1,S125_S126,Otros intermediarios,6417.637033596075,0.3755732569035099
2007T2,2007,2,S125_S126,Otros intermediarios,6370.342615150403,0.37303384610315365
2007T3,2007,3,S125_S126,Otros intermediarios,6415.100953893243,0.3753675693820648
2007T4,2007,4,S125_S126,Otros intermediarios,6617.216021445574,0.38566765446494
2008T1,2008,1,S125_S126,Otros intermediarios,6689.13550671541,0.3892958232844517
2008T2,2008,2,S125_S126,Otros intermediarios,7026.001675609241,0.4059289636836294
2008T3,2008,3,S125_S126,Otros intermediarios,7174.5261119635325,0.41300548504521833
2008T4,2008,4,S125_S126,Otros intermediarios,7708.390060995778,0.4378912655849041
2009T1,2009,1,S125_S126,Otros intermediarios,7838.4777262546795,0.4440978062701741
2009T2,2009,2,S125_S126,Otros intermediarios,8132.292699324271,0.45813376348368606
2009T3,2009,3,S125_S126,Otros intermediarios,7670.90803332864,0.435988486502742
2009T4,2009,4,S125_S126,Otros intermediarios,7757.505867551703,0.4401234399677413
2010T1,2010,1,S125_S126,Otros intermediarios,7890.078982095664,0.44643689037014866
2010T2,2010,2,S125_S126,Otros intermediarios,7611.030878270341,0.43327558492649
2010T3,2010,3,S125_S126,Otros intermediarios,7584.120507368453,0.4320145547712796
2010T4,2010,4,S125_S126,Otros intermediarios,7963.037054322835,0.44967509234567793
2011T1,2011,1,S125_S126,Otros intermediarios,8281.619712864891,0.4644391492502688
2011T2,2011,2,S125_S126,Otros intermediarios,8598.207466647153,0.4789018877008622
2011T3,2011,3,S125_S126,Otros intermediarios,8480.724472816995,0.47356483012951783
2011T4,2011,4,S125_S126,Otros intermediarios,9277.620181976165,0.5093096330726901
2012T1,2012,1,S125_S126,Otros intermediarios,9580.561526879932,0.5227536701935721
2012T2,2012,2,S125_S126,Otros intermediarios,9321.329189382344,0.5112970823504659
2012T3,2012,3,S125_S126,Otros intermediarios,8868.81015162525,0.4912661834875492
2012T4,2012,4,S125_S126,Otros intermediarios,9487.642865184676,0.5183595457265048
2013T1,2013,1,S125_S126,Otros intermediarios,9824.737214116123,0.5330995320720658
2013T2,2013,2,S125_S126,Otros intermediarios,10198.341471512776,0.5494479175078445
2013T3,2013,3,S125_S126,Otros intermediarios,10172.577257688681,0.5483321503106212
2013T4,2013,4,S125_S126,Otros intermediarios,10974.112735172544,0.5827187057618552
2014T1,2014,1,S125_S126,Otros intermediarios,11118.015145294175,0.5888144651973791
2014T2,2014,2,S125_S126,Otros intermediarios,10855.913267057216,0.5779042864924733
2014T3,2014,3,S125_S126,Otros intermediarios,11335.484641683253,0.5977475080152146
2014T4,2014,4,S125_S126,Otros intermediarios,11633.88830979081,0.6098643901534913
2015T1,2015,1,S125_S126,Otros intermediarios,12155.918681586723,0.6310655043979395
2015T2,2015,2,S125_S126,Otros intermediarios,11765.640345544014,0.6154437231501325
2015T3,2015,3,S125_S126,Otros intermediarios,11729.061655182097,0.6140005997388613
2015T4,2015,4,S125_S126,Otros intermediarios,12118.17050592257,0.6291829121323357
2016T1,2016,1,S125_S126,Otros intermediarios,12628.77111024004,0.6489643942043708
2016T2,2016,2,S125_S126,Otros intermediarios,11613.985251992375,0.6100121781905314
2016T3,2016,3,S125_S126,Otros intermediarios,11805.537644497455,0.6173165635318019
2016T4,2016,4,S125_S126,Otros intermediarios,12312.479973242327,0.6365568365525371
2017T1,2017,1,S125_S126,Otros intermediarios,12371.42607655158,0.6387835756320777
2017T2,2017,2,S125_S126,Otros intermediarios,12447.535900708024,0.6416378627976731
2017T3,2017,3,S125_S126,Otros intermediarios,12629.339343469972,0.6484580179161981
2017T4,2017,4,S125_S126,Otros intermediarios,12775.53665566847,0.6539135201338332
2018T1,2018,1,S125_S126,Otros intermediarios,13717.315631202255,0.6888370495261282
2018T2,2018,2,S125_S126,Otros intermediarios,13352.371308517206,0.6753996102501577
2018T3,2018,3,S125_S126,Otros intermediarios,14531.71398738311,0.7185082581272773
2018T4,2018,4,S125_S126,Otros intermediarios,15500.692859308294,0.7536597582992363
2019T1,2019,1,S125_S126,Otros intermediarios,15790.888985893711,0.7641871708061077
2019T2,2019,2,S125_S126,Otros intermediarios,15273.592047075563,0.7456482546629222
2019T3,2019,3,S125_S126,Otros intermediarios,16224.942715992884,0.7795662770661397
2019T4,2019,4,S125_S126,Otros intermediarios,16860.270439000706,0.802008137522496
2020T1,2020,1,S125_S126,Otros intermediarios,16761.462264016332,0.7985529993744097
2020T2,2020,2,S125_S126,Otros intermediarios,16588.859318090133,0.7925382091697014
2020T3,2020,3,S125_S126,Otros intermediarios,16715.45694351846,0.796948070076329
2020T4,2020,4,S125_S126,Otros intermediarios,16150.733843740836,0.7775219713778406
2021T1,2021,1,S125_S126,Otros intermediarios,15776.363585769934,0.7647860235214395
2021T2,2021,2,S125_S126,Otros intermediarios,16112.939914619965,0.7761148102849461
2021T3,2021,3,S125_S126,Otros intermediarios,15610.604410069041,0.7594194723669757
2021T4,2021,4,S125_S126,Otros intermediarios,15663.895800661372,0.7611390076558084
2022T1,2022,1,S125_S126,Otros intermediarios,15880.611697064991,0.7679694940504783
2022T2,2022,2,S125_S126,Otros intermediarios,15024.422097463937,0.7420924426798557
2022T3,2022,3,S125_S126,Otros intermediarios,14924.578242830912,0.7391779939581026
2022T4,2022,4,S125_S126,Otros intermediarios,15351.90842421231,0.7513488357113489
2023T1,2023,1,S125_S126,Otros intermediarios,15184.991322901818,0.7466569214684352
2023T2,2023,2,S125_S126,Otros intermediarios,14251.626605208374,0.7207944064725572
2023T3,2023,3,S125_S126,Otros intermediarios,14940.769684654608,0.7398328071437142
2023T4,2023,4,S125_S126,Otros intermediarios,14627.454206361912,0.7313163372107583
2024T1,2024,1,S125_S126,Otros intermediarios,15288.486533177478,0.7491370327612363
2024T2,2024,2,S125_S126,Otros intermediarios,14463.991482935953,0.7271925495697859
2024T3,2024,3,S125_S126,Otros intermediarios,15413.304407470263,0.7522334993807959
2024T4,2024,4,S125_S126,Otros intermediarios,15231.655365812538,0.747505110712805
2025T1,2025,1,S125_S126,Otros intermediarios,15667.912985190142,0.7587216578809393
2025T2,2025,2,S125_S126,Otros intermediarios,15799.578032980786,0.7620747231285028
2025T3,2025,3,S125_S126,Otros intermediarios,16680.873799293535,0.7843941167895606
2003T1,2003,1,S128,Compañías de seguros,8515.341171396001,0.5073608267234683
2003T2,2003,2,S128,Compañías de seguros,8688.64726132184,0.5175795450078358
2003T3,2003,3,S128,Compañías de seguros,8884.118149605749,0.5291144524925924
2003T4,2003,4,S128,Compañías de seguros,9026.58137605989,0.5375342649307804
2004T1,2004,1,S128,Compañías de seguros,9302.13547008418,0.5539159926957935
2004T2,2004,2,S128,Compañías de seguros,9424.304227610384,0.5610960759476518
2004T3,2004,3,S128,Compañías de seguros,9647.296034885756,0.5740676692828797
2004T4,2004,4,S128,Compañías de seguros,9768.99589942595,0.5810954173427512
2005T1,2005,1,S128,Compañías de seguros,9956.630557922272,0.5920051829480044
2005T2,2005,2,S128,Compañías de seguros,10069.914191668426,0.5984825123787207
2005T3,2005,3,S128,Compañías de seguros,10274.37889050662,0.6100227413288807
2005T4,2005,4,S128,Compañías de seguros,10440.821721749184,0.61928252383799
2006T1,2006,1,S128,Compañías de seguros,10637.712849231508,0.6302724135480159
2006T2,2006,2,S128,Compañías de seguros,10769.546063439988,0.6375353912912468
2006T3,2006,3,S128,Compañías de seguros,10909.20983119103,0.6451253390798928
2006T4,2006,4,S128,Compañías de seguros,11001.550187096043,0.6501612488889723
2007T1,2007,1,S128,Compañías de seguros,11181.90448337442,0.6599775331521252
2007T2,2007,2,S128,Compañías de seguros,11370.669235202404,0.6701130050592213
2007T3,2007,3,S128,Compañías de seguros,11584.91687498553,0.6812839894714531
2007T4,2007,4,S128,Compañías de seguros,11830.67141010801,0.6938080068637169
2008T1,2008,1,S128,Compañías de seguros,12185.896007892003,0.7117282520485642
2008T2,2008,2,S128,Compañías de seguros,12560.747866123787,0.7302369779539757
2008T3,2008,3,S128,Compañías de seguros,12977.12757537943,0.7500755983144064
2008T4,2008,4,S128,Compañías de seguros,13298.361987239387,0.7650497674633688
2009T1,2009,1,S128,Compañías de seguros,13383.40981138995,0.7691074371873478
2009T2,2009,2,S128,Compañías de seguros,13511.155144536397,0.775210012599135
2009T3,2009,3,S128,Compañías de seguros,13716.027103165328,0.7850433395469992
2009T4,2009,4,S128,Compañías de seguros,14009.23403614214,0.7990436553095309
2010T1,2010,1,S128,Compañías de seguros,14333.305595039705,0.8144767219683986
2010T2,2010,2,S128,Compañías de seguros,14680.388385852977,0.8308468838204585
2010T3,2010,3,S128,Compañías de seguros,14841.264802299394,0.8383856135221321
2010T4,2010,4,S128,Compañías de seguros,15129.66634709313,0.8518274290334444
2011T1,2011,1,S128,Compañías de seguros,15364.940565926405,0.8627307279478738
2011T2,2011,2,S128,Compañías de seguros,15590.45754387971,0.8730330628592554
2011T3,2011,3,S128,Compañías de seguros,15999.671391002932,0.8916229692779267
2011T4,2011,4,S128,Compañías de seguros,16560.25937975014,0.9167681758084287
2012T1,2012,1,S128,Compañías de seguros,16873.158465911103,0.9306541210589007
2012T2,2012,2,S128,Compañías de seguros,17188.5075289317,0.9445907474713766
2012T3,2012,3,S128,Compañías de seguros,17779.441178577777,0.9707486130706328
2012T4,2012,4,S128,Compañías de seguros,17969.218678261008,0.9790573375951439
2013T1,2013,1,S128,Compañías de seguros,18346.432908568062,0.9955516295395279
2013T2,2013,2,S128,Compañías de seguros,18797.435161022477,1.015286840018409
2013T3,2013,3,S128,Compañías de seguros,19118.921536293943,1.0292094054159457
2013T4,2013,4,S128,Compañías de seguros,19356.005907563922,1.0393805271046426
2014T1,2014,1,S128,Compañías de seguros,19764.07492022203,1.056666481746772
2014T2,2014,2,S128,Compañías de seguros,20174.43643433212,1.0737480741514975
2014T3,2014,3,S128,Compañías de seguros,20695.761199054254,1.0953189254137081
2014T4,2014,4,S128,Compañías de seguros,21044.151558290145,1.1094655508481237
2015T1,2015,1,S128,Compañías de seguros,21419.90921453569,1.1247261207856183
2015T2,2015,2,S128,Compañías de seguros,22105.573571381457,1.1521714017629632
2015T3,2015,3,S128,Compañías de seguros,23001.421552242555,1.1875149086334744
2015T4,2015,4,S128,Compañías de seguros,23667.333473160135,1.21349756821747
2016T1,2016,1,S128,Compañías de seguros,24015.981808546007,1.2270047609970387
2016T2,2016,2,S128,Compañías de seguros,24481.59615036461,1.2448772118932097
2016T3,2016,3,S128,Compañías de seguros,24869.701662251977,1.2596766731519415
2016T4,2016,4,S128,Compañías de seguros,25488.33953977658,1.2831561914119602
2017T1,2017,1,S128,Compañías de seguros,25954.104370119123,1.300750853168618
2017T2,2017,2,S128,Compañías de seguros,26582.43695439648,1.3243147182925443
2017T3,2017,3,S128,Compañías de seguros,26904.74133769112,1.3364056108304172
2017T4,2017,4,S128,Compañías de seguros,27423.198150579916,1.3557523570183538
2018T1,2018,1,S128,Compañías de seguros,28156.784000260992,1.382955562492959
2018T2,2018,2,S128,Compañías de seguros,28607.784877130754,1.3995616487358105
2018T3,2018,3,S128,Compañías de seguros,29296.834860256546,1.424748571607854
2018T4,2018,4,S128,Compañías de seguros,30087.79340767696,1.453442055357836
2019T1,2019,1,S128,Compañías de seguros,30533.643042388583,1.4696160928126938
2019T2,2019,2,S128,Compañías de seguros,30735.776094141955,1.4768601482381587
2019T3,2019,3,S128,Compañías de seguros,31750.951348872564,1.5130536761959736
2019T4,2019,4,S128,Compañías de seguros,31778.08824330174,1.5140122403762286
2020T1,2020,1,S128,Compañías de seguros,33221.299914657735,1.5644786689106507
2020T2,2020,2,S128,Compañías de seguros,32459.740634487523,1.5379401919797233
2020T3,2020,3,S128,Compañías de seguros,32127.784816182295,1.5263769499290218
2020T4,2020,4,S128,Compañías de seguros,32011.546481915095,1.5223784286096147
2021T1,2021,1,S128,Compañías de seguros,32164.252689794597,1.5275734414598428
2021T2,2021,2,S128,Compañías de seguros,31241.137031525534,1.4965023899503236
2021T3,2021,3,S128,Compañías de seguros,31833.811189076252,1.5162001721017233
2021T4,2021,4,S128,Compañías de seguros,32298.957692795615,1.5312088971271454
2022T1,2022,1,S128,Compañías de seguros,32698.482633762243,1.5438011883198564
2022T2,2022,2,S128,Compañías de seguros,33919.244397551054,1.580696888626861
2022T3,2022,3,S128,Compañías de seguros,34382.280730488295,1.5942129498167485
2022T4,2022,4,S128,Compañías de seguros,35169.75778660293,1.6166411775709904
2023T1,2023,1,S128,Compañías de seguros,35991.34399705925,1.6397353483441275
2023T2,2023,2,S128,Compañías de seguros,36670.34078446951,1.6585496063331666
2023T3,2023,3,S128,Compañías de seguros,36504.86587615647,1.653978164350439
2023T4,2023,4,S128,Compañías de seguros,37127.28338927588,1.6708965753562137
2024T1,2024,1,S128,Compañías de seguros,37473.12876352978,1.6802201815886202
2024T2,2024,2,S128,Compañías de seguros,38048.63578637361,1.6955376831135336
2024T3,2024,3,S128,Compañías de seguros,38534.57349366451,1.708355734385213
2024T4,2024,4,S128,Compañías de seguros,39514.96437601128,1.73387565508496
2025T1,2025,1,S128,Compañías de seguros,40374.214354463904,1.7559676885175963
2025T2,2025,2,S128,Compañías de seguros,41094.04908998097,1.7742994544353756
2025T3,2025,3,S128,Compañías de seguros,41547.688131575575,1.7857881608792257
2003T1,2003,1,S129,Fondos de pensiones,23570.496509992994,1.4043766837861362
2003T2,2003,2,S129,Fondos de pensiones,23974.250749999064,1.4281834111579583
2003T3,2003,3,S129,Fondos de pensiones,24310.95249999687,1.4480524748854393
2003T4,2003,4,S129,Fondos de pensiones,24823.27830999878,1.4783317780770417
2004T1,2004,1,S129,Fondos de pensiones,25511.399559997953,1.5192406784754273
2004T2,2004,2,S129,Fondos de pensiones,25979.447349995913,1.5467487105294713
2004T3,2004,3,S129,Fondos de pensiones,26460.300079996177,1.574720258650049
2004T4,2004,4,S129,Fondos de pensiones,27105.92800999599,1.6120030481551793
2005T1,2005,1,S129,Fondos de pensiones,27695.015799998528,1.6462547677540424
2005T2,2005,2,S129,Fondos de pensiones,28569.610939995648,1.6962623518412459
2005T3,2005,3,S129,Fondos de pensiones,29404.69216999528,1.7433953221825136
2005T4,2005,4,S129,Fondos de pensiones,30548.387299998576,1.8070229838937248
2006T1,2006,1,S129,Fondos de pensiones,31252.300959998804,1.846313395745715
2006T2,2006,2,S129,Fondos de pensiones,32053.248569997166,1.8904393369953356
2006T3,2006,3,S129,Fondos de pensiones,32587.76729999668,1.919487452466353
2006T4,2006,4,S129,Fondos de pensiones,33261.67854999959,1.956240140292571
2007T1,2007,1,S129,Fondos de pensiones,34026.68199999843,1.9978775810546712
2007T2,2007,2,S129,Fondos de pensiones,35085.52176999365,2.0547305720870352
2007T3,2007,3,S129,Fondos de pensiones,36089.553719989766,2.1070813250481537
2007T4,2007,4,S129,Fondos de pensiones,37324.34190999305,2.1700079715885963
2008T1,2008,1,S129,Fondos de pensiones,37893.67897999466,2.1987296872324427
2008T2,2008,2,S129,Fondos de pensiones,39622.133249990366,2.2840740322606243
2008T3,2008,3,S129,Fondos de pensiones,39849.23379827117,2.2948943519372067
2008T4,2008,4,S129,Fondos de pensiones,39820.72708949104,2.2935655270560793
2009T1,2009,1,S129,Fondos de pensiones,40559.82290786826,2.32882811907771
2009T2,2009,2,S129,Fondos de pensiones,41179.096273613046,2.358411684456465
2009T3,2009,3,S129,Fondos de pensiones,42055.92169113355,2.400497048721925
2009T4,2009,4,S129,Fondos de pensiones,43655.076377602665,2.476854965420541
2010T1,2010,1,S129,Fondos de pensiones,44877.0644915152,2.5350489768990894
2010T2,2010,2,S129,Fondos de pensiones,45916.32579894122,2.58406574252231
2010T3,2010,3,S129,Fondos de pensiones,46897.32274265983,2.6300356302176002
2010T4,2010,4,S129,Fondos de pensiones,48455.49603710093,2.702658951197072
2011T1,2011,1,S129,Fondos de pensiones,48921.73694788268,2.7242659255676536
2011T2,2011,2,S129,Fondos de pensiones,49819.55576159869,2.7652811528582433
2011T3,2011,3,S129,Fondos de pensiones,51622.98254065398,2.847207840557715
2011T4,2011,4,S129,Fondos de pensiones,51650.015725259815,2.8484204156105806
2012T1,2012,1,S129,Fondos de pensiones,53360.52450570341,2.9243299734399466
2012T2,2012,2,S129,Fondos de pensiones,54329.171473532464,2.9671386337445096
2012T3,2012,3,S129,Fondos de pensiones,55154.085993888395,3.003653736865256
2012T4,2012,4,S129,Fondos de pensiones,55242.65139085316,3.0075312538892045
2013T1,2013,1,S129,Fondos de pensiones,56082.87541953532,3.0442713853961436
2013T2,2013,2,S129,Fondos de pensiones,58157.44972629387,3.135051775904498
2013T3,2013,3,S129,Fondos de pensiones,59182.4304471591,3.179440472331867
2013T4,2013,4,S129,Fondos de pensiones,60345.30457638926,3.229328764055527
2014T1,2014,1,S129,Fondos de pensiones,62161.15646372014,3.306248923115791
2014T2,2014,2,S129,Fondos de pensiones,63665.11755668254,3.3688523825027192
2014T3,2014,3,S129,Fondos de pensiones,64919.436040109555,3.4207523099037647
2014T4,2014,4,S129,Fondos de pensiones,66807.36094434609,3.497412773548958
2015T1,2015,1,S129,Fondos de pensiones,68117.14491042629,3.550606765700949
2015T2,2015,2,S129,Fondos de pensiones,70439.89176515801,3.6435800104538414
2015T3,2015,3,S129,Fondos de pensiones,71992.67207662037,3.7048411873265206
2015T4,2015,4,S129,Fondos de pensiones,73830.90691409705,3.7765657330468994
2016T1,2016,1,S129,Fondos de pensiones,76874.55188678014,3.894481395409365
2016T2,2016,2,S129,Fondos de pensiones,80365.50368248191,4.028480413364628
2016T3,2016,3,S129,Fondos de pensiones,82358.62262708254,4.104483164423784
2016T4,2016,4,S129,Fondos de pensiones,82885.10292986962,4.124464973381704
2017T1,2017,1,S129,Fondos de pensiones,84044.64242871286,4.168267562041365
2017T2,2017,2,S129,Fondos de pensiones,86602.27816716763,4.264184573326712
2017T3,2017,3,S129,Fondos de pensiones,88686.01023409276,4.34235347764434
2017T4,2017,4,S129,Fondos de pensiones,90122.36652230553,4.395952581470679
2018T1,2018,1,S129,Fondos de pensiones,92586.76540299512,4.487338680523614
2018T2,2018,2,S129,Fondos de pensiones,94310.14728482213,4.550794495416079
2018T3,2018,3,S129,Fondos de pensiones,95234.72548756223,4.584590708248053
2018T4,2018,4,S129,Fondos de pensiones,96072.85295794572,4.61499533189147
2019T1,2019,1,S129,Fondos de pensiones,98419.30222496219,4.7001172101569875
2019T2,2019,2,S129,Fondos de pensiones,99716.10588994413,4.746592131223024
2019T3,2019,3,S129,Fondos de pensiones,101546.188377802,4.811839133039443
2019T4,2019,4,S129,Fondos de pensiones,102674.38459214456,4.851690726308187
2020T1,2020,1,S129,Fondos de pensiones,104530.51537369678,4.916596168314303
2020T2,2020,2,S129,Fondos de pensiones,104523.20456102895,4.916341404386683
2020T3,2020,3,S129,Fondos de pensiones,96086.08887722768,4.622445634281947
2020T4,2020,4,S129,Fondos de pensiones,88733.83763470019,4.369533085902637
2021T1,2021,1,S129,Fondos de pensiones,87804.50717527096,4.3379175822117
2021T2,2021,2,S129,Fondos de pensiones,80796.91286518757,4.102049712550938
2021T3,2021,3,S129,Fondos de pensiones,81265.33973733851,4.117618082394534
2021T4,2021,4,S129,Fondos de pensiones,80726.85593769072,4.10024300762791
2022T1,2022,1,S129,Fondos de pensiones,80529.640578108,4.0940271422816
2022T2,2022,2,S129,Fondos de pensiones,82090.5185909522,4.141202348030962
2022T3,2022,3,S129,Fondos de pensiones,82963.51761841614,4.16668524739453
2022T4,2022,4,S129,Fondos de pensiones,84080.56235561866,4.198499931496271
2023T1,2023,1,S129,Fondos de pensiones,85962.63665849995,4.2514036253573595
2023T2,2023,2,S129,Fondos de pensiones,88148.04483153806,4.311958894456225
2023T3,2023,3,S129,Fondos de pensiones,88298.27255108113,4.316109114638183
2023T4,2023,4,S129,Fondos de pensiones,86104.01183410261,4.256465219855058
2024T1,2024,1,S129,Fondos de pensiones,85387.28973951962,4.237143190169469
2024T2,2024,2,S129,Fondos de pensiones,85275.44599670143,4.234166394694926
2024T3,2024,3,S129,Fondos de pensiones,84735.87345381267,4.219933565227756
2024T4,2024,4,S129,Fondos de pensiones,87097.00523707888,4.281394658915583
2025T1,2025,1,S129,Fondos de pensiones,86885.5888482986,4.275958967270235
2025T2,2025,2,S129,Fondos de pensiones,87896.47602027896,4.301702858321448
2025T3,2025,3,S129,Fondos de pensiones,87704.535541491,4.2968418397289225
2003T1,2003,1,S14_S15,Hogares,12360.032209235658,0.7364351038654199
2003T2,2003,2,S14_S15,Hogares,12325.97495395727,0.7344269719101172
2003T3,2003,3,S14_S15,Hogares,12679.086632581248,0.7552643998282772
2003T4,2003,4,S14_S15,Hogares,13294.709406658985,0.7916487245373633
2004T1,2004,1,S14_S15,Hogares,13103.485813569987,0.7802804563382507
